,CASE_NO,DECISION_DATE,NPC_SUBMITTED_DATE,CASE_STATUS,VISA_CLASS,ALIEN_WORK_STATE,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,DOT_OCCUPATIONAL_CODE,DOT_NAME,SOC_CODE,SOC_NAME,JOB_TITLE,NBR_WORKERS_REQUESTED,NBR_WORKERS_CERTIFIED,PREVAILING_WAGE,PW_UNIT_OF_PAY,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY
3460,C-12107-59011,2012-04-27,2012-04-16,PARTIAL CERTIFIED,H-2B,ME,2012-05-07,2012-10-30,"HORIZON FORESTRY, LLC",18154 BRENTWOOD LANE,,GORDONSVILLE,VA,22942,STEPHEN WARD,COEUR D'ALENE,ID,452.687-010,Forest Worker,454011.0,Forest and Conservation Workers,FOREST WORKER,80.0,40,8.59,HR,8.59,HR
3461,C-12111-59083,2012-04-27,2012-04-20,PARTIAL CERTIFIED,H-2B,WY,2012-06-01,2013-03-31,"CBV PARTNERS, LLC",PO BOX 38,120 SOUTH FLAT CREEK DRIVE,JACKSON,WY,83001,"JOEL V. ANDERSON/ANDERSON & ASSOCIATES, P.C.",AURORA,CO,323.687-014,"Cleaner, Housekeeping",372012.0,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",10.0,9,9.0,HR,9.0,HR
3462,C-12111-59094,2012-04-27,2012-04-20,CERTIFIED,H-2B,CO,2012-06-01,2012-11-30,"L-O VAIL HOTEL, INC. DBA VAIL CASCADE RESORT & SPA",1300 WESTHAVEN DRIVE,,VAIL,CO,81657,AMY JILL NOVAK / NOVAK LAW OFFICE,VAIL,CO,313.361-014,Cook,352014.0,"Cooks, Restaurant",COOK,15.0,15,10.31,HR,10.31,HR
3463,C-12114-59096,2012-04-27,2012-04-23,CERTIFIED,H-2B,AK,2012-05-01,2012-09-30,ROYALTY ALASKA LTD. DBA ROYAL JEWELERS,319 SOUTH FRANKLIN STREET,,JUNEAU,AK,99801,SUNEETA T. DEWAN/LAW OFFICE OF SUNEETA DEWAN,NEW YORK,NY,162.157-018,Buyer,131022.0,"Wholesale and Retail Buyers, Except Farm Products",BUYER,1.0,1,1000.0,WK,1000.0,WK
3464,C-12114-59098,2012-04-27,2012-04-23,CERTIFIED,H-2B,AK,2012-05-01,2012-09-30,ROYALTY ALASKA LTD. DBA ROYAL JEWELERS,319 SOUTH FRANKLIN STREET,,JUNEAU,AK,99801,SUNEETA T DEWAN/ LAW OFFICE OF SUNEETA DEWAN,NEW YORK,NY,185,Wharfinger,433021.0,Billing and Posting Clerks and Machine Operators,WHOLESALE AND RETAIL TRADE MANAGERS AND OFFICIALS,1.0,1,1000.0,WK,1000.0,WK
3465,C-12114-59101,2012-04-27,2012-04-23,CERTIFIED,H-2B,PA,2012-05-01,2012-12-15,"FERENCE MASONRY CONSTRUCTION CO., INC.","1527 BARNES AVE.,",,SOUTH PARK,PA,15129,"ELIZABETH D. WHITLEY/ MASLABOR H2B, LLC.",LOVINGSTON,VA,844.364-010,Cement Mason,472051.0,Cement Masons and Concrete Finishers,CEMENT MASON,4.0,4,15.32,HR,15.32,HR
3466,C-12114-59103,2012-04-27,2012-04-23,CERTIFIED,H-2B,MT,2012-04-02,2012-10-31,GREYLING ENTERPRISES DBA DAIRY QUEEN,"P.O. BOX 506 WEST YELLOWSTONE, MT 59758",,BOZEMAN,MT,59715,"ELIZABETH D. WHITLEY / MAS LABOR H2B, LLC",LOVINGSTON,VA,313.361-014,Cook,352014.0,"Cooks, Restaurant",COOK,7.0,7,7.68,HR,7.68,HR
3467,C-12114-59104,2012-04-27,2012-04-23,CERTIFIED,H-2B,VA,2012-05-15,2013-03-15,WINTERGREEN PARTNERS INC. DBA WINTERGREEN RESORT.,P.O. BOX 706,11 GRASSY RIDGE ROAD,WINTERGREEN,VA,22958,"ELIZABETH D. WHITLEY/ MAS LABOR H2B, LLC",LOVINGSTON,VA,318.687-010,Kitchen Helper,359021.0,Dishwashers,KITCHEN HELPER,20.0,20,8.07,HR,8.07,HR
3468,C-12114-59107,2012-04-27,2012-04-23,CERTIFIED,H-2B,MN,2012-04-01,2012-12-01,RHONE RACING,811 SATINLEAF AVE.,,OLDSMAR,FL,34677,"CRAIG DAVID MCDOUGAL/WILLIAM VELIE, ATTORNEYS AT L",NORMAN,OK,410.674-010,Animal Caretaker,392021.0,Nonfarm Animal Caretakers,ANIMAL CARETAKER,9.0,9,9.57,HR,9.57,HR
3469,C-12114-59110,2012-04-27,2012-04-23,PARTIAL CERTIFIED,H-2B,TX,2012-07-09,2012-11-16,"SHOWTIME RIDES, INC.",1747 HINTON STREET,,DALLAS,TX,75235,"ROBERT WAYNE PIERCE / THE PIERCE LAW FIRM, LLC",ANNAPOLIS,MD,349.664-010,Amusement Park Worker,393091.0,Amusement and Recreation Attendants,AMUSEMENT PARK WORKER,12.0,11,,,,
3470,C-12114-59111,2012-04-27,2012-04-23,CERTIFIED,H-2B,VA,2012-06-24,2012-11-21,"DEGGELLER ATTRACTIONS, INC",3350 SW DEGGELLER CT,"PO BOX 238 STUART, FL 34995",PALM CITY,FL,34990,"ROBERT WAYNE PIERCE/THE PIERCE LAW FIRM, LLC",ANNAPOLIS,MD,349.664-010,Amusement Park Worker,393091.0,Amusement and Recreation Attendants,AMUSEMENT PARK WORKER,20.0,20,7.57,HR,7.57,HR
3471,C-12114-59113,2012-04-27,2012-04-23,CERTIFIED,H-2B,MN,2012-04-01,2012-12-01,MCLEAN ROBERTSON RACING,PO BOX 538,,SCHUYER,NE,68661,CRAIG DAVID MCDOUGAL,NORMAN,OK,410.674-010,Animal Caretaker,392021.0,Nonfarm Animal Caretakers,ANIMAL CARETAKER,6.0,6,9.57,HR,9.57,HR
3472,C-12114-59115,2012-04-27,2012-04-23,CERTIFIED,H-2B,WA,2012-04-01,2012-11-12,"THUMBS UP FARM, LTD.",20722 SE 34TH ST.,,SAMMAMISH,WA,98075,"MARTIN J. ARBURUA/INTERNATIONAL LAW GROUP, LLP",SOLANA BEACH,CA,410.674-010,Animal Caretaker,392021.0,Nonfarm Animal Caretakers,ANIMAL CARETAKER,3.0,3,10.46,HR,10.46,HR
3473,C-12114-59117,2012-04-27,2012-04-23,CERTIFIED,H-2B,MA,2012-05-01,2012-12-30,ADG INC. DBA LOBSTER POUND,157 CRANBERRY HWY,,ORLEANS,MA,2653,MARK WESTBROOK/ ZEN SERVICE GROUP INC.,MYRTLE BEACH,SC,350.677-030,Waiter/Waitress,353031.0,Waiters and Waitresses,WAITER/WAITRESS,20.0,20,12.5,HR,12.5,HR
3474,C-12114-59124,2012-04-27,2012-04-23,CERTIFIED,H-2B,FL,2012-07-27,2013-07-26,NALLURU C. MURTHY,390 VISTA OAK DRIVE,,LONGWOOD,FL,32779,"AMRIT VANNI CHAWLA/ CHAWLA LAW GROUP, APC",SAN DIEGO,CA,354.377-014,Home Attendant,311011.0,Home Health Aides,HOME ATTENDANT,1.0,1,30000.0,YR,30000.0,YR
3475,C-12114-59126,2012-04-27,2012-04-23,CERTIFIED,H-2B,NY,2012-05-25,2012-12-31,CHIPPEWA STONE LLC,3 RYDER ROAD,,WHITEHALL,NY,12887,SHERRY R LONGTIN,WHITEHALL,NY,771.684-010,Rock Splitter,519031.0,"Cutters and Trimmers, Hand",ROCK SPLITTER,6.0,6,11.89,HR,11.89,HR
3476,C-12103-58992,2012-04-30,2012-04-12,PARTIAL CERTIFIED,H-2B,TX,2012-03-15,2012-12-15,"RELIABLE CONCRETE CONSTRUCTION, LLC",1500 NORTHPARK DRIVE #104,,FORT WORTH,TX,76102,JORGE FONSECA,DALLAS,TX,844.461-010,Concrete-Stone Finisher,472051.0,Cement Masons and Concrete Finishers,CONCRETE STONE FINISHER,10.0,9,13.24,HR,13.24,HR
3477,C-12104-59004,2012-04-30,2012-04-13,CERTIFIED,H-2B,CO,2012-05-01,2013-02-28,"SPECIAL PROTECTION, INC.",063 EAGLE PARK EAST DRIVE,PO BOX 1440,EAGLE,CO,81631,AMY JILL NOVAK/NOVAK LAW OFFICE,VAIL,CO,780.682-010,Sewing-Machine Operator,516031.0,Sewing Machine Operators,SEWING MACHINE OPERATOR,1.0,1,25.28,HR,25.28,HR
3478,C-12107-59019,2012-04-30,2012-04-16,CERTIFIED,H-2B,SD,2012-04-01,2012-11-30,ATTEBERRY CONSTRUCTION INC.,28706 322ND AVENUE,,COLOME,SD,57528,"KEVIN MICHAEL OPP / EMPLOYMENT USA, LLC",ABERDEEN,SD,859.683-010,Operating Engineer,472073.0,Operating Engineers and Other Construction Equipment Operators,OPERATING ENGINEER,3.0,3,13.23,HR,13.23,HR
3479,C-12108-59026,2012-04-30,2012-04-17,CERTIFIED,H-2B,CO,2012-05-15,2012-11-30,MASTERCRAFT CONCRETE CONTRACTING LLC,595 CLOMAN BLVD,,PAGOSA SPRINGS,CO,81147,DAVID NORMAN DONALDSON / USAMEX LTD CO.,BALD KNOB,AR,869.664-014,Construction Worker I,473012.0,Helpers--Carpenters,CONSTRUCTION WORKER I,5.0,5,11.07,HR,11.07,HR
3480,C-12115-59138,2012-04-30,2012-04-24,CERTIFIED,H-2B,SD,2012-05-01,2012-12-15,ALLEN CONSTRUCTION CO. INC.,22506 474TH AVENUE,,FLANDREAU,SD,57028,"KEVIN MICHAEL OPP/ EMPLOYMENT USA, LLC",ABERDEEN,SD,804.281-010,Sheet-Metal Worker,472211.0,Sheet Metal Workers,SHEET METAL WORKER,22.0,22,11.37,HR,11.37,HR
3481,C-12074-58705,2012-05-01,2012-03-14,DENIED,H-2B,TX,2012-03-15,2013-01-15,"SPACE PLUS, INC.",2867 NOLINA LN,,ROUND ROCK,TX,78681,"NICOLE E. MERRITT / AZARMEHR & ASSOCIATES, P.C.",AUSTIN,TX,862.261-010,Pipe Fitter,472152.0,"Plumbers, Pipefitters, and Steamfitters",PIPE FITTER,15.0,0,23.55,HR,23.55,HR
3482,C-12090-58857,2012-05-01,2012-03-30,PARTIAL CERTIFIED,H-2B,OK,2012-03-01,2012-11-30,MUNOZ CONSTRUCTION CO.,1020 SW 27TH,,OKLAHOMA CITY,OK,73109,RITA ROMERO,BAY CITY,TX,862.684-014,"Laborer, Construction or Leak Gang",519198.0,Helpers--Production Workers,"LABORER, CONSTRUCTION OR LEAK GANG",30.0,20,9.56,HR,9.56,HR
3483,C-12107-59009,2012-05-01,2012-04-16,PARTIAL CERTIFIED,H-2B,TX,2012-06-01,2013-03-15,GOLD COAST SEAFOOD INC.,PO BOX 931,,PALACIOS,TX,77465,RITA ROMERO/FEDERATION OF EMPLOYERS AND WORKERS OF,BAY CITY,TX,442.684-010,"Fisher, Line",453011.0,Fishers and Related Fishing Workers,"FISHER, LINE",8.0,7,8.93,HR,8.93,HR
3484,C-12108-59028,2012-05-01,2012-04-17,CERTIFIED,H-2B,MI,2012-04-15,2012-10-31,"UNIVERSAL CLEANERS, LLC",4530 BARNES RD.,,TRAVERSE CITY,MI,49684,CAROLINE ANN MUELLER / SINTSIRMAS & MUELLER CO. L.,TWINSBURG,OH,382.664-010,Janitor,372011.0,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",JANITOR,3.0,3,10.0,HR,10.0,HR
3485,C-12108-59030,2012-05-01,2012-04-17,CERTIFIED,H-2B,TN,2012-06-01,2012-11-30,CASTLE CONSTRUCTION COMPANY,588 US RTE  250 E,,ASHLAND,OH,44805,"ROBERT L. WINGFIELD/ AMIGOS LABOR SOLUTIONS, INC.",DALLAS,TX,860.664-010,Carpenter I,472031.0,Carpenters,CARPENTER I,16.0,16,10.9,HR,10.9,HR
3486,C-12108-59034,2012-05-01,2012-04-17,PARTIAL CERTIFIED,H-2B,DE,2012-04-01,2012-10-15,WILMINGTON COUNTRY CLUB,4825 KENNETT PIKE,,WILMINGTON,DE,19807,,,,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",26.0,19,9.07,HR,9.07,HR
3487,C-12111-59062,2012-05-01,2012-04-20,CERTIFIED,H-2B,IL,2012-05-01,2012-12-16,SLOANE'S LANDSCAPING & NURSERY INC,16849 S. CICERO AVE,,TINLEY PARK,IL,60477,SARAH E FARRELL / INTERNATIONAL LABOR MANAGEMENT C,VASS,NC,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",10.0,10,9.37,HR,9.37,HR
3488,C-12115-59129,2012-05-01,2012-04-24,PARTIAL CERTIFIED,H-2B,SC,2012-05-29,2012-11-30,"JACCO, LLC",1795 SNOWBIRD ROAD,,ROBBINSVILLE,NC,28771,GINNY MUILENBURG/LABOR CONSULTANTS INTERNATIONAL,COEUR D'ALENE,ID,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",15.0,14,8.62,HR,8.62,HR
3489,C-12115-59130,2012-05-01,2012-04-24,CERTIFIED,H-2B,SD,2012-04-01,2012-12-31,D&W STEEL ERECTORS,16281 479TH AVENUE,,REVILLO,SD,57259,KEVIN MICHAEL OPP,ABERDEEN,SD,801.361-014,Structural-Steel Worker,472221.0,Structural Iron and Steel Workers,STRUCTURAL STEEL WORKER,20.0,20,11.62,HR,11.62,HR
3490,C-12115-59131,2012-05-01,2012-04-24,CERTIFIED,H-2B,SD,2012-05-01,2012-12-15,ALLEN CONSTRUCTION CO. INC.,22506 474TH AVENUE,,FLANDREAU,SD,57029,"KEVIN MICHAEL OPP/ EMPLOYMENT USA, LLC",ABERDEEN,SD,869.664-014,Construction Worker I,473012.0,Helpers--Carpenters,CONSTRUCTION WORKER I,12.0,12,9.78,HR,9.78,HR
3491,C-12115-59132,2012-05-01,2012-04-24,CERTIFIED,H-2B,SC,2012-05-01,2012-11-25,MELTON'S CONCESSIONS-MELVIN MELTON,24 FEDERAL ROAD,,MONROE TOWNSHIP,NJ,8831,JAMES KENDRICK JUDKINS,RIO HONDO,TX,349.664-010,Amusement Park Worker,393091.0,Amusement and Recreation Attendants,AMUSEMENT PARK WORKER,12.0,12,7.6,HR,7.6,HR
3492,C-12115-59133,2012-05-01,2012-04-24,CERTIFIED,H-2B,SD,2012-04-01,2012-12-31,WEST POLLOCK RESORT,PO BOX 17,,POLLOCK,SD,57648,"KEVIN MICHAEL OPP/EMPLOYMENT USA, LLC",ABERDEEN,SD,313.361-014,Cook,352014.0,"Cooks, Restaurant",COOK,2.0,2,8.61,HR,8.61,HR
3493,C-12115-59134,2012-05-01,2012-04-24,CERTIFIED,H-2B,SC,2012-05-01,2012-11-25,DOMINIC VIVONA COMPANY,24 FEDERAL ROAD,,MONROE TOWNSHIP,NJ,8831,JAMES KENDRICK JUDKINS,RO HONDO,TX,349.664-010,Amusement Park Worker,393091.0,Amusement and Recreation Attendants,AMUSEMENT PARK WORKER,6.0,6,7.6,HR,7.6,HR
3494,C-12115-59135,2012-05-01,2012-04-24,CERTIFIED,H-2B,NY,2012-05-01,2012-12-15,SUPERIOR LANDSCAPING SOLUTIONS INC.,P.O. BOX 1112,32 SHINNECOCK AVENUE,EAST QUOGUE,NY,11942,MELINDA RUBIN RUBIN/ MELINDA A RUBIN ESQ.,HAMPTON BAYS,NY,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",2.0,2,9.2,HR,9.2,HR
3495,C-12115-59136,2012-05-01,2012-04-24,CERTIFIED,H-2B,KY,2012-04-01,2012-12-01,MAKERS STABLE LLC,1200 ENVOY CIRCLE,,LOUISVILLE,KY,40299,CRAIG DAVID MCDOUGAL,NORMAN,OK,419.224-010,Horse Trainer,392011.0,Animal Trainers,HORSE TRAINER,10.0,10,9.32,HR,9.32,HR
3496,C-12115-59137,2012-05-01,2012-04-24,CERTIFIED,H-2B,SD,2012-04-01,2012-12-31,WEST POLLOCK RESORT,PO BOX 17,,POLLOCK,SD,57648,"KEVIN MICHAEL OPP / EMPLOYMENT USA, LLC",ABERDEEN,SD,321.137-010,Housekeeper,371011.0,First-Line Supervisors/Managers of Housekeeping and Janitorial Workers,HOUSEKEEPER,2.0,2,,,,
3497,C-12115-59139,2012-05-01,2012-04-24,CERTIFIED,H-2B,SC,2012-05-01,2012-11-25,"CVP, INC",5584 QUAIL HOLLOW STREET,,PALM CITY,FL,34990,JAMES KENDRICK JUDKINS,RIO HONDO,TX,349.664-010,Amusement Park Worker,393091.0,Amusement and Recreation Attendants,AMUSEMENT PARK WORKER,8.0,8,7.6,HR,7.6,HR
3498,C-12115-59141,2012-05-01,2012-04-24,CERTIFIED,H-2B,MA,2012-05-01,2012-12-15,CLASSICAL TENTS,140 CRYSTAL ST.,PO BOX 401,LENOXDALE,MA,1242,JOHN S. NOVINE,STOTTVILLE,NY,382.664-010,Janitor,372011.0,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",JANITOR,10.0,10,12.71,HR,12.71,HR
3499,C-12116-59142,2012-05-01,2012-04-25,CERTIFIED,H-2B,NY,2012-05-01,2012-11-30,SEVEN SONS INC.,P.O. BOX 2021,,MONTAUK,NY,11954,MELINDA RUBIN RUBIN/ MELINDA A RUBIN ESQ.,HAMPTON BAYS,NY,861.381-038,Stonemason,472022.0,Stonemasons,STONEMASON,3.0,3,12.63,HR,12.63,HR
3500,C-12083-58793,2012-05-02,2012-03-23,CERTIFIED,H-2B,CO,2012-04-01,2012-12-31,"EARTHTECH WEST II, LTD",P.O. BOX 824,,NORWOOD,CO,81423,"JOHN E. REARDON/REARDON LAW GROUP, LLC.",GLENWOOD SPRINGS,CO,869.664-014,Construction Worker I,473012.0,Helpers--Carpenters,CONSTRUCTION WORKER I,4.0,4,15.58,HR,15.58,HR
3501,C-12093-58893,2012-05-02,2012-04-02,DENIED,H-2B,IL,2012-05-28,2012-12-15,G. GONZALEZ LANDSCAPING CORPORATION,268 N. INLENWILD AVE.,,MUNDELEIN,IL,60060,"CHARLES H. CUI/IMMIGRATION LAWYERS, P.C.",CHICAGO,IL,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",2.0,0,10.59,HR,10.59,HR
3502,C-12094-58915,2012-05-02,2012-04-03,DENIED,H-2B,NJ,2012-05-01,2013-04-30,"BOGEY'S CLUB AND CAFE, LLC",501 PITMAN ROAD,,SEWELL,NJ,8080,JAMES MICHAEL CARTER/HOFFMAN DIMUZIO,TURNERSVILLE,NJ,313.131-014,Chef,351011.0,Chefs and Head Cooks,CHEF,1.0,0,10.6,HR,10.6,HR
3503,C-12107-59015,2012-05-02,2012-04-16,PARTIAL CERTIFIED,H-2B,TX,2012-04-02,2013-01-18,"TCI ROOFING, INC.",2412 WILLOW STREET,,MISSION,TX,78574,KEMAL IAN BENOUIS,MANCHACA,TX,866.381-010,Roofer,472181.0,Roofers,ROOFER,25.0,17,8.2,HR,8.2,HR
3504,C-12109-59038,2012-05-02,2012-04-18,CERTIFIED,H-2B,CA,2012-06-01,2013-06-01,PREFUND.ORG DBA POTRERO KIDS AT DANIEL WEBSTER,465 MISSOURI ST.,,SAN FRANCISCO,CA,94107,MICHELLE S GEE / GEE LAW FIRM,MENLO PARK,CA,092.227-018,"Teacher, Preschool",252011.0,"Preschool Teachers, Except Special Education","TEACHER, PRESCHOOL",1.0,1,15.26,HR,15.26,HR
3505,C-12109-59039,2012-05-02,2012-04-18,PARTIAL CERTIFIED,H-2B,MI,2012-04-15,2012-12-15,"GREAT LAKES STRIPING AND SEALING, INC.",855 POLARIS CRESCENT DR.,,TRAVERSE CITY,MI,49685,CAROLINE ANN MUELLER / SINTSIRMAS & MUELLER CO. L.,TWINSBURG,OH,853.133-010,"Supervisor, Asphalt Paving",471011.0,First-Line Supervisors/Managers of Construction Trades and Extraction Workers,"SUPERVISOR, ASPHALT PAVING",6.0,5,12.0,HR,12.0,HR
3506,C-12111-59085,2012-05-02,2012-04-20,CERTIFIED,H-2B,VA,2012-04-25,2012-11-15,"LITTLE RICHARDS ENTERPRISES, INC.",3760 LAYFIELD RD.,,PENNSBURG,PA,18073,"GREGORY J. VARTANIAN/ VARTANIAN & VARTANIAN, LLP.",BOSTON,MA,349.664-010,Amusement Park Worker,393091.0,Amusement and Recreation Attendants,AMUSEMENT PARK WORKER,15.0,15,8.5,HR,8.5,HR
3507,C-12117-59147,2012-05-02,2012-04-26,CERTIFIED,H-2B,KY,2012-04-01,2012-12-01,WERNER RACING LLC,1116 FLAT ROCK RD.,,LOUISVILLE,KY,40245,CRAIG DAVID MCDOUGAL,NORMAN,OK,153.674-010,"Exerciser, Horse",392021.0,Nonfarm Animal Caretakers,"EXERCISER, HORSE",6.0,6,9.32,HR,9.32,HR
3508,C-12117-59148,2012-05-02,2012-04-26,CERTIFIED,H-2B,KY,2012-04-01,2012-12-01,"DALLAS STEWART RACING STABLE, INC.",15216 CRYSTAL SPRINGS WAY,,LOUISVILLE,KY,40245,CRAIG DAVID MCDOUGAL,NORMAN,OK,153.674-010,"Exerciser, Horse",392021.0,Nonfarm Animal Caretakers,"EXERCISER, HORSE",11.0,11,9.32,HR,9.32,HR
3509,C-12117-59150,2012-05-02,2012-04-26,CERTIFIED,H-2B,LA,2012-03-15,2013-01-14,REEB RIGGING LLC,15631 PINEWOOD DR,,PRIDE,LA,70770,LORI ANN WHITTEN OR DANIELLE RENE CLARK,WYLIE,TX,144.061-010,Painter,271013.0,"Fine Artists, Including Painters, Sculptors, and Illustrators",PAINTER,5.0,5,12.45,HR,12.45,HR
3510,C-12074-58704,2012-05-03,2012-03-14,CERTIFIED,H-2B,LA,2012-04-09,2012-12-31,"FJN CONTRACTORS, INC",349 SOUTHEAST BLVD.,,MORGAN CITY,LA,70380,NICOLE NEWTON/LABOR  CONSULTANTS INTERNATIONAL,COEUR D'ALENE,ID,819.684-010,"Welder, Production Line",514121.0,"Welders, Cutters, Solderers and Brazers","WELDER, PRODUCTION LINE",90.0,90,19.28,HR,19.28,HR
3511,C-12079-58755,2012-05-03,2012-03-19,DENIED,H-2B,AZ,2012-03-20,2013-01-20,GIAMBI STABLES LLC,23360 S POWER RD.,,GILBERT,AZ,85298,MIRTHA A. FORE / MIRTHA'S IMMIGRATION SERVICES,CHANDLER,AZ,410.674-022,Stable Attendant,392021.0,Nonfarm Animal Caretakers,STABLE ATTENDANT,4.0,0,10.25,HR,10.25,HR
3512,C-12080-58764,2012-05-03,2012-03-20,PARTIAL CERTIFIED,H-2B,MN,2012-04-30,2012-11-30,ANTHONY BULL COMPANY,2866 S 2000 E,,WENDELL,ID,83355,NICOLE NEWTON / LABOR CONSULTANTS INTERNATIONAL,COEUR D'ALENE,ID,452.687-010,Forest Worker,454011.0,Forest and Conservation Workers,FOREST WORKER,60.0,58,8.59,HR,8.59,HR
3513,C-12109-59040,2012-05-03,2012-04-18,CERTIFIED,H-2B,TN,2012-04-01,2012-12-31,EL SALTO INC. DBA DOS MARGARITAS MEXICAN GRILL,4 INDUSTRIAL PARK DRIVE,,HENDERSONVILLE,TN,37075,LINDA PEREZ,BROWNSVILLE,TX,311.472-010,Fast-Foods Worker,353021.0,"Combined Food Preparation and Serving Workers, Including Fast Food",FAST FOODS WORKER,10.0,10,8.77,HR,8.77,HR
3514,C-12110-59050,2012-05-03,2012-04-19,CERTIFIED,H-2B,MN,2012-05-01,2012-11-16,WEERTS CONSTRUCTION,524 MAIN ST S,,WINNEBAGO,MN,56098,LESLI DOWNS / SOUTHERN IMPACT,SAND SPRINGS,OK,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",4.0,4,11.57,HR,11.57,HR
3515,C-12111-59095,2012-05-03,2012-04-20,CERTIFIED,H-2B,PA,2012-04-15,2013-01-14,MGS CONSULTING CORPORATION,"2030 S. DOUGLAS ROAD, SUITE 205",,CORAL GABLES,FL,33134,PATRICIA PERISSE BOCHI,MIAMI,FL,454.687-010,Chain Saw Operator,454021.0,Fallers,CHAIN SAW OPERATOR,3.0,3,48.61,HR,48.61,HR
3516,C-12076-58740,2012-05-04,2012-03-16,DENIED,H-2B,MT,2012-05-01,2012-09-30,"WILD WEST RAFTING, LLC",1106 W PARK STREET,#234,LIVINGSTON,MT,59047,,,,166.167-026,"Manager, Education and Training",113042.0,Training and Development Managers,"MANAGER, EDUCATION AND TRAINING",1.0,0,27.23,HR,27.23,HR
3517,C-12082-58787,2012-05-04,2012-03-22,PARTIAL CERTIFIED,H-2B,TX,2012-04-01,2013-01-31,J & P PAVING CO. INC.,5002 SINCLAIR RD.,,SAN ANTONIO,TX,78222,"JEFFREY REES THOMAS/ THE LOZANO LAW FIRM, PLLC",SAN ANTONIO,TX,853.663-010,Asphalt-Paving-Machine Operator,472071.0,"Paving, Surfacing, and Tamping Equipment Operators",ASPHALT PAVING MACHINE OPERATOR,20.0,19,12.55,HR,12.55,HR
3518,C-12083-58796,2012-05-04,2012-03-23,DENIED,H-2B,TX,2012-04-01,2013-02-28,MARIAN B. CLARK,9805 SHADOW WOOD DR.,,HOUSTON,TX,77080,,,,309.674-014,Personal Attendant,399021.0,Personal and Home Care Aides,PERSONAL ATTENDANT,1.0,0,7.85,HR,7.85,HR
3519,C-12090-58867,2012-05-04,2012-03-30,DENIED,H-2B,AL,2012-06-04,2013-03-30,"FOX LAKE FARM, INC.",4801 VALLEYDALE ROAD,,BIRMINGHAM,AL,35242,MICHAEL SHABANI,BIRMINGHAM,AL,410.674-010,Animal Caretaker,392021.0,Nonfarm Animal Caretakers,ANIMAL CARETAKER,1.0,0,7.91,HR,7.91,HR
3520,C-12102-58981,2012-05-04,2012-04-11,DENIED,H-2B,MD,2012-06-15,2013-04-15,"MT. AIRY BICYCLES, INC.",15780 BUSHY PARK RD.,,WOODBINE,MD,21797,,,,639.681-010,Bicycle Repairer,493091.0,Bicycle Repairers,BICYCLE REPAIRER,1.0,0,9.25,HR,9.25,HR
3521,C-12103-58991,2012-05-04,2012-04-12,DENIED,H-2B,MI,2012-05-01,2012-10-30,WATERFRONT INN,1009 SOUTH HURON AVENUE,,MACKINAW CITY,MI,49701,GEORGE GARCIA/FLORIDA EAST COAST TRAVEL SERVICES I,HIALEAH GARDENS,FL,323.687-014,"Cleaner, Housekeeping",372012.0,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",20.0,0,8.35,HR,8.35,HR
3522,C-12111-59089,2012-05-04,2012-04-20,PARTIAL CERTIFIED,H-2B,MT,2012-05-01,2012-11-15,"MONTANA FLAGSTONE, INC DBA SCRIVANICH NATURAL STON",PO BOX 27,1729 SOUTH HWY 27,OAKLEY,ID,83346,,,,771.684-010,Rock Splitter,519031.0,"Cutters and Trimmers, Hand",ROCK SPLITTER,15.0,13,11.13,HR,11.13,HR
3523,C-12111-59093,2012-05-04,2012-04-20,CERTIFIED,H-2B,CO,2012-06-01,2012-11-30,"L-O VAIL HOTEL, INC. DBA VAIL CASCADE RESORT & SPA",1300 WESTHAVEN DRIVE,,VAIL,CO,81657,AMY JILL NOVAK/NOVAK LAW OFFICE,VAIL,CO,350.677-030,Waiter/Waitress,353031.0,Waiters and Waitresses,WAITER/WAITRESS,5.0,5,8.0,HR,8.0,HR
