,CASE_NO,DECISION_DATE,NPC_SUBMITTED_DATE,CASE_STATUS,APPLICATION_TYPE,ALIEN_WORK_STATE,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,DOT_OCCUPATIONAL_CODE,JOB_TITLE,NBR_WORKERS_REQUESTED,NBR_WORKERS_CERTIFIED,PREVAILING_WAGE,PW_UNIT_OF_PAY,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY
4211,C-09279-46605,2009-10-15,2009-10-06,CERTIFIED,H-2B,AZ,2009-11-01,2010-01-31,"IAI SALES, LLC",7150 EAST CAMELBACK ROAD SUITE 440,,SCOTTSDALE,AZ,85251,SVETLANA SCHREIBER,CLEVELAND,OH,262.357-018,"SALESPERSON, COSMETICS AND TOILETRIES",4.0,4,8.83,HR,8.83,HR
4212,C-09281-46622,2009-11-19,2009-10-08,DENIED,H-2B,MO,2009-11-01,2010-01-31,"IAI SALES, LLC",7150 EAST CAMELBACK ROAD SUITE 440,,SCOTTSDALE,AZ,85251,SVETLANA SCHREIBER,CLEVELAND,OH,262.357-018,"SALESPERSON, COSMETICS AND TOILETRIES",4.0,0,7.74,HR,7.74,HR
4213,C-09260-46478,2009-10-06,2009-09-17,CERTIFIED,H-2B,AZ,2009-10-15,2010-07-31,"COULSTON MANAGEMENT, INC DBA MCDONALD'S RESTAURANT",6038 N. 51ST PLACE,,PARADISE VALLEY,AZ,85253,CHARLES JAN THURGOOD - CORPORATE & EMPLOYEE SERVIC,PHOENIX,AZ,311.472-010,FAST FOODS WORKER,12.0,12,7.25,HR,7.25,HR
4214,C-10256-51025,2010-09-24,2010-09-13,CERTIFIED,H-2B,AZ,2010-10-05,2011-07-31,"COULSTON MANAGEMENT, INC. DBA MCDONALD'S RESTAURAN",6038 N. 51ST PLACE,,PARADISE VALLEY,AZ,85253,CHARLES JAN THURGOOD - CORPORATE & EMPLOYEE SERVIC,TEMPE,AZ,311.472-010,FAST FOODS WORKER,15.0,15,7.64,HR,7.64,HR
4215,C-09286-46640,2009-11-09,2009-10-13,PARTIAL CERTIFIED,H-2B,AZ,2009-12-28,2010-06-30,HST KIERLAND LLC D/B/A THE WESTIN KIERLAND RESORT,6902 EAST GREENWAY PARKWAY,,SCOTTSDALE,AZ,85254,VERONICA T. STRICKLAND-BIRKENSTOCK,TABOR CITY,NC,321.137-010,HOUSEKEEPER,30.0,28,9.0,HR,9.0,HR
4216,C-10202-50590,2010-07-23,2010-07-21,PARTIAL CERTIFIED,H-2B,AZ,2010-10-01,2011-06-30,HST KIERLAND LLC DBA THE WESTIN KIERLAND RESORT &,6902 EAST GREENWAY PARKWAY,,SCOTTSDALE,AZ,85254,VERONICA T STRICKLAND-BIRKENSTOCK,DALLAS,TX,318.687-010,KITCHEN HELPER,15.0,13,10.0,HR,10.0,HR
4217,C-10202-50591,2010-07-23,2010-07-21,PARTIAL CERTIFIED,H-2B,AZ,2010-10-01,2011-06-30,HST KIERLAND LLC DBA THE WESTIN KIERLAND RESORT &,6902 EAST GREENWAY PARKWAY,,SCOTTSDALE,AZ,85254,VERONICA T STRICKLAND-BIRKENSTOCK,DALLAS,TX,321.137-010,HOUSEKEEPER,55.0,54,9.0,HR,9.0,HR
4218,C-10202-50593,2010-07-23,2010-07-21,PARTIAL CERTIFIED,H-2B,AZ,2010-10-01,2011-06-30,HST KIERLAND LLC DBA THE WESTIN KIERLAND RESORT &,6902 EAST GREENWAY PARKWAY,,SCOTTSDALE,AZ,85254,VERONICA STRICKLAND-BIRKENSTOCK PRACTICAL EMPLOYEE,DALLAS,TX,350.677-030,WAITER/WAITRESS,16.0,15,,,,
4219,C-10202-50589,2010-07-28,2010-07-21,PARTIAL CERTIFIED,H-2B,AZ,2010-10-01,2011-06-30,HST KIERLAND LLC DBA THE WESTIN KIERLAND RESORT &,6902 EAST GREENWAY PARKWAY,,SCOTTSDALE,AZ,85254,VERONICA STRICKLAND-BIRKENSTOCK,DALLAS,TX,318.687-010,KITCHEN HELPER,17.0,16,9.0,HR,9.0,HR
4220,C-10127-50070,2010-05-13,2010-05-07,CERTIFIED,H-2B,AZ,2010-06-12,2010-10-15,DESIERTO VERDE,910 N. ALMA SCHOOL ROAD,,SCOTTSDALE,AZ,85256,CHARLES JAN THURGOOD - CORPORATE & EMPLOYEE SERVIC,TEMPE,AZ,408.687-014,"LABORER, LANDSCAPE",8.0,8,8.24,HR,8.24,HR
4221,C-09271-46553,2009-10-05,2009-09-28,PARTIAL CERTIFIED,H-2B,AZ,2009-11-01,2010-06-30,"FS SCOTTSDALE EMPLOYMENT, INC. DBA FOUR SEASONS RE",10600 E. CRESCENT MOON DR.,,SCOTTSDALE,AZ,85262,TIMOTHY JAMES O'LEARY,WASHINGTON,DC,321.137-010,HOUSEKEEPER,12.0,11,7.8,HR,7.8,HR
4222,C-09317-47162,2009-12-09,2009-11-13,CERTIFIED,H-2B,AR,2009-10-01,2010-07-26,LA CABALLERIZA LLC/MICHELLE SALAZAR,29807 NORTH 144TH STREET,,SCOTTSDALE,AZ,85262,WENDY K HOBSON,PHOENIX,AR,410.674-010,ANIMAL CARETAKER,7.0,7,9.61,HR,9.61,HR
4223,C-10183-50415,2010-07-15,2010-07-02,CERTIFIED,H-2B,AZ,2010-09-27,2011-06-30,"FS SCOTTSDALE EMPLOYMENT, INC. DBA FOUR SEASONS RE",10600 E. CRESCENT MOON DRIVE,,SCOTTSDALE,AZ,85262,"TIMOTHY J. O'LEARY/TIMOTHY J. O'LEARY, ATTORNEY AT",WASHINGTON,DC,321.137-010,HOUSEKEEPER,12.0,12,7.8,HR,7.8,HR
4224,C-10201-50577,2010-07-22,2010-07-20,CERTIFIED,H-2B,AZ,2010-10-01,2011-05-31,DESERT MOUNTAIN LIMITED PARTNERSHIP,10550 E. DESERT HILL DR.,,SCOTTSDALE,AZ,85262,VIVIAN MARIE HAWKER - DHI LLC.,ORLANDO,FL,318.687-010,KITCHEN HELPER,40.0,40,7.45,HR,7.45,HR
4225,C-10215-50733,2010-08-18,2010-08-03,DENIED,H-2B,AZ,2010-09-15,2011-07-15,SHERATON PHOENIX AIRPORT HOTEL TEMPE,1600 S. 52ND ST.,,TEMPE,AZ,85281,SAYDE LEONEL DE CERVANTES,BUDA,TX,323.687-014,"CLEANER, HOUSEKEEPING",19.0,0,8.0,HR,8.0,HR
4226,C-10204-50620,2010-08-03,2010-07-23,CERTIFIED,H-2B,AZ,2010-10-01,2011-01-31,"BROOKLYN 770, LLC",1906 E VINEDO LANE,,TEMPE,AZ,85284,SVETLANA SCHREIBER/SVETLANA SCHREIBER & ASSOC. CO,CLEVELAND,OH,262.357-018,"SALESPERSON, COSMETICS AND TOILETRIES",18.0,18,8.04,HR,8.04,HR
4227,C-09281-46627,2009-10-15,2009-10-08,CERTIFIED,H-2B,AZ,2009-10-02,2010-07-19,EVENTS ARIZONA LLC,2040 S. ALMA SCHOOL ROAD SUITE 1-248,,CHANDLER,AZ,85286,"JOE ANGEL NICHOLS - LAW OFFICES OF JOE A. NICHOLS,",SANFORD,FL,349.664-010,AMUSEMENT PARK WORKER,47.0,47,341.6,WK,341.6,WK
4228,C-10020-48898,2010-01-26,2010-01-20,PARTIAL CERTIFIED,H-2B,AZ,2010-02-20,2010-11-30,"V & P NURSERIES, INC.",14702 E. WILLIAMS FIELD ROAD,,CHANDLER,AZ,85296,CHARLES J. THURGOOD,TEMPE,AZ,408.687-014,"LABORER, LANDSCAPE",45.0,36,8.24,HR,8.24,HR
4229,C-10158-50231,2010-06-09,2010-06-07,CERTIFIED,H-2B,AZ,2010-02-15,2010-12-15,DREAM RETREATS LANDSCAPE,2919 E. BONANZA,,GILBERT,AZ,85297,"JESUS RAUL LEON/FOREMEN, INC.",PHOENIX,AZ,408.687-014,"LABORER, LANDSCAPE",5.0,5,,,,
4230,C-09252-46412,2009-10-05,2009-09-09,DENIED,H-2B,AZ,2009-10-01,2010-07-31,"ARM HAULING, INC",5610 W. MARYLAND AVE.,,GLENDALE,AZ,85301,CHARLES JAN THURGOOD - CORPORATE & EMPLOYEE SERVIC,PHOENIX,AZ,869.664-014,CONSTRUCTION WORKER I,40.0,0,9.53,HR,9.53,HR
4231,C-10004-48463,2010-01-21,2010-01-04,PARTIAL CERTIFIED,H-2B,AZ,2010-01-10,2010-07-31,"ARM HAULING, INC",5610 W. MARYLAND AVE.,,GLENDALE,AZ,85301,CHARLES JAN THURGOOD,TEMPE,AZ,869.664-014,CONSTRUCTION WORKER I,35.0,18,8.34,HR,8.34,HR
4232,C-10118-50003,2010-06-03,2010-04-28,DENIED,H-2B,AZ,2010-05-25,2010-10-01,RICHARD K OWENS,5830 THUNDERBIRD RD B8 PMB 303,,GLENDALE,AZ,85306,HENRIKA LONYA HINRICHS RICKI HINRICHS INC,PHOENIX,AZ,410.674-022,STABLE ATTENDANT,7.0,0,7.66,HR,7.66,HR
4233,C-10196-50536,2010-08-03,2010-07-15,CERTIFIED,H-2B,AZ,2010-02-01,2010-11-30,CURIEL M REBAR,11613 W MONTE VISTA RD.,,AVONDALE,AZ,85323,JESUS RAUL LEON,PHOENIX,AZ,869.664-014,CONSTRUCTION WORKER I,10.0,10,13.66,HR,13.66,HR
4234,C-10172-50323,2010-07-12,2010-06-21,DENIED,H-2B,AZ,2010-09-01,2011-05-30,"RSH WASH, INC.",29650 N TATUM BLVD.,,CAVE CREEK,AZ,85331,JESUS RAUL LEON,PHOENIX,AZ,704.687-010,CLEANER,10.0,0,7.57,HR,7.57,HR
4235,C-10235-50894,2010-09-13,2010-08-23,CERTIFIED,H-2B,AZ,2010-09-01,2011-05-30,"RSH WASH, INC",29650 N TATUM BLVD,,CAVE CREEK,AZ,85331,"JESUS RAUL LEON / FOREMEN, INC.",PHOENIX,AZ,599.684-010,EQUIPMENT CLEANER,10.0,10,,,,
4236,C-09316-47116,2009-11-18,2009-11-12,CERTIFIED,H-2B,AZ,2010-02-01,2010-11-30,"RAY CAMMACK SHOWS, INC.",4950 W. SOUTHERN AVENUE,,LAVEEN,AZ,85339,JOE A. NICHOLS / LAW OFFICE OF JOE A. NICHOLS,SANFORD,FL,349.664-010,AMUSEMENT PARK WORKER,337.0,337,346.0,WK,346.0,WK
4237,C-10187-50430,2010-07-09,2010-07-06,CERTIFIED,H-2B,AZ,2010-06-20,2010-11-30,"RAY CAMMACK SHOWS, INC.",4950 W. SOUTHERN AVENUE,,LAVEEN,AZ,85339,JAMES K. JUDKINS,RIO HONDO,TX,349.664-010,AMUSEMENT PARK WORKER,165.0,165,346.0,WK,346.0,WK
4238,C-10082-49724,2010-04-28,2010-03-23,DENIED,H-2B,AZ,2010-05-05,2010-11-30,"TOTAL CARE TREE SPECIALISTS, LLC",244 S CASCADA CIRCLE,,LITCHFIELD PARK,AZ,85340,JESUS RAUL LEON,PHOENIX,AZ,408.687-014,"LABORER, LANDSCAPE",5.0,0,10.8,HR,10.8,HR
4239,C-10144-50168,2010-06-18,2010-05-24,DENIED,H-2B,AZ,2010-02-15,2010-12-15,"TOTAL CARE TREE SPECIALISTS, LLC",244 S. CASCADA CIRCLE,,LITCHFIELD PARK,AZ,85340,JESUS RAUL LEON,PHOENIX,AZ,408.687-014,"LABORER, LANDSCAPE",5.0,0,10.8,HR,10.8,HR
4240,C-10067-49587,2010-03-19,2010-03-08,DENIED,H-2B,AZ,2010-04-01,2010-12-31,"CONCRETE STRUCTURES, INC.",8079 W. OLIVE AVE,,PEORIA,AZ,85345,CHARLES JAN THURGOOD,TEMPE,AZ,869.664-014,CONSTRUCTION WORKER I,35.0,0,13.66,HR,13.66,HR
4241,C-10026-49021,2010-02-01,2010-01-26,CERTIFIED,H-2B,AZ,2010-04-01,2010-11-30,"MIDWAY WEST AMUSEMENTS, INC.",13618 N. 99TH AVENUE,SUITE 809,SUN CITY,AZ,85351,JOE ANGEL NICHOLS,SANFORD,FL,349.664-010,AMUSEMENT PARK WORKER,17.0,17,321.2,WK,321.2,WK
4242,C-09338-47494,2009-12-16,2009-12-04,PARTIAL CERTIFIED,H-2B,AZ,2010-02-01,2010-11-30,"CARESCAPE, INC.",13370 W. FOXFIRE DR. SUITE 101,,SURPRISE,AZ,85374,CHARLES JAN THURGOOD,TEMPE,AZ,408.687-014,"LABORER, LANDSCAPE",100.0,97,8.24,HR,8.24,HR
4243,C-09293-46746,2009-10-27,2009-10-20,CERTIFIED,H-2B,AZ,2010-01-15,2010-11-15,"SUN VALLEY RIDES, LLC",12523 NORTH 79TH DRIVE,,PEORIA,AZ,85381,JOE ANGEL NICHOLS,SANFORD,FL,349.664-010,AMUSEMENT PARK WORKER,17.0,17,321.2,WK,321.2,WK
4244,C-10097-49834,2010-05-06,2010-04-07,DENIED,H-2B,AZ,2010-03-05,2010-11-30,"MASTER AIRCRAFT SERVICES, INC",3475 N. SABIN BROWN RD.,,WICKENBURG,AZ,85390,"JESUS RAUL LEON/FOREMEN, INC.",PHOENIX,AZ,845.381-014,"PAINTER, TRANSPORTATION EQUIPMENT",5.0,0,15.21,HR,15.21,HR
4245,C-10224-50826,2010-09-03,2010-08-12,CERTIFIED,H-2B,AZ,2010-02-01,2010-11-30,"MASTER AIRCRAFT SERVICES, INC.",3475 N SABIN BROWN RD.,,WICKENBURG,AZ,85390,"JESUS RAUL LEON/FOREMEN, INC.",PHOENIX,AZ,845.381-014,"PAINTER, TRANSPORTATION EQUIPMENT",5.0,5,15.21,HR,15.21,HR
4246,C-10235-50892,2010-09-15,2010-08-23,DENIED,H-2B,AZ,2010-10-01,2011-07-30,TONY'S SERVICE STATION,282 N. GRAND AVE.,,NOGALES,AZ,85621,JESUS RAUL LEON,PHOENIX,AZ,750.681-010,TIRE REPAIRER,2.0,0,,,,
4247,C-09230-46228,2009-10-06,2009-08-18,DENIED,H-2B,AZ,2009-11-30,2010-11-30,LARRY RAY HART,4928 CALLE CUMBRE,,SIERRA VISTA,AZ,85635,,,,301.137-010,"HOUSEKEEPER, HOME",1.0,0,7.25,HR,7.25,HR
4248,C-09334-47429,2010-01-14,2009-11-30,DENIED,H-2B,AZ,2010-03-20,2011-03-20,LARRY RAY HART,4928 CALLE CUMBRE,,SIERRA VISTA,AZ,85635,,,,323.687-014,"CLEANER, HOUSEKEEPING",1.0,0,7.98,HR,7.98,HR
4249,C-10235-50889,2010-08-25,2010-08-23,CERTIFIED,H-2B,AZ,2010-11-30,2011-05-31,WESTWARD LOOK RESORT,245 EAST INA ROAD,,TUCSON,AZ,85704,JOHN GISMONDI,WESTBURY,NY,321.137-010,HOUSEKEEPER,15.0,15,7.38,HR,7.38,HR
4250,C-09292-46720,2009-11-27,2009-10-19,DENIED,H-2B,NM,2009-10-01,2010-07-15,"JOBAIRE GROUP, INC",7524 N. LA CHOLLA BLVD,,TUCSON,AZ,85741,"SAMANTHA R. MENDIS - INTERNATIONAL LAW GROUP, LLP",SOLANA BEACH,CA,621.261-010,AIRPLANE INSPECTOR,30.0,0,21.87,HR,21.87,HR
4251,C-10112-49947,2010-05-10,2010-04-22,PARTIAL CERTIFIED,H-2B,AL,2010-06-01,2011-03-31,"JOBAIRE GROUP, INC",7524 N. LA CHOLLA BLVD,,TUCSON,AZ,85741,TALEEN NAZ DEARCANGELIS,HOLLYWOOD,CA,807.261-010,AIRCRAFT BODY REPAIRER,65.0,63,16.5,HR,16.5,HR
4252,C-10239-50919,2010-09-13,2010-08-27,CERTIFIED,H-2B,AR,2010-10-01,2011-06-30,MARRIOTT INTERNATIONAL D/B/A JW MARRIOTT STARR PAS,3800 WEST STARR PASS BLVD.,,TUCSON,AZ,85745,JOHN MCNAMARA,AUSTIN,TX,323.687-014,"CLEANER, HOUSEKEEPING",26.0,26,7.75,HR,7.75,HR
4253,C-09341-47530,2010-01-20,2009-12-07,DENIED,H-2B,AZ,2009-10-01,2010-07-26,OCTAVIO SAAVEDRA,31 WEST LOS REALES ROAD #255,,TUCSON,AZ,85766,WENDY KAY HOBSON,PHOENIX,AR,410.674-010,ANIMAL CARETAKER,6.0,0,9.61,HR,9.61,HR
4254,C-10019-48848,2010-02-04,2010-01-15,PARTIAL CERTIFIED,H-2B,AZ,2010-04-01,2010-11-30,"PINE CANYON GOLF, LLC",3000 SOUTH CLUBHOUSE CIRCLE,,FLAGSTAFF,AZ,86001,CHARLES JAN THURGOOD,TEMPE,AZ,408.687-014,"LABORER, LANDSCAPE",35.0,31,8.39,HR,8.39,HR
4255,C-10022-48973,2010-02-10,2010-01-22,CERTIFIED,H-2B,AZ,2010-03-01,2010-12-20,"HOLIDAY INN EXPRESS, GRAND CANYON D/B/A GRAND CANY",906 W. UNIVERSITY STE 140,,FLAGSTAFF,AZ,86001,JOHN MCNAMARA / THE MCNAMARA FIRM L.P.,AUSTIN,TX,321.137-010,HOUSEKEEPER,12.0,12,7.46,HR,7.5,HR
4256,C-09363-48297,2010-01-05,2009-12-29,CERTIFIED,H-2B,AZ,2010-04-01,2010-10-15,ARAMARK HARRISON LODGING - LAKE POWELL RESORTS & M,100 STATELINE DRIVE,,PAGE,AZ,86040,KEVIN OPP,ABERDEEN,SD,311.677-018,DINING ROOM ATTENDANT,75.0,75,7.7,HR,7.7,HR
4257,C-09363-48281,2010-01-05,2009-12-29,CERTIFIED,H-2B,UT,2010-04-01,2010-10-15,ARAMARK HARRISON LODGING - LAKE POWELL RESORTS & M,100 STATELINE DRIVE,,PAGE,AZ,86040,"KEVIN OPP, EMPLOYMENT USA, LLC",ABERDEEN,SD,321.137-010,HOUSEKEEPER,75.0,75,7.25,HR,7.25,HR
4258,C-09317-47165,2009-12-09,2009-11-13,CERTIFIED,H-2B,AZ,2009-10-01,2010-07-26,NELSON PIERCE/PIERCE FARMS DBA LAS VEGAS RANCH,14000 NORTH 7V RANCH ROAD,,PRESCOTT,AZ,86305,WENDY HOBSON,PHOENIX,AZ,410.674-010,ANIMAL CARETAKER,2.0,2,9.61,HR,9.61,HR
4259,C-09331-47397,2009-12-10,2009-11-27,PARTIAL CERTIFIED,H-2B,NM,2009-02-15,2009-12-15,"HEADS UP LANDSCAPE CONTRACTORS, INC.",PO BOX 10597,"7525 2ND ST NW, ALBUQUERQUE NM   87107",ALBUQUERQUE,NM,87184,,,,408.687-014,"LABORER, LANDSCAPE",27.0,26,9.92,HR,9.92,HR
4260,C-09293-46735,2009-11-30,2009-10-20,DENIED,H-2B,NM,2009-10-01,2010-07-01,OLYMPIC KITCHEN,3200 W HWY 66,,GALLUP,NM,87301,,,,529.137-054,"SUPERVISOR, READY MIXED FOOD PREPARATION",4.0,0,8.2,HR,8.2,HR
4261,C-10068-49594,2010-03-19,2010-03-09,DENIED,H-2B,NM,2010-05-07,2010-11-21,GOOSE DOWNS INC. DBA GOOSE DOWN FARM,64 GOOSE DOWN ROAD,,GALISTEO,NM,87540,JASON EDWARD ANKENY,BELLINGHAM,WA,159.224-010,ANIMAL TRAINER,1.0,0,12.0,HR,12.0,HR
4262,C-10105-49895,2010-05-21,2010-04-15,DENIED,H-2B,NM,2010-06-14,2010-11-21,GOOSE DOWNS INC. DBA GOOSE DOWNS FARM,64 GOOSE DOWN ROAD,,GALISTEO,NM,87540,JASON EDWARD ANKENY,BLAINE,WA,410.674-010,ANIMAL CARETAKER,1.0,0,12.0,HR,12.0,HR
4263,C-10183-50416,2010-07-15,2010-07-01,CERTIFIED,H-2B,NM,2010-10-01,2011-07-31,SAL GONZALEZ RACING STABLES,1525 W. O'HARA RD,,ANTHONY,NM,88021,RITA ROMERO,BAY CITY,TX,410.674-022,STABLE ATTENDANT,27.0,27,8.43,HR,8.43,HR
4264,C-10117-49989,2010-06-02,2010-04-27,DENIED,H-2B,NM,2010-05-22,2010-10-01,WOLOCHUK INC,FONTERA TRAINING CENTER,1040 FONTERA ROAD,SUNLAND PARK,NM,88063,HENRIKA L. HINRICHS,PHOENIX,AZ,410.674-010,ANIMAL CARETAKER,5.0,0,7.5,HR,7.5,HR
4265,C-10144-50171,2010-06-08,2010-05-24,CERTIFIED,H-2B,NM,2010-02-15,2010-12-15,JAUREGUI TRUCKING,3316 S. PRINCE,,CLOVIS,NM,88101,JESUS RAUL LEON,PHOENIX,AZ,904.383-010,TRACTOR TRAILER TRUCK DRIVER,2.0,2,,,,
4266,C-10160-50250,2010-06-22,2010-06-09,CERTIFIED,H-2B,NM,2010-02-01,2010-11-30,ROMERO TRUCKING,905 N EDWARD,,CLOVIS,NM,88101,"JESUS RAUL LEON/FOREMEN, INC.",PHOENIX,AZ,904.383-010,TRACTOR TRAILER TRUCK DRIVER,2.0,2,10.29,HR,10.29,HR
4267,C-10152-50214,2010-06-24,2010-05-26,DENIED,H-2B,NM,2010-09-10,2012-09-10,"HEARTLAND CARE, INC. DBA HEARTLAND CONTINUING CARE",1604 W. 18TH STREET,,PORTALES,NM,88130,,,,075.374-010,"NURSE, GENERAL DUTY",1.0,0,,,,
4268,C-10146-50185,2010-06-24,2010-05-26,DENIED,H-2B,NM,2010-09-15,2012-09-15,"HEARTLAND CARE, INC. DBA HEARTLAND CONTINUING CARE",1604 W. 18TH STREET,1700 S. AVE O,PORTALES,NM,88130,,,,355.674-014,NURSE ASSISTANT,4.0,0,,,,
4269,C-09351-47668,2009-12-18,2009-12-11,CERTIFIED,H-2B,NV,2010-02-01,2010-11-10,"HARRAH'S LAUGHLIN, INC.",2900 S. CASINO DRIVE,,LAUGHLIN,NV,89029,SUSAN RENEE LITTLETON,AUSTIN,TX,323.687-014,"CLEANER, HOUSEKEEPING",42.0,42,,,,
4270,C-09341-47538,2009-12-09,2009-12-07,CERTIFIED,H-2B,TX,2010-03-01,2010-11-28,"TAS,  INC DBA TODD ARMSTRONG SHOWS, INC.",5348 VEGAS DR,#269,LAS VEGAS,NV,89108,"JOE A. NICHOLS - THE LAW OFFICE OF JOE A. NICHOLS,",SANFORD,FL,349.664-010,AMUSEMENT PARK WORKER,20.0,20,290.0,WK,290.0,WK
4271,C-10033-49165,2010-03-15,2010-02-02,DENIED,H-2B,NV,2010-01-30,2010-09-15,SHARON FAWN,1805 IRON RIDGE DR.,,LAS VEGAS,NV,89117,RICHARD FOLMER,LAS VEGAS,NV,309.354-010,HOMEMAKER,1.0,0,11.04,HR,11.04,HR
4272,C-09244-46383,2009-10-19,2009-09-01,DENIED,H-2B,NV,2009-10-01,2010-09-30,RUSSELL ROSENBLUM & ANNE MAZZOLA,11522 MORNING GROVE DRIVE,,LAS VEGAS,NV,89135,"DOMINIQUE GELLER, LLC/DOMINIQUE A. GELLER",RIVIERA BEACH,FL,301.677-010,CHILD MONITOR,1.0,0,8.98,HR,8.98,HR
4273,C-09279-46603,2010-01-20,2009-10-06,PARTIAL CERTIFIED,H-2B,NV,2009-10-01,2010-07-15,JOSE'S CONCESSIONS,10620 SOUTHERN HIGHLANDS PARKWAY,SUITE 110,LAS VEGAS,NV,89141,JOE ANGEL NICHOLS,SANFORD,FL,349.664-010,AMUSEMENT PARK WORKER,85.0,70,351.0,WK,351.0,WK
4274,C-10189-50471,2010-07-30,2010-07-08,DENIED,H-2B,NV,2010-07-31,2011-05-31,WIDE WORLD ENTERTAINMENT,"1643 RAINDANCE WAY, LAS VEGAS NEVADA",,LAS VEGAS,NV,89169,"ARTHUR C THOMAS / THOMAS GREER ASSOCIATES, INC.",RENO,NV,151.047-010,DANCER,60.0,0,10.82,HR,15.0,HR
4275,C-10119-50007,2010-05-12,2010-04-29,DENIED,H-2B,NV,2010-05-01,2010-09-30,SOARINGNV LLC,1140B AIRPORT RD.,,MINDEN,NV,89423,,,,153.227-014,"INSTRUCTOR, PHYSICAL",3.0,0,,,,
4276,C-10116-49974,2010-05-26,2010-04-26,DENIED,H-2B,NV,2010-05-01,2010-09-30,SOARING NV LLC,1140B AIRPORT RD,,MINDEN,NV,89423,,,,,,3.0,0,,,,
4277,C-09278-46594,2009-10-09,2009-10-05,CERTIFIED,H-2B,NV,2009-12-01,2010-10-01,"HARVEYS TAHOE MANAGEMENT COMPANY, INC. D/B/A HARRA",18 HWY 50,,STATELINE,NV,89449,RITA PROVATAS,NEW LONDON,CT,321.137-010,HOUSEKEEPER,50.0,50,8.38,HR,8.38,HR
4278,C-09350-47608,2009-12-21,2009-12-15,CERTIFIED,H-2B,NV,2010-02-13,2010-11-30,OLCESE CONSTRUCTION CO,PO BOX 5682,"920 INCLINE WAY, SUITE B",INCLINE VILLAGE,NV,89450,RITA ROMERO,BAY CITY,TX,869.687-026,CONSTRUCTION WORKER II,10.0,10,13.93,HR,13.93,HR
4279,C-10006-48550,2010-01-11,2010-01-05,CERTIFIED,H-2B,NV,2010-04-01,2010-10-31,CHASE PAINTING,PO BOX 3967,"7600 N LAKE BLVD #27, TAHOE VISTA, CA. 96148",INCLINE VILLAGE,NV,89450,,,,184.167-234,SUPERVISOR OF WAY,1.0,1,37.0,HR,37.0,HR
4280,C-09300-46831,2009-10-27,2009-08-14,CERTIFIED,H-2B,NV,2009-11-01,2010-05-01,INCLINE VILLAGE GENERAL IMPROVEMENT DISTRICT DBA D,893 SOUTHWOOD BLVD.,,INCLINE VILLAGE,NV,89451,,,,379.664-010,SKI PATROLLER,1.0,1,21.74,HR,21.74,HR
4281,C-10019-48835,2010-01-22,2010-01-15,CERTIFIED,H-2B,NV,2010-04-01,2010-12-15,ALL AMERICAN ASPHALT AND SEALING,162 HUBBARD WAY,SUITE F,RENO,NV,89502,"INTERNATIONAL LABOR MANAGEMENT CORP, SARAH E. FARR",VASS,NC,869.664-014,CONSTRUCTION WORKER I,20.0,20,,,,
4282,C-10250-50991,2010-09-29,2010-09-07,DENIED,H-2B,NV,2010-10-01,2011-08-01,"SIAMESE HUT, INC DBA THAI SIAMESE HUT RESTAURANT",P.O. BOX 10308,,RENO,NV,89510,,,,313.361-014,COOK,2.0,0,320.0,WK,320.0,WK
4283,C-10179-50392,2010-07-08,2010-06-28,CERTIFIED,H-2B,CO,2010-10-01,2011-03-31,SEASONAL LABOR SOLUTIONS LTD.,490 ALDER CREEK CT.,,RENO,NV,89511,,,,969.685-010,SNOWMAKER,18.0,18,16.54,HR,16.54,HR
4284,C-10176-50383,2010-07-08,2010-06-25,CERTIFIED,H-2B,NV,2010-10-01,2011-03-31,SEASONAL LABOR SOLUTIONS LTD.,490 ALDER CREEK CT.,,RENO,NV,89511,,,,969.685-010,SNOWMAKER,15.0,15,13.23,HR,13.23,HR
4285,C-10049-49395,2010-03-26,2010-02-18,DENIED,H-2B,CA,2010-02-01,2012-01-31,OHS CLOTHING CORP,1234 S. SAN PEDRO ST.,,LOS ANGELES,CA,90015,JASON HWANG,LOS ANGELES,CA,686.585-010,CUTTING MACHINE OPERATOR,1.0,0,20.0,BI,20.0,BI
4286,C-10174-50346,2010-07-13,2010-06-23,CERTIFIED,H-2B,CA,2010-09-01,2011-08-31,"V INVESTMENT, INC.",3465 W. 6TH ST. SUITE 300,,LOS ANGELES,CA,90020,RICHARD SUNGHWAN KIM,LOS ANGELES,CA,187.167-106,"MANAGER, FOOD SERVICE",2.0,2,8.37,HR,8.37,HR
4287,C-09271-46548,2009-10-14,2009-09-28,PARTIAL CERTIFIED,H-2B,CA,2009-10-01,2010-01-31,"LA PACIFICA, INC",9701 W PICO BLVD. SUITE 100,,LOS ANGELES,CA,90035,,,,262.357-018,"SALESPERSON, COSMETICS AND TOILETRIES",36.0,35,10.19,HR,10.19,HR
