,CASE_NUMBER,RECENT_DECISION_DATE,NPC_SUBMITTED_DATE,CASE_STATUS,VISA_CLASS,ALIEN_WORK_STATE,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,LAWFIRM_NAME,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,SOC_CODE,SOC_NAME,JOB_TITLE,NBR_WORKERS_CERTIFIED,PREVIALING_WAGE,PW_UNIT_OF_PAY,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY
3819,H-400-14052-921269,2014-03-10,2014-02-24,Certification Expired,H-2B,MA,2014-04-24,2014-09-24,"HOLDGATES ISLAND LAUNDRY, INC.",P.O. BOX 869,4 VESPER LANE,NANTUCKET,MA,02554,PEAK SEASON WORKFORCE,JOSEPH BISHOP,MASHPEE,MA,51-6011,Laundry and Dry-Cleaning Workers,LAUNDRY WORKERS,3,13.41,Hour,13.41,Hour
3820,H-400-14055-908260,2014-03-10,2014-02-24,Certification,H-2B,ME,2014-05-15,2014-10-15,"JACKIE'S TOO, INC.",91 PERKINS COVE,PO BOX 2173,OGUNQUIT,ME,03907,,,,,35-3031,Waiters and Waitresses,WAITER/WAITRESS,8,9.62,Hour,9.62,Hour
3821,H-400-14055-872847,2014-03-10,2014-02-24,Partial Certification,H-2B,TX,2014-04-01,2014-11-30,"ValleyCrest Landscape Development, Inc.",12919 Dessau Road,,Austin,TX,78754,Jackson Lewis P.C.,Kevin Lashus,Austin,TX,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,23,9.25,Hour,9.25,Hour
3822,H-400-14057-682854,2014-03-12,2014-02-26,Certification,H-2B,NY,2014-04-15,2014-10-31,THE APAWAMIS CLUB,2 Club Road,,Rye,NY,10580,"PETRINA GROUP INTERNATIONAL, INC.",PETER PETRINA,ITHACA,NY,35-3031,Waiters and Waitresses,WAITER/WAITRESS,9,11.76,Hour,11.76,Hour
3823,H-400-14057-225608,2014-03-12,2014-02-26,Certification,H-2B,CT,2014-05-01,2014-10-31,"FAIRVIEW COUNTRY CLUB, Inc.",1241 King Street,,Greenwich,CT,06831,"PETRINA GROUP INTERNATIONAL, INC.",PETER PETRINA,ITHACA,NY,35-3031,Waiters and Waitresses,WAITER/WAITRESS,14,10.58,Hour,10.58,Hour
3824,H-400-14057-243326,2014-03-12,2014-02-26,Certification,H-2B,IL,2014-05-01,2014-10-31,GREEN ACRES COUNTRY CLUB,916 Dundee Road,,Northbrook,IL,60062,"PETRINA GROUP INTERNATIONAL, INC.",PETER PETRINA,ITHACA,NY,35-3031,Waiters and Waitresses,WAITER/WAITRESS,11,10.72,Hour,10.72,Hour
3825,H-400-14052-137910,2014-03-07,2014-02-21,Certification,H-2B,OH,2014-04-01,2014-11-26,Aaron Landscaping,3001 Towpath Rd.,mailing: 100 Lavender Lane  Broadview Heights OH 44147,Broadview Heights,OH,44147,"másLabor H-2B, LLC",Elizabeth Whitley,Lovingston,VA,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,6,9.75,Hour,9.75,Hour
3826,H-400-14055-157987,2014-03-10,2014-02-24,Certification,H-2B,NJ,2014-04-01,2014-11-15,Cramark Inc.,207 N. Bay Ave.,,Beach Haven,NJ,08008,"másLabor H-2B, LLC",Elizabeth Whitley,Lovingston,VA,35-2021,Food Preparation Workers,Food Preparation Workers,15,10.18,Hour,10.18,Hour
3827,H-400-14056-996273,2014-03-11,2014-02-25,Certification,H-2B,IN,2014-03-11,2014-12-31,"LIZCANO, LLC.",1730 W. BROADWAY ST.,,PRINCETON,IN,47670,"DATA PROCESSING SPECIALISTS, INC.",NORMA LINDA PEREZ,BROWNSVILLE,TX,35-2021,Food Preparation Workers,FOOD PREPARATION WORKER,5,8.91,Hour,8.91,Hour
3828,H-400-14057-382028,2014-03-21,2014-02-26,Partial Certification,H-2B,UT,2014-04-01,2014-11-15,"ValleyCrest Landscape Development, Inc.",7706 S. Locust Street,,Midvale,UT,84047,Jackson Lewis P.C.,Kevin Lashus,Austin,TX,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,16,9.16,Hour,9.16,Hour
3829,H-400-14058-169420,2014-04-11,2014-03-12,Denied,H-2B,VT,2014-04-15,2014-10-15,ELODIAS Inc.,14 Hull Street,,Randolph,VT,05060,"PETRINA GROUP INTERNATIONAL, INC.",PETER PETRINA,ITHACA,NY,53-7062,"Laborers and Freight, Stock, and Material Movers,",RECREATION ATTENDANT,0,12.98,Hour,12.98,Hour
3830,H-400-14059-311230,2014-03-25,2014-03-05,Certification,H-2B,MN,2014-04-15,2014-11-15,Northway Irrigation Inc.,4010 Bunker Lake Blvd,,Ham Lake,MN,55304,IMMIGRATION LAW OFFICE OF JEREMY LIME,JEREMY LIME,NAPERVILLE,IL,45-2091,Agricultural Equipment Operators,Irrigation Worker,6,15.65,Hour,15.65,Hour
3831,H-400-14060-312472,2014-03-21,2014-03-07,Certification,H-2B,CO,2014-06-01,2014-11-30,"Destination Hotels, Inc.",1300 Westhaven Drive,,Vail,CO,81657,NOVAK LAW OFFICE,AMY NOVAK,VAIL,CO,35-2014,"Cooks, Restaurant",Cooks,5,14.14,Hour,14.14,Hour
3832,H-400-14062-057889,2014-03-20,2014-03-03,Partial Certification,H-2B,WA,2014-03-20,2014-11-15,Jose's Reforestation,634 S. Market Blvd.,,Chehalis,WA,98532,International Labor Management Corp,Daniel Farrell,Vass,NC,45-4011,Forest and Conservation Workers,Forest & Conservation Workers,33,14.1,Hour,14.1,Hour
3833,H-400-14062-761534,2014-04-14,2014-03-14,Certification,H-2B,AZ,2014-05-11,2015-05-10,Deirdre Stewart,22035 West El Grande Trail,,Wickenburg,AZ,85390,DAVIS MILES MCGUIRE GARDNER PLLC,ELIZABETH CHATHAM,TEMPE,AZ,39-9011,Childcare Workers,Live-In Nanny,1,10.35,Hour,10.35,Hour
3834,H-400-14065-096785,2014-03-13,2014-03-06,Withdrawn,H-2B,TN,2014-04-01,2014-11-30,Salazar Contracting LLC,165 Dry Creek Rd,,Tellico Plains,TN,37385,Labor Consultants,Nicole Ward,Coeur d'Alene,ID,47-4051,Highway Maintenance Workers,Hwy Maintenance Worker,0,10.07,Hour,10.07,Hour
3835,H-400-14068-198897,2014-03-24,2014-03-10,Certification,H-2B,OH,2014-05-04,2014-10-15,"BATES AMUSEMENT, INC",1292 BANTAM RIDGE ROAD,,WINTERSVILLE,OH,43953-0000,"JKJ WORKFORCE AGENCY, INC",JAMES JUDKINS,RIO HONDO,TX,39-3091,Amusement and Recreation Attendants,Amusement and Recreation Attendants - Traveling Ca,20,344.4,Week,344.4,Week
3836,H-400-14071-752004,2014-03-26,2014-03-12,Partial Certification,H-2B,MS,2014-04-01,2014-12-31,"Golden Gulf Coast Packing Co., Inc.",260 Maple St.,,Biloxi,MS,39530,BENOUIS LAW OFFICE,KEMAL BENOUIS,MANCHACA,TX,51-9198,Helpers--Production Workers,"Helpers, Production Workers",40,7.68,Hour,7.68,Hour
3837,H-400-14045-698578,2014-03-10,2014-02-14,Certification,H-2B,SD,2014-04-01,2014-11-30,"FLAT RATE, INC.",14515 485TH AVENUE,,BIG STONE CITY,SD,57216,"EMPLOYMENT USA, LLC",KEVIN OPP,ABERDEEN,SD,53-3032,Heavy and Tractor-Trailer Truck Drivers,CONCRETE PUMP TRUCK OPERATOR,1,17.36,Hour,17.36,Hour
3838,H-400-14050-999516,2014-03-17,2014-02-19,Denied,H-2B,FL,2014-04-01,2015-03-31,G-VINE CORP,"4300 S. US HWY 1, STE 203-174",,JUPITER,FL,33477,,,,,51-9121,"Coating, Painting, and Spraying Machine Setters,",Electrostatic Painter,0,15.0,Hour,15.0,Hour
3839,H-400-14050-995360,2014-03-05,2014-02-19,Certification,H-2B,MN,2014-04-28,2014-11-07,"Landscape Renovations, Inc.",12515 40th Street S,,Afton,MN,55001,"másLabor H-2B, LLC",Elizabeth Whitley,Lovingston,VA,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,5,10.53,Hour,10.53,Hour
3840,H-400-14050-606047,2014-04-09,2014-03-24,Certification,H-2B,MI,2014-04-09,2014-12-01,Shecter Landscaping Inc.,2224 Beechmont,,Keego Harbor,MI,48320,PETRELLA BROWN PLC,MARISA PETRELLA,SOUTHFIELD,MI,37-3011,Landscaping and Groundskeeping Workers,Landscaper/Gardener,10,13.35,Hour,13.35,Hour
3841,H-400-14042-272789,2014-02-28,2014-02-11,Certification,H-2B,TX,2014-03-01,2014-12-01,Alvaro J or Joann Palacios,2408 Runnels ST,,Big Spring,TX,79720,"ALS, INC",RAMON CERVANTES,LEXINGTON,KY,47-3016,Helpers--Roofers,Roofer-Helper,4,11.89,Hour,11.89,Hour
3842,H-400-14044-672452,2014-03-06,2014-02-20,Certification,H-2B,MA,2014-05-07,2014-10-31,STRAIGHT WHARF RESTAURANT,PO BOX 1520,6 HARBOR SQUARE,NANTUCKET,MA,02554,"ANTIOCH ASSOCIATES USA II, INC.",MARK CARCHIDI,YARMOUTH PORT,MA,35-2021,Food Preparation Workers,FOOD PREPARATION WORKERS,9,11.79,Hour,11.79,Hour
3843,H-400-14043-779043,2014-03-14,2014-02-12,Denied,H-2B,MA,2014-04-01,2014-10-31,"Inn Business, Inc.",P O Box 239,128 Main St.,Edgartown,MA,02539,LAW OFFICE MARY SULLIVAN,MARY SULLIVAN,TISBURY,MA,37-2012,Maids and Housekeeping Cleaners,Housekeeper,0,13.0,Hour,13.0,Hour
3844,H-400-14050-166609,2014-03-11,2014-02-19,Certification,H-2B,VT,2014-05-01,2014-10-31,"Beach Properties, Inc.",4800 Basin Harbor Road,,Vergennes,VT,05491,,,,,35-9021,Dishwashers,Dishwasher,15,9.44,Hour,9.44,Hour
3845,H-400-14041-767780,2014-02-24,2014-02-10,Certification,H-2B,ND,2014-04-15,2014-11-15,S&S Landscaping Company Inc.,2777 Fiechtner Drive,,Fargo,ND,58103,Labor Consultants International,Nicole Ward,Coeur d'Alene,ID,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborers,20,9.42,Hour,9.42,Hour
3846,H-400-14041-237128,2014-02-24,2014-02-10,Certification,H-2B,MA,2014-04-01,2014-12-15,Cowboy's Meat & Delicatessen llc,7 Bayberry Court,P.O. Box 337,NANTUCKET,MA,02554,mmg associate nantucket,MAYDENE THOMPSON,NANTUCKET,MA,43-5081,Stock Clerks and Order Fillers,STOCK CLERK,8,12.34,Hour,12.34,Hour
3847,H-400-14044-193047,2014-02-27,2014-02-13,Certification Expired,H-2B,SD,2014-04-20,2014-10-01,BAKER'S BAKERY & CAFE INC.,541 MT. RUSHMORE ROAD,,CUSTER,SD,57730,PRACTICAL EMPLOYEE SOLUTIONS,VERONICA STRICKLAND-BIRKENSTOCK,DALLAS,TX,35-2015,"Cooks, Short Order",Cook,2,10.27,Hour,10.27,Hour
3848,H-400-14062-997749,2014-03-17,2014-03-03,Partial Certification,H-2B,VA,2014-03-17,2014-11-30,"Nansemond Lawn & Garden, Inc.",3053 Nansemond Parkway,,Suffolk,VA,23434,WORKFORCE ADVANTAGE,FERNANDO SAENZ,MECHANICSVILLE,VA,37-3011,Landscaping and Groundskeeping Workers,LANDSCAPE LABORER,17,8.86,Hour,8.86,Hour
3849,H-400-14051-394221,2014-03-10,2014-02-24,Certification,H-2B,AK,2014-06-01,2014-11-15,TRIDENT SEAFOODS CORPORATION,5303 SHILSHOLE AVENUE NW,,SEATTLE,WA,98107-4000,LAW OFFICES OF JACQUELINE A. WOOD,JACQUELINE WOOD,BAINBRIDGE ISLAND,WA,51-9032,"Cutting and Slicing Machine Setters, Operators,",Baader Technician,5,22.25,Hour,22.25,Hour
3850,H-400-14051-811582,2014-03-14,2014-02-28,Certification,H-2B,OK,2014-03-14,2014-10-31,"TLC Florist & Greenhouses, Inc.",105 West Memorial Road,,Oklahoma City,OK,73114,PHILLIPS MURRAH P.C.,JASMNE MAJID,OKLAHOMA CITY,OK,37-3011,Landscaping and Groundskeeping Workers,Landscaping & Groundskeeping Workers,10,11.28,Hour,11.28,Hour
3851,H-400-14055-839529,2014-04-10,2014-03-27,Certification,H-2B,ME,2014-05-14,2014-10-29,"MIGIS HOTEL GROUP, LLC.",400 COMMERCIAL STREET,SUITE 304,PORTLAND,ME,04101,PEAK SEASON WORKFORCE,JOSEPH BISHOP,MASHPEE,MA,37-2012,Maids and Housekeeping Cleaners,HOUSEKEEPERS,7,10.19,Hour,10.19,Hour
3852,H-400-14045-500091,2014-02-28,2014-02-14,Certification,H-2B,LA,2014-03-01,2014-11-30,Randol Inc.,2320 Kaliste Saloom Road,,Lafayette,LA,70508,"COUCH APPLICATION SERVICE ASSISTANCE, LLC.",KELLY COUCH,NEW ROADS,LA,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",Seafood processors for crab and crawfish,25,7.35,Hour,7.35,Hour
3853,H-400-14059-112633,2014-05-19,2014-04-27,Withdrawn,H-2B,AK,2014-06-01,2014-11-01,INTERNATIONAL TROUT FISHING SPECIALIST,PO BOX 570,,COOPER LANDING,AK,99572,,,,,11-3011,Administrative Services Managers,Customer Service Officer,0,44.1,Hour,44.1,Hour
3854,H-400-14057-116436,2014-03-26,2014-02-27,Certification,H-2B,CO,2014-04-01,2015-01-31,"TCC Contractors, Inc.",775 Chambers Avenue,,Eagle,CO,81631,"HESS & SCHUBERT, LLP",FRED HARTMAN,GLENWOOD SPRINGS,CO,47-3016,Helpers--Roofers,Roofing Laborer,25,10.33,Hour,10.33,Hour
3855,H-400-14058-336358,2014-03-17,2014-02-28,Certification,H-2B,OH,2014-04-15,2014-11-30,"Juan C. Alvarez, LLC.",9439 Mentor Ave.,,Mentor,OH,44060,SINTSIRMAS & MUELLER CO. L.P.A.,CAROLINE MUELLER,TWINSBURG,OH,35-2014,"Cooks, Restaurant",Cook,4,10.5,Hour,10.5,Hour
3856,H-400-14062-254778,2014-03-25,2014-03-03,Partial Certification,H-2B,OH,2014-04-01,2014-12-20,John A. Gomersal,6161 Willow Lake Drive,,Hudson,OH,44236,"AGWORKS H2, LLC",PATRICIA HALL,LAKE PARK,GA,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborers,4,9.62,Hour,9.62,Hour
3857,H-400-14080-470666,2014-04-25,2014-03-26,Denied,H-2B,VA,2014-05-01,2014-10-15,"Premier Enterprises, Inc",6184 Old Franconia Road,,Alexandria,VA,22310,THE LAW OFFICE OF R. HUNTER BRADLEY,R BRADLEY,CHAPEL HILL,NC,33-9092,"Lifeguards, Ski Patrol, and Other Recreational",Pool Lifeguard,0,9.9,Hour,9.9,Hour
3858,H-400-14080-620997,2014-04-11,2014-03-26,Certification,H-2B,VA,2014-05-01,2014-10-15,"Premier Enterprises, Inc",6184 Old Franconia Road,,Alexandria,VA,22310,THE LAW OFFICE OF R. HUNTER BRADLEY,R BRADLEY,CHAPEL HILL,NC,33-9092,"Lifeguards, Ski Patrol, and Other Recreational",Senior lifeguard,20,9.9,Hour,9.9,Hour
3859,H-400-14063-556890,2014-03-18,2014-03-04,Partial Certification,H-2B,OK,2014-03-18,2014-12-19,"Complete Landsculpture of Texas, L.P.",2000 Sandy Lane,"525 Westland Dr., Edmond, OK 73013",Dallas,TX,75220,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,JONI SNOW,BAY CITY,TX,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,9,10.7,Hour,10.7,Hour
3860,H-400-14050-417285,2014-04-21,2014-03-24,Certification Expired,H-2B,IL,2014-05-01,2014-09-30,"MF HELICOPTERS, LLC",2085 HIGHWAY L,"A ROW, HANGAR 17",EAST TROY,WI,53120,"JONES FLETCHER, P.A.",KEVIN JONES,ORLANDO,FL,53-2012,Commercial Pilots,AGRICULTURAL-AIRCRAFT PILOT,1,23.73,Hour,23.73,Hour
3861,H-400-13299-399923,2014-04-18,2014-04-04,Certification,H-2B,OK,2014-05-01,2014-12-01,ELLSWORTH CONSTRUCTION COMPANY,5141 SOUTH 24TH WEST AVENUE,,TULSA,OK,74107,KATHY HAWS & ASSOCIATES,KATHRYN HAWS,MONKEY ISLAND,OK,37-3011,Landscaping and Groundskeeping Workers,LANDSCAPE LABORER,2,10.73,Hour,10.73,Hour
3862,H-400-14069-151492,2014-03-25,2014-03-10,Certification,H-2B,OH,2014-03-25,2014-12-31,"LA CASCADA, LLC.",30683 RED ROCK ST.,,LOGAN,OH,43138,"DATA PROCESSING SPECIALISTS, INC.",NORMA LINDA PEREZ,BROWNSVILLE,TX,35-3021,"Combined Food Preparation and Serving Workers,",FOOD SERVICE WORKER,4,8.97,Hour,8.97,Hour
3863,H-400-14069-969453,2014-07-02,2014-06-03,Denied,H-2B,VA,2014-07-15,2015-04-15,American Value Services Inc.,586 Tuliptree Square NE,,Leesburg,VA,20176,Liberty Immigration,CATHY KNECHT,CLEVELAND,ND,37-2011,"Janitors and Cleaners, Except Maids and",Office Cleaner,0,12.07,Hour,12.07,Hour
3864,H-400-14070-289100,2014-03-27,2014-03-13,Certification,H-2B,MI,2014-04-30,2014-12-31,M&M Carpenters Inc,235 Alberta,,Auburn Hills,MI,48236,"ANTONE, CASAGRANDE & ADWERS, P.C.",Jeffrey Pitt,FARMINGTON HILLS,MI,47-2031,Carpenters,Rough Carpenter,10,26.55,Hour,26.55,Hour
3865,H-400-14073-585836,2014-03-28,2014-03-14,Certification,H-2B,TX,2014-04-01,2015-01-31,MRL Fencing and Construction,3301 HWY 83,,Winters,TX,79567,LOZANO LAW FIRM,JEFFREY THOMAS,SAN ANTONIO,TX,47-4031,Fence Erectors,Fencing and Construction Laborers,7,10.69,Hour,10.69,Hour
3866,H-400-14064-692035,2014-04-04,2014-03-06,Denied,H-2B,AZ,2014-04-01,2014-10-10,Strong Arm Pool Services,5 South 64th Ave,,Phoenix,AZ,85043,CORPORATE & EMPLOYEE SERVICES,CHARLES THURGOOD,PHOENIX,AZ,47-2061,Construction Laborers,Construction Laborer 1,0,14.12,Hour,14.12,Hour
3867,H-400-14065-884379,2014-03-20,2014-03-06,Certification,H-2B,TX,2014-04-01,2014-11-30,Rodriguez Lawn Service,11 Ruth Rd.,,Beaumont,TX,77707,F.E.W.A.,RITA ROMERO,BAY CITY,TX,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,10,8.23,Hour,8.23,Hour
3868,H-400-14049-279480,2014-03-11,2014-02-18,Certification,H-2B,RI,2014-05-01,2014-10-31,"SHOREHAM, INC",42 WATER STREET,BOX 1818,BLOCK ISLAND,RI,02807,,,,,35-9011,Dining Room and Cafeteria Attendants and Bartender,Dining Room Attendants,40,8.98,Hour,8.98,Hour
3869,H-400-14049-313854,2014-03-12,2014-02-18,Certification,H-2B,RI,2014-05-01,2014-10-31,"SHOREHAM, INC",42 WATER STREET,BOX 1818,BLOCK ISLAND,RI,02807,,,,,35-2021,Food Preparation Workers,Food preparation workers,40,11.54,Hour,11.54,Hour
3870,H-400-14043-190718,2014-02-26,2014-02-12,Certification,H-2B,PA,2014-04-01,2014-10-26,"Thunderwash Pressure Washing, Inc.",2664 Ridge Road,,Elverson,PA,19520,"másLabor H-2B, LLC",Elizabeth Whitley,Lovingston,VA,37-2011,"Janitors and Cleaners, Except Maids and",Experienced Pressure/power Wash Worker,7,13.49,Hour,13.49,Hour
3871,H-400-14042-315166,2014-03-05,2014-02-11,Certification,H-2B,MO,2014-03-05,2014-11-30,UTILIMAP CORPORATION,10025 OFFICE CENTER AVENUE,,ST. LOUIS,MO,63128,"GREENSFELDER, HEMKER & GALE, P.C.",TIFFANY BALDWIN,SAINT LOUIS,MO,51-9198,Helpers--Production Workers,Ground Line Laborers,19,12.35,Hour,12.35,Hour
3872,H-400-14042-226478,2014-02-25,2014-02-11,Certification,H-2B,NH,2014-04-01,2014-10-31,W. SCOTT MILLER,10 BREEZY HILL RD.,"[MAIL:277 TYLER RD.,WEBSTER, NH 03303]",BRADFORD,NH,03221-0000,"JKJ WORKFORCE AGENCY, INC",JAMES JUDKINS,RIO HONDO,TX,39-3091,Amusement and Recreation Attendants,Amusement and Recreation Attendant,16,435.0,Week,435.0,Week
3873,H-400-14050-150528,2014-03-24,2014-02-26,Certification,H-2B,CO,2014-04-01,2014-11-30,"G.H. Daniels III & Associates, Inc.",12775 Highway 6,,Gypsum,CO,81637,"LAW OFFICE OF CHRIS POOLEY, ESQ.",CHRISTOPHER POOLEY,AVON,CO,37-3011,Landscaping and Groundskeeping Workers,Landscaping and Groundskeeping Workers,28,15.35,Hour,15.35,Hour
3874,H-400-14042-876658,2014-03-12,2014-02-18,Certification,H-2B,UT,2014-03-12,2015-02-28,"PEONIES, LLC",3361 S. REDWOOD RD.,,WEST VALLEY CITY,UT,84119,DURHAM JONES & PINEGAR,TIMOTHY WHEELWRIGHT,SALT LAKE CITY,UT,35-1011,Chefs and Head Cooks,Cook Trainer,2,23.12,Hour,23.12,Hour
3875,H-400-14045-050220,2014-03-11,2014-02-14,Withdrawn,H-2B,IL,2014-03-01,2015-03-01,Pass Program inc.,2302 Moreland Boulevard,,Champaign,IL,61822,,,,,25-3099,"Teachers and Instructors, All Other",Medical Tutor-Instructor,0,15.0,Hour,15.0,Hour
3876,H-400-14038-405826,2014-02-21,2014-02-07,Certification Expired,H-2B,AK,2014-05-01,2014-09-30,"COPPER RIVER SEAFOODS, INC.",1118 E. 5TH AVE.,,ANCHORAGE,AK,99501,"KOTOKAWA & ISOHATA, PS",SATORU ISOHATA,SEATTLE,WA,51-3092,Food Batchmakers,Salmon Roe Technician,1,9.89,Hour,9.89,Hour
3877,H-400-14042-288264,2014-03-20,2014-02-24,Certification,H-2B,NH,2014-04-01,2014-11-01,Karvin Inc.,127 Ocean Blvd.,,Hampton,NH,03842,Law Office Of H.Mine Gur,Hanife GUR,New York,NY,35-2021,Food Preparation Workers,Food Service Worker,10,9.67,Hour,9.67,Hour
3878,H-400-14057-811500,2014-03-12,2014-02-26,Certification,H-2B,SD,2014-05-01,2014-11-30,DEADWOOD HOSPITALITY RESORT LLC,304 CLIFF,,DEADWOOD,SD,57732,"EMPLOYMENT USA, LLC",KEVIN OPP,ABERDEEN,SD,37-2012,Maids and Housekeeping Cleaners,HOUSEKEEPER,6,8.87,Hour,8.87,Hour
3879,H-400-14051-002130,2014-03-07,2014-02-21,Certification,H-2B,TX,2014-04-15,2014-11-30,F & M Welding Inc,608 S Mississippi St,,Big Lake,TX,76932,Foremen Inc,Jesus Leon,Laveen,AZ,51-9198,Helpers--Production Workers,Welder helper,8,10.5,Hour,10.5,Hour
3880,H-400-14057-122271,2014-03-12,2014-02-26,Certification,H-2B,TX,2014-05-01,2015-02-28,"Burnell Marine And Supply, Inc.",2230 Fisherman Place Rd,,Brownsville,TX,78521,ACTION VISA ASSISTANCE,DANIELLE CLARK,WYLIE,TX,45-3011,Fishers and Related Fishing Workers,Deckhand/Fishing Vessel Shrimp header,14,17.74,Hour,17.74,Hour
3881,H-400-14058-635240,2014-03-13,2014-02-27,Certification,H-2B,IA,2014-03-13,2014-12-31,"LA CARRETA #2, INC.",1215 S. STORY ST.,,BOONE,IA,50036,"DATA PROCESSING SPECIALISTS, INC.",NORMA LINDA PEREZ,BROWNSVILLE,TX,35-3021,"Combined Food Preparation and Serving Workers,",FOOD SERVICE WORKER,8,8.58,Hour,8.58,Hour
3882,H-400-14057-412412,2014-03-26,2014-02-26,Certification,H-2B,NH,2014-05-15,2014-12-20,HART'S RESTAURANT INC.,233 DANIEL WEBSTER HWY,PO BOX 664,MEREDITH,NH,03253,"MARTINEZ & SORDO, P.A.",EMILIO MARTINEZ,MIAMI,FL,35-2014,"Cooks, Restaurant",LINE COOK,4,11.6,Hour,11.6,Hour
3883,H-400-14057-914645,2014-03-12,2014-02-26,Certification,H-2B,CT,2014-05-01,2014-10-31,TUMBLE BROOK COUNTRY CLUB,376 Simsbury Road,,Bloomfield,CT,06021,"PETRINA GROUP INTERNATIONAL, INC.",PETER PETRINA,ITHACA,NY,35-3031,Waiters and Waitresses,WAITER/WAITRESS,8,11.3,Hour,11.3,Hour
3884,H-400-14058-897248,2014-03-17,2014-03-03,Certification,H-2B,NY,2014-05-01,2014-10-31,"FENWAY GOLF CLUB, Inc.","Old Mamaroneck Rd., PO Box 7",,Scarsdale,NY,10583,"PETRINA GROUP INTERNATIONAL, INC.",PETER PETRINA,ITHACA,NY,35-3031,Waiters and Waitresses,WAITER/WAITRESS,20,11.76,Hour,11.76,Hour
3885,H-400-14085-618614,2014-04-09,2014-03-26,Certification,H-2B,FL,2014-05-05,2014-11-15,PEACE RIVER CONCESSIONS LLC,1830 IRONWOOD CT,,VENIA,FL,34293-0000,"JKJ WORKFORCE AGENCY, INC",JAMES JUDKINS,RIO HONDO,TX,39-3091,Amusement and Recreation Attendants,Amusement and Recreation Attendant,6,360.0,Week,360.0,Week
3886,H-400-14080-751372,2014-04-17,2014-03-21,Denied,H-2B,NM,2014-04-20,2015-01-31,JOHN STINEBAUGH,5825 ANGEL STREET,,EL PASO,TX,79932,,,,,39-2021,Nonfarm Animal Caretakers,Groomer,0,10.4,Hour,10.4,Hour
3887,H-400-14080-232499,2014-04-30,2014-04-02,Withdrawn,H-2B,OH,2014-04-15,2014-11-15,A&J LANDSCAPE LLC,8061 SYLVANIA AVE,,SYLVANIA,OH,43560,,,,,37-3011,Landscaping and Groundskeeping Workers,Landscaping Workers,0,11.56,Hour,11.56,Hour
3888,H-400-14065-097205,2014-04-08,2014-03-11,Denied,H-2B,LA,2014-04-01,2015-03-31,"GREENWORLD, INC.",1618 E. HIGHWAY 114,,BOYD,TX,76023,,,,,47-2061,Construction Laborers,Landscape and Groundskeeping Worker,0,7.5,Hour,7.5,Hour
3889,H-400-14080-718070,2014-07-17,2014-06-17,Withdrawn,H-2B,MS,2014-05-01,2014-08-31,Arm Security Inc.,4931 North 300 West,,Provo,UT,84604,"KIM H. BUHLER, ATTORNEY AT LAW, P.C.",KIM BUHLER,PROVO,UT,41-9091,"Door-to-Door Sales Workers, News and Street",Sales Representative,0,15.13,Hour,15.13,Hour
3890,H-400-14077-287301,2014-04-01,2014-03-18,Certification,H-2B,ME,2014-05-01,2014-11-01,"WC, INC",PO BOX 4,26 MAIN STREET,CASTINE,ME,04421,PEAK SEASON WORKFORCE,JOSEPH BISHOP,MASHPEE,MA,37-2012,Maids and Housekeeping Cleaners,HOUSEKEEPERS,4,10.01,Hour,10.01,Hour
3891,H-400-14041-654758,2014-02-24,2014-02-10,Certification,H-2B,FL,2014-02-24,2014-11-16,STEVE LISKO,1158 BEDFORD RD.,"[MAIL: 2120 NORTH PRICE RD.,HUBBARD, OH 44425]",MASURY,OH,44438-0000,"JKJ WORKFORCE AGENCY, INC",JAMES JUDKINS,RIO HONDO,TX,39-3091,Amusement and Recreation Attendants,Amusement and Recreation Attendants - Traveling Ca,16,340.0,Week,340.0,Week
3892,H-400-14041-906902,2014-02-28,2014-02-14,Certification,H-2B,TX,2014-02-28,2014-11-30,"Wendler Landscape and Irrigation, LLC",2459 FM 2268,,Salado,TX,76571,AZARMEHR LAW GROUP,NICOLE MERRITT,AUSTIN,TX,37-3011,Landscaping and Groundskeeping Workers,General Laborer,10,10.21,Hour,10.21,Hour
3893,H-400-14041-379140,2014-03-20,2014-02-21,Certification,H-2B,TX,2014-03-20,2014-12-15,"Supa Doors, Inc.",1732 Universal City Blvd.,,Universal City,TX,78148,AZARMEHR LAW GROUP,NICOLE MERRITT,AUSTIN,TX,51-9198,Helpers--Production Workers,Material Handlers,10,10.72,Hour,10.72,Hour
