,CASE_NO,DECISION_DATE,NPC_SUBMITTED_DATE,CASE_STATUS,ALIEN_WORK_STATE,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_ADDRESS,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,JOB_TITLE,NBR_WORKERS_CERTIFIED,PREVAILING_WAGE,PW_UNIT_OF_PAY,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY
4831,C-09012-44128,2009-01-26 16:16:57,2009-01-12 00:00:00,CERTIFIED,IL,2009-03-23 00:00:00,2009-11-05 00:00:00,EAGLE RIDGE RESORT LLC,444 EAGLE RIDGE DRIVE,,GALENA,IL,61036,"PRACTICAL EMPLOYE SOLUTIONS, VERONICA T. STRICKLAN","8809 SWAMP FOX HWY. WEST, SUITE 102",TABOR CITY,NC,DINING ROOM ATTENDANT,6,7.14,HR,7.14,HR
4832,C-09012-44129,2009-03-09 16:16:42,2009-01-12 00:00:00,DENIED,CT,2009-04-01 00:00:00,2009-12-15 00:00:00,"RENECON, INC. DBA KFC",50 CEDAR SWAMP RD,UNIT #1,SMITHFIELD,RI,2917,"ROBERT L. GAMMELL, ESQ.",674 MAIN STREET,HYANNIS,MA,FAST FOODS WORKER,0,8.23,HR,8.23,HR
4833,C-09012-44130,2009-02-09 15:34:29,2009-01-12 00:00:00,CERTIFIED,MA,2009-04-17 00:00:00,2009-11-01 00:00:00,SEA COAST INN,33 OCEAN STREET,,HYANNIS,MA,2601,MATHEW HEFNER,P.O. BOX 644,KILLINGTON,VT,"CLEANER, HOUSEKEEPING",6,9.3,HR,11.0,HR
4834,C-09012-44131,2009-02-17 16:08:26,2009-01-09 00:00:00,CERTIFIED,ME,2009-04-01 00:00:00,2009-10-31 00:00:00,"FORBES SEAFOOD RESTAURANT, INC.","PO BOX 99, 427 MILE ROAD",,WELLS,ME,4090,"DAVID F. DELINKO, ESQ. / VISA SERVICES","2100 HUNTINGTON DR., #4",SAN MARINO,CA,"COOK, SHORT ORDER",10,8.28,HR,8.5,HR
4835,C-09012-44132,2009-02-06 13:13:59,2009-01-12 00:00:00,CERTIFIED,PA,2009-03-02 00:00:00,2009-12-18 00:00:00,"J. DOWNEND LANDSCAPING, INC.",P.O. BOX 17,411 SMILEY ST.,CRUM,PA,19022,"INTERNATIONAL PERSONNEL RESOURCES, INC",115  E. CHESTNUT ST.,WEST CHESTER,PA,"LABORER, LANDSCAPE",35,9.4,HR,9.4,HR
4836,C-09012-44133,2009-02-20 13:33:45,2009-01-12 00:00:00,PARTIAL CERTIFIED,ID,2009-04-06 00:00:00,2010-02-06 00:00:00,"LARA BROTHERS, LTD.",146 TIMBERLINE DRIVE,,CASTLE ROCK,WA,98611,"GRETEL M. NESS, PARKER, BUSH & LANE, PC",1336 E BURNSIDE ST STE 200,PORTLAND,OR,FOREST WORKER,25,13.18,HR,13.18,HR
4837,C-09012-44134,2009-02-06 13:01:35,2009-01-12 00:00:00,CERTIFIED,PA,2009-02-23 00:00:00,2009-12-25 00:00:00,"BUENA VISTA RESTORATION & LANDSCAPING , LLC",111 SUNSET LANE,,COATESVILLE,PA,19320,"INTERNATIONAL PERSONNEL RESOURCES, INC",115  E. CHESTNUT ST.,WEST CHESTER,PA,"LABORER, LANDSCAPE",9,9.4,HR,9.4,HR
4838,C-09012-44135,2009-02-06 13:48:02,2009-01-12 00:00:00,PARTIAL CERTIFIED,MA,2009-04-15 00:00:00,2009-11-15 00:00:00,"PLEASANT BAY VILLAGE MOTOR COURT, INC.",1191 ORLEANS ROAD,,CHATHAM,MA,2633,"MATTHEW LEE, ESQ./ TOCCI, GOSS & LEE PC","35 INDIA STREET, 5TH FLOOR",BOSTON,MA,"CLEANER, HOUSEKEEPING",10,9.3,HR,9.3,HR
4839,C-09012-44136,2009-02-06 13:08:09,2009-01-09 00:00:00,CERTIFIED,ME,2009-04-01 00:00:00,2010-01-31 00:00:00,"COASTAL BREEZES, INC, D/B/A KENNEBUNKPORT INN","P.O. BOX 111, 1 DOCK SQUARE",,KENNEBUNKPORT,ME,4046,"D. DELINKO, ESQ. / J. A VANCENA / VISA SERVICES","2100 HUNTINGTON DRIVE, SUITE 4",SAN MARINO,CA,DINING ROOM ATTENDANT,20,7.25,HR,7.25,HR
4840,C-09012-44137,2009-02-06 13:12:55,2009-01-12 00:00:00,CERTIFIED,ME,2009-04-01 00:00:00,2009-11-30 00:00:00,SUN N' SURF RESTAURANT,265 LONG BEACH AVE.,,YORK BEACH,ME,3901,ROBERT LALTOO,96 LOGGING ROAD,CAPE NEDDICK,ME,COOK,15,8.28,HR,9.77,HR
4841,C-09012-44138,2009-02-06 14:50:49,2009-01-12 00:00:00,CERTIFIED,ME,2009-04-01 00:00:00,2009-11-30 00:00:00,SUN N' SURF RESTAURANT,265 LONG BEACH AVE.,,YORK BEACH,ME,3901,ROBERT LALTOO,96 LOGGING ROAD,CAPE NEDDICK,ME,WAITER/WAITRESS,10,7.25,HR,9.1,HR
4842,C-09012-44139,2009-02-06 15:20:29,2009-01-12 00:00:00,CERTIFIED,NH,2009-04-01 00:00:00,2009-12-15 00:00:00,"RIGHT WAY CLEANING, LLC",107 A. SOUTH MAIN STREET,,WEST LEBANON,NH,3784,"VIRGINIA PICKERING, PRESIDENT ACCENT PERSONNEL SER",10988 N HARRELL'S FERRY RD.SUITE 17,BATON ROUGE,LA,JANITOR,15,9.19,HR,9.19,HR
4843,C-09012-44140,2009-02-06 13:12:01,2009-01-12 00:00:00,CERTIFIED,PA,2009-03-16 00:00:00,2009-12-25 00:00:00,"ENVIROMENTAL DESIGNSCAPES, LLC",P.O. BOX 72263,"212 MEADOW DRIVE, DOWNINGTOWN, PA 19335",THORNDALE,PA,19372,"INTERNATIONAL PERSONNEL RESOURCES, INC",115  E. CHESTNUT ST.,WEST CHESTER,PA,"LABORER, LANDSCAPE",6,9.4,HR,9.4,HR
4844,C-09012-44141,2009-02-09 16:20:37,2009-01-12 00:00:00,PARTIAL CERTIFIED,WI,2009-04-01 00:00:00,2009-11-01 00:00:00,XPRESS SERVICES,"5425 ELVIS PRESLEY BLVD., STE B",,MEMPHIS,TN,38116,,,,,PRODUCTION HELPER,250,8.35,HR,8.92,HR
4845,C-09012-44142,2009-02-02 09:35:38,2009-01-12 00:00:00,CERTIFIED,OK,2009-03-01 00:00:00,2009-12-31 00:00:00,PARAGON CONTRACTORS LLC,11 E. 5TH ST. SUITE 500,,TULSA,OK,74103,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,2901 BUCKS BAYOU ROAD,BAY CITY,TX,CONSTRUCTION WORKER I,40,8.21,HR,8.21,HR
4846,C-09012-44143,2009-01-29 12:18:50,2009-01-12 00:00:00,PARTIAL CERTIFIED,WI,2009-04-01 00:00:00,2009-12-15 00:00:00,"THE BRUCE COMPANY OF WISCONSIN, INC.",2830 PARMENTER STREET,,MIDDLETON,WI,53562,"HELP, JOSEPH YOUNG",7 MAIN ST.,GOFFSTOWN,NH,"LABORER, LANDSCAPE",20,9.73,HR,10.0,HR
4847,C-09012-44144,2009-03-03 15:26:02,2009-01-12 00:00:00,DENIED,AL,2009-01-05 00:00:00,2009-05-30 00:00:00,YOOSLY FONTAINE,1700 HORTON RD,,ALBERTVILLE,AL,35950,,,,,CHILD MONITOR,0,6.55,HR,6.55,HR
4848,C-09012-44145,2009-02-06 13:24:31,2009-01-12 00:00:00,CERTIFIED,MA,2009-04-01 00:00:00,2009-10-31 00:00:00,WHITE WHALE ENTERPRISES DBA MOBY DICK'S RESTAURANT,PO BOX 792,,WELLFLEET,MA,2667,MATTHEW HEFNER,P.O. BOX 664,KILLINGTON,VT,KITCHEN HELPER,6,8.51,HR,10.0,HR
4849,C-09012-44146,2009-01-26 15:15:00,2009-01-12 00:00:00,CERTIFIED,IL,2009-03-23 00:00:00,2009-11-05 00:00:00,EAGLE RIDGE RESORT LLC,444 EAGLE RIDGE DRIVE,,GALENA,IL,61036,"PRACTICAL EMPLOYEE SOLUTIONS, VERONICA STRICKLAND",8809 SWAMP FOX HWY WEST,TABOR CITY,NC,WAITER/WAITRESS,14,7.06,HR,7.06,HR
4850,C-09012-44147,2009-02-11 11:36:49,2009-01-12 00:00:00,CERTIFIED,MA,2009-03-15 00:00:00,2009-12-15 00:00:00,CAPE COD PAPER COMPANY,1147 MAIN STREET,,DENNIS,MA,2638,"ADNIL SERVICES, LINDA TURNER",101 MAINE ST.,BRUNSWICK,ME,"LABORER, GENERAL",5,10.25,HR,10.25,HR
4851,C-09012-44148,2009-02-04 14:08:46,2009-01-12 00:00:00,CERTIFIED,RI,2009-04-01 00:00:00,2009-12-28 00:00:00,MARRIOTT HOTEL SERVICES INC. DBA NEWPORT MARRIOTT,25 AMERICAN'S CUP AVE,,NEWPORT,RI,2840,"PRACTICAL EMPLOYEE SOLUTIONS, VERONICA T. STRICKLA",12770 MERIT DRIVE SUITE 700,DALLAS,TX,HOUSECLEANER,40,8.49,HR,9.43,HR
4852,C-09012-44149,2009-01-26 16:18:42,2009-01-12 00:00:00,CERTIFIED,DE,2009-04-01 00:00:00,2009-11-30 00:00:00,E.I. DUPONT DE NEMOURS & COMPANY INC (T/A THE DUPO,1007 MARKET STREET RM D-7031,,WILMINGTON,DE,19898,,,,,"LABORER, LANDSCAPE",40,9.11,HR,9.11,HR
4853,C-09012-44150,2009-02-18 10:00:27,2009-01-12 00:00:00,CERTIFIED,LA,2009-04-01 00:00:00,2009-12-01 00:00:00,PEARL INC. D/B/A INDIAN RIDGE SHRIMP CO.,5557 HWY 56,,CHAUVIN,LA,70344,LAW OFFICES OF MALVERN C. BURNETT  MALVERN C. BURN,1523 POLYMNIA STREET,NEW ORLEANS,LA,"PACKAGER, HAND",150,6.55,HR,6.55,HR
4854,C-09012-44151,2009-02-19 12:31:59,2009-01-12 00:00:00,CERTIFIED,LA,2009-04-01 00:00:00,2010-01-31 00:00:00,"EVENT RENTALS, LLC",524 AMELIA ST.,,GRETNA,LA,70053,"VIRGINIA PICKERING, PRESIDENT ACCENT PERSONNEL SER",10988 N HARRELL'S FERRY RD.SUITE 17,BATON ROUGE,LA,MATERIAL HANDLER,25,7.1,HR,7.1,HR
4855,C-09012-44152,2009-02-04 13:44:36,2009-01-12 00:00:00,PARTIAL CERTIFIED,OK,2009-02-13 00:00:00,2009-12-13 00:00:00,MUNIE GREENCARE PROFESSIONALS-OK,1000 MILBURN SCHOOLS ROAD,,CASEYVILLE,IL,62232,"MASLABOR H2B, LLC    ELIZABETH WHITLEY",650 FRONT ST. / P.O. BOX 507,LOVINGSTON,VA,"LABORER, LANDSCAPE",20,7.61,HR,7.91,HR
4856,C-09012-44153,2009-01-26 16:02:22,2009-01-12 00:00:00,CERTIFIED,IL,2009-03-23 00:00:00,2009-11-05 00:00:00,EAGLE RIDGE RESORT LLC,444 EAGLE RIDGE DRIVE,,GALENA,IL,61036,"PRACTICAL EMPLOYEE SOLUTIONS, VERONICA STRICKLAND",8809 SWAMP FOX HWY WEST,TABOR CITY,NC,KITCHEN HELPER,8,7.12,HR,7.75,HR
4857,C-09012-44154,2009-02-27 15:42:40,2009-01-09 00:00:00,DENIED,NY,2008-11-15 00:00:00,2009-06-30 00:00:00,HANAH MOUNTAIN RESORT & COUNTRY CLUB,576 WEST HUBBELL HILL RD.,,MARGARETVILLE,NY,12455,"GABRIEL DE LA MERCED, ESQ","43 WEST 46TH ST.,",NEW YORK,NY,"CLEANER, HOUSEKEEPING",0,7.46,HR,7.46,HR
4858,C-09012-44155,2009-01-30 10:33:12,2009-01-12 00:00:00,PARTIAL CERTIFIED,DE,2009-04-01 00:00:00,2009-12-24 00:00:00,"CREATIVE LANDCARE, LLC",P.O. BOX 7503,,WILMINGTON,DE,19803,NINA QURESHI,4 EAST 8TH ST,WILMINGTON,DE,"LABORER, LANDSCAPE",5,9.11,HR,9.15,HR
4859,C-09012-44156,2009-02-11 10:58:06,2009-01-12 00:00:00,CERTIFIED,MA,2009-04-01 00:00:00,2009-12-15 00:00:00,CABBY SHACK,30 TOWN WARF ROAD,,PLYMOUTH,MA,2360,"ROBERT L. GAMMELL, ESQ.",674 MAIN STREET,HYANNIS,MA,DINING ROOM ATTENDANT,3,8.16,HR,8.16,HR
4860,C-09012-44157,2009-02-18 15:36:55,2009-01-12 00:00:00,DENIED,MA,2009-04-01 00:00:00,2009-12-15 00:00:00,CABBY SHACK,30 TOWN WARF ROAD,,PLYMOUTH,MA,2360,"ROBERT L. GAMMELL, ESQ.",674 MAIN STREET,HYANNIS,MA,KITCHEN HELPER,0,8.23,HR,8.23,HR
4861,C-09012-44158,2009-02-04 09:50:37,2009-01-12 00:00:00,PARTIAL CERTIFIED,DE,2009-04-01 00:00:00,2009-11-30 00:00:00,VICMEAD HUNT CLUB,903 OWLS NEST ROAD,,GREENVILLE,DE,19807,,,,,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",10,9.11,HR,9.11,HR
4862,C-09013-44159,2009-02-06 15:49:53,2009-01-13 00:00:00,CERTIFIED,NY,2009-04-10 00:00:00,2009-11-10 00:00:00,LARRY CUSHING ENT. LTD DBA CUSHING AMUSEMENTS,196 WILDWOOD ST,,WILMINGTON,MA,1887,TESS HARRISON,32775 FM 106,RIO HONDO,TX,AMUSEMENT PARK WORKER,15,8.34,HR,8.34,HR
4863,C-09013-44160,2009-02-19 09:09:17,2009-01-13 00:00:00,DENIED,VA,2009-04-06 00:00:00,2010-02-05 00:00:00,"STANGA L.L.C., D.B.A ALL THAT'S NATURAL","5850 FAYETTEVILLE ROAD, SUITE 206",,DURHAM,NC,27713,R. HUNTER BRADLEY,THE LAW OFFICE OF R. HUNTER BRADLEY,CHAPEL HILL,NC,"SALESPERSON, COSMETICS AND TOILETRIES",0,6.78,HR,7.5,HR
4864,C-09013-44162,2009-02-06 13:20:40,2009-01-13 00:00:00,CERTIFIED,CA,2009-03-01 00:00:00,2009-10-31 00:00:00,"ST. REGIS, MONARCH BEACH",ONE MONARCH BEACH,,DANA POINT,CA,92629,SONIA QUIGLEY  INTERNATIONAL TRAINEE NETWORK,3325 WILSHIRE BLVD.,LOS ANGELES,CA,"CLEANER, HOUSEKEEPING",20,8.16,HR,9.15,HR
4865,C-09013-44163,2009-02-09 14:41:30,2009-01-13 00:00:00,CERTIFIED,PA,2009-03-16 00:00:00,2009-12-18 00:00:00,"REINHARDT INDUSTRIES, INC. DBA GREEN SCENE LANDSCA",235 JASPER RD.,,KING OF PRUSSIA,PA,19406,"INTERNATIONAL PERSONNEL RESOURCES, INC.",PO BOX 1507,WEST CHESTER,PA,"LABORER, LANDSCAPE",6,9.4,HR,9.4,HR
4866,C-09013-44164,2009-02-04 13:29:10,2009-01-13 00:00:00,CERTIFIED,NC,2009-04-01 00:00:00,2010-01-31 00:00:00,JOY LUCK CLUB LIMITED,1253 BUCK JONES ROAD UNIT A,,RALEIGH,NC,27606,LU WANG,"WANG & ASSOCIATES, PC, ATTORNEYS AT LAW",DULUTH,GA,"COOK, SPECIALTY, FOREIGN FOOD",2,9.23,HR,10.5,HR
4867,C-09013-44165,2009-02-09 15:16:19,2009-01-13 00:00:00,PARTIAL CERTIFIED,PA,2009-03-30 00:00:00,2009-11-30 00:00:00,HUNTSVILLE GOLF CLUB,30 HAYFIELD ROAD,,SHAVERTOWN,PA,18708,"INTERNATIONAL PERSONNEL RESOURCES, INC.",PO BOX 1507,WEST CHESTER,PA,"LABORER, LANDSCAPE",8,8.06,HR,8.06,HR
4868,C-09013-44166,2009-02-17 11:25:33,2009-01-13 00:00:00,PARTIAL CERTIFIED,OR,2009-04-01 00:00:00,2010-01-10 00:00:00,"BIRRUETA REFORESTATION, INC.",2389 STEIWER RD. SE,,JEFFERSON,OR,97352,DAVID HATTON,3330 KLUKEN RD,FERNDALE,WA,FOREST WORKER,20,8.98,HR,13.92,HR
4869,C-09013-44167,2009-02-04 15:53:24,2009-01-13 00:00:00,CERTIFIED,SD,2009-04-01 00:00:00,2009-10-31 00:00:00,"FIRST GOLD, INC.",270 MAIN STREET,,DEADWOOD,SD,57732,ROD WILLIAMS,PO BOX 140,JOYCE,WA,HOUSEKEEPER,12,6.55,HR,8.5,HR
4870,C-09013-44168,2009-02-06 13:56:09,2009-01-13 00:00:00,CERTIFIED,WY,2009-04-01 00:00:00,2009-11-30 00:00:00,EVANS CONSTRUCTION,P.O. BOX 4309,255 S. HWY 89,JACKSON,WY,83004,JOEL V. ANDERSON,"14901 E. HAMPDEN AVENUE, SUITE 260",AURORA,CO,CONSTRUCTION WORKER I,19,10.39,HR,13.0,HR
4871,C-09013-44169,2009-02-04 15:27:08,2009-01-13 00:00:00,CERTIFIED,CO,2009-04-01 00:00:00,2009-11-13 00:00:00,TELLURIDE LAND WORKS,315 ADAMS RANCH ROAD #2-2A,,TELLURIDE,CO,81435,GLENDA CABRERA LABOR CONSULTANTS INTERNATIONAL,1810 E. SCHNEIDMILLER AVE. #350,POST FALLS,ID,"LABORER, LANDSCAPE",45,8.73,HR,9.0,HR
4872,C-09013-44170,2009-02-04 14:57:51,2009-01-13 00:00:00,PARTIAL CERTIFIED,CA,2009-02-13 00:00:00,2009-11-15 00:00:00,J'S CONCESSIONS,2037 WEST BULLARD AVENUE,,FRESNO,CA,93711,JAMES K. JUDKINS,1609 E. JACKSON STREET,HUGO,OK,AMUSEMENT PARK WORKER,100,,,,
4873,C-09013-44171,2009-02-04 13:12:22,2009-01-13 00:00:00,CERTIFIED,NJ,2009-02-01 00:00:00,2009-12-01 00:00:00,FANCY FROG LANDSCAPING & DESIGN,110 CHESTNUT RIDGE ROAD,STE 396,MONTVALE,NJ,7645,,,,,"LABORER, LANDSCAPE",12,9.19,HR,9.25,HR
4874,C-09013-44172,2009-02-06 15:07:00,2009-01-13 00:00:00,CERTIFIED,PA,2009-03-30 00:00:00,2009-11-13 00:00:00,SCHUYLKILL COUNTRY CLUB,P.O. BOX 316,877 N MARKET STREET,ORWIGSBURG,PA,17961,"INTERNATIONAL PERSONNEL RESOURCES, INC.",PO BOX 1507,WEST CHESTER,PA,"LABORER, LANDSCAPE",4,7.71,HR,7.71,HR
4875,C-09013-44173,2009-02-09 15:19:47,2009-01-13 00:00:00,CERTIFIED,PA,2009-03-16 00:00:00,2009-12-16 00:00:00,"RIVERVIEW LANDSCAPING AND TREE SERVICE, INC.",1554 PAOLI PIKE # 319,,WEST CHESTER,PA,19380,"INTERNATIONAL PERSONNEL RESOURCES, INC.",PO BOX 1507,WEST CHESTER,PA,"LABORER, LANDSCAPE",4,9.4,HR,9.4,HR
4876,C-09013-44174,2009-02-06 15:52:24,2009-01-13 00:00:00,CERTIFIED,NH,2009-04-15 00:00:00,2009-11-01 00:00:00,BEST WESTERN SEABROOK INN,P.O. BOX 1209,,SEABROOK,NH,3874,"ANTIOCH ASSOCIATES USA II, INC. / MARK CARCHIDI",86 WILLOW STREET,YARMOUTH PORT,MA,HOUSEKEEPER,17,8.64,HR,8.64,HR
4877,C-09013-44175,2009-02-06 13:11:22,2009-01-13 00:00:00,CERTIFIED,PA,2009-03-30 00:00:00,2009-12-11 00:00:00,"IVS LANDSCAPING, LTD.",3400 PENNELL ROAD,,ASTON,PA,19014,"INTERNATIONAL PERSONNEL RESOURCES, INC.",PO BOX 1507,WEST CHESTER,PA,"LABORER, LANDSCAPE",8,9.4,HR,9.4,HR
4878,C-09013-44176,2009-02-09 12:34:10,2009-01-13 00:00:00,CERTIFIED,OK,2009-04-01 00:00:00,2009-12-31 00:00:00,"SOUTHWOOD LANDSCAPE & NURSERY CO., INC.",9025 S. LEWIS AVE.,,TULSA,OK,74137,,,,,"LABORER, LANDSCAPE",9,7.61,HR,7.61,HR
4879,C-09013-44177,2009-02-06 16:26:41,2009-01-13 00:00:00,CERTIFIED,PA,2009-04-06 00:00:00,2009-10-16 00:00:00,LEHIGH COUNTRY CLUB,2319 S. CEDAR CREST BLVD.,,ALLENTOWN,PA,18013,"MICHAEL T. GLAH, INTERNATIONAL PERSONNEL RESOURCES",PO BOX 1507,"WEST CHESTER,",PA,"LABORER, LANDSCAPE",9,8.63,HR,8.63,HR
4880,C-09013-44178,2009-02-06 13:10:38,2009-01-13 00:00:00,CERTIFIED,CA,2009-04-15 00:00:00,2009-10-31 00:00:00,LAHONTAN GOLF CLUB,12700 LODGETRAIL DRIVE,,TRUCKEE,CA,96161,FEDERATION OF EMPLOYERS AND WORKERS  OF AMERICA,2901 BUCKS BAYOU ROAD,BAY CITY,TX,"LABORER, LANDSCAPE",20,9.51,HR,9.51,HR
4881,C-09013-44179,2009-02-06 15:21:23,2009-01-13 00:00:00,CERTIFIED,MO,2009-04-02 00:00:00,2009-11-30 00:00:00,RICHARD K. WEIL,3 FOREST RIDGE,,CLAYTON,MO,63105,LARRY CARP,225 SOUTH MERAMEC - STE 325,ST LOUIS,MO,"SUPERVISOR, LANDSCAPE",1,13.79,HR,15.0,HR
4882,C-09013-44180,2009-01-30 11:09:28,2009-01-13 00:00:00,PARTIAL CERTIFIED,OK,2009-01-01 00:00:00,2009-09-15 00:00:00,OKLAHOMA INVESTMENT GROUP,1211 NORTH SHARTEL,SUITE 1000,OKLAHOMA CITY,OK,73103,"WINNINGHAM, STEIN & BASEY  RANCE G STEIN",2200 NORTHWEST 50TH STREET,OKLAHOMA CITY,OK,"MAINTENANCE REPAIRER, BUILDING",25,10.02,HR,10.02,HR
4883,C-09013-44181,2009-02-18 15:39:04,2009-01-13 00:00:00,CERTIFIED,CO,2009-04-01 00:00:00,2009-11-30 00:00:00,DOUBLE M ASPHALT & COATINGS,1019 EDWARDS VILLAGE BLVD #B5,,EDWARDS,CO,81632,,,,,CONSTRUCTION WORKER I,8,10.3,HR,10.3,HR
4884,C-09013-44182,2009-02-06 15:38:49,2009-01-13 00:00:00,CERTIFIED,CA,2009-03-01 00:00:00,2009-10-31 00:00:00,"ST. REGIS, MONARCH BEACH",ONE MONARCH BEACH,,DANA POINT,CA,92629,SONIA QUIGLEY  INTERNATIONAL TRAINEE NETWORK,3325 WILSHIRE BLVD.,LOS ANGELES,CA,KITCHEN STEWARD/STEWARDESS,20,,,,
4885,C-09013-44183,2009-02-04 12:52:32,2009-01-13 00:00:00,CERTIFIED,CO,2009-04-01 00:00:00,2009-09-30 00:00:00,PALETERIA CHIHUAHUA INC.,3701 W. 1ST AVE,,DENVER,CO,80219,CATHERINE O BROWN,LAW OFFICES OF CATHERINE BROWN,DENVER,CO,PEDDLER,10,7.86,HR,7.86,HR
4886,C-09013-44184,2009-04-03 16:31:50,2009-01-13 00:00:00,CERTIFIED,NM,2009-03-02 00:00:00,2009-12-15 00:00:00,"UNITED STATES OUTFITTERS, INC.","325 SANTISTEVAN LANE,",NE,TAOS,NM,87571,"AMIGOS LABOR SOLUTIONS, INC.",3141 HOOD ST.,DALLAS,TX,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",6,7.8,HR,7.8,HR
4887,C-09013-44185,2009-02-04 13:39:11,2009-01-13 00:00:00,CERTIFIED,AZ,2009-04-01 00:00:00,2009-11-30 00:00:00,SUN VALLEY RIDES,12523 NORTH 79TH DRIVE,,PEORIA,AZ,85381,TESS HARRISON,32775 FM 106,RIO HONDO,TX,AMUSEMENT PARK WORKER,25,7.48,HR,7.48,HR
4888,C-09014-44186,2009-01-16 12:50:22,2008-12-15 00:00:00,CERTIFIED,PA,2009-03-15 00:00:00,2009-11-15 00:00:00,FRANCO VOLPE LANDSCAPING CONTRACTORS,630 TARA COURT,ALLEGHENY COUNTY,PITTSBURGH,PA,15237,"AMIGOS LABOR SOLUTINS, INC.","3141 HOOD STREET, SUITE 440",DALLAS,TX,"LABORER, LANDSCAPE",6,,,,
4889,C-09014-44187,2009-02-26 11:10:05,2009-01-14 00:00:00,CERTIFIED,TX,2009-04-01 00:00:00,2010-02-01 00:00:00,MARTINEZ TRAWLER'S INC.,P.O. BOX 1713,,PORT ISABEL,TX,78578,ISRAEL A. LINARTE,PO BOX 1978,PORT ISABEL,TX,"DECKHAND, FISHING VESSEL",6,8.69,HR,11.46,HR
4890,C-09014-44188,2009-02-26 12:35:52,2009-01-14 00:00:00,CERTIFIED,TX,2009-04-01 00:00:00,2010-02-01 00:00:00,TWIN CITY SHRIMP CO. INC.,P.O.BOX 518,901 SO. DRIVE,PORT ISABEL,TX,78578,ISRAEL A. LINARTE,PO BOX 1978,PORT ISABEL,TX,"DECKHAND, FISHING VESSEL",20,8.69,HR,11.46,HR
4891,C-09014-44189,2009-02-04 13:22:46,2009-01-14 00:00:00,PARTIAL CERTIFIED,TX,2009-03-01 00:00:00,2009-12-31 00:00:00,CALVILLO LANDSCAPE,108 N. WAGON WHEEL DR.,,BOERNE,TX,78015,FEDERATION OF EMPLOYERS AND WORKERS  OF AMERICA,2901 BUCKS BAYOU ROAD,BAY CITY,TX,"LABORER, LANDSCAPE",10,7.45,HR,7.45,HR
4892,C-09014-44190,2009-02-06 13:43:37,2009-01-14 00:00:00,CERTIFIED,TX,2009-04-01 00:00:00,2010-01-31 00:00:00,ALL MY SONS MOVING AND STORAGE,2337 PATTERSON INDUSTRIAL DR.,,PFLUGERVILLE,TX,78660,"INFINITY LABOR SOURCE, INC.",5127 MARSH LN,BUDA,TX,MATERIAL HANDLER,10,7.89,HR,7.95,HR
4893,C-09014-44191,2009-01-26 16:36:54,2009-01-14 00:00:00,CERTIFIED,TX,2009-04-01 00:00:00,2010-02-01 00:00:00,"ANCHOR SEAFOOD, INC.",TURNING BASIN #2,P.O. BOX 804,PALACIOS,TX,77465,RAUL L. GARCIA/ GARCIA BOOKKEEPING,2380 EVERGLADES RD.,BROWNSVILLE,TX,"DECKHAND, FISHING VESSEL",28,11.14,HR,11.46,HR
4894,C-09014-44192,2009-02-25 11:32:04,2009-01-14 00:00:00,CERTIFIED,TX,2009-04-01 00:00:00,2010-02-01 00:00:00,CUEVAS TRAWLERS INC.,P.O.BOX 729,,PORT ISABEL,TX,78578,ISRAEL A. LINARTE,PO BOX 1978,PORT ISABEL,TX,"DECKHAND, FISHING VESSEL",18,8.69,HR,11.46,HR
4895,C-09014-44193,2009-01-26 16:30:03,2009-01-14 00:00:00,CERTIFIED,TX,2009-04-01 00:00:00,2010-02-01 00:00:00,GAR SHRIMP CORP.,TURNING BASIN #1 & 11TH STREET,,PALACIOS,TX,77465,RAUL L. GARCIA/ GARCIA BOOKKEEPING,2380 EVERGLADES RD.,BROWNSVILLE,TX,"DECKHAND, FISHING VESSEL",26,11.14,HR,11.46,HR
4896,C-09014-44194,2009-02-11 13:32:38,2009-01-14 00:00:00,PARTIAL CERTIFIED,TX,2009-04-01 00:00:00,2010-02-01 00:00:00,"LINWOOD TRAWLERS, INC.",1995 CAJUN COURT ROAD,,BROWNSVILLE,TX,78521,ISRAEL A. LINARTE,PO BOX 1978,PORT ISABEL,TX,"DECKHAND, FISHING VESSEL",22,8.69,HR,11.46,HR
4897,C-09014-44195,2009-02-17 15:56:51,2009-01-14 00:00:00,CERTIFIED,NJ,2009-03-01 00:00:00,2009-12-20 00:00:00,CLINTAR LANDSCAPE MANAGEMENT,PO BOX 294,,PERRINEVILLE,NJ,8535,U.S. AMERICANS INC,888 BALDWIN DRIVE,WESTBURY,NY,"LABORER, LANDSCAPE",7,,,,
