,CASE_NO,DECISION_DATE,NPC_SUBMITTED_DATE,CASE_STATUS,ALIEN_WORK_STATE,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_ADDRESS,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,JOB_TITLE,NBR_WORKERS_CERTIFIED,PREVAILING_WAGE,PW_UNIT_OF_PAY,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY
8082,C-08058-36272,2008-03-17 11:13:13,2008-02-25 00:00:00,PARTIAL CERTIFIED,AZ,2008-03-18 00:00:00,2009-01-14 00:00:00,"NOGALES MARKET, LLC",1977 N. GRAND AVE,,NOGALES,AZ,85621,VICKI ANDAZOLA,SUAME CORP,PHOENIX,AZ,MATERIAL HANDLER,10.0,6.9,HR,8.0,HR
8083,C-08044-35986,2008-03-17 11:17:43,2008-02-12 00:00:00,CERTIFIED,CA,2008-03-01 00:00:00,2008-11-05 00:00:00,EVENT IMAGING SOLUTIONS,4301 VINELAND RD SUITE E-9,,ORLANDO,FL,32811,JOHN W. VINSON,"3625 MANCHACA ROAD, SUITE 101",AUSTIN,TX,"MODEL, PHOTOGRAPHERS",60.0,7.8,HR,8.0,HR
8084,C-08052-36150,2008-03-17 11:17:56,2008-02-20 00:00:00,PARTIAL CERTIFIED,SD,2008-05-01 00:00:00,2008-12-30 00:00:00,"EMPLOYMENT USA, LLC","714 SOUTH MAIN STREET, SUITE #1",,ABERDEEN,SD,57401,,,,,CONSTRUCTION WORKER I,40.0,8.94,HR,8.94,HR
8085,C-08058-36302,2008-03-17 11:18:29,2008-02-26 00:00:00,CERTIFIED,TX,2008-04-01 00:00:00,2009-02-01 00:00:00,TURIMEX LLC,6614 HARRISBURG,,HOUSTON,TX,77011,GENARO SALAZAR,LAW OFFICES OF MANUEL E. SOLIS,HOUSTON,TX,BUS DRIVER,30.0,13.2,HR,13.2,HR
8086,A-08010-34220,2008-03-17 11:20:16,2008-01-07 00:00:00,CERTIFIED,NY,2008-04-01 00:00:00,2008-11-30 00:00:00,"VAN PUTTE SEED CO., INC.",136 NORTH AVE.,,ROCHESTER,NY,14626,,,,,"LABORER, LANDSCAPE",40.0,7.77,HR,8.0,HR
8087,A-08052-36157,2008-03-17 11:20:45,2008-02-21 00:00:00,CERTIFIED,MA,2008-04-01 00:00:00,2008-12-15 00:00:00,"CATERBAKE, INC. DBA DAILY BREADS",147 ORANGE,,NANTUCKET,MA,2554,"ELIZABETH D. WHITLEY/MAS LABOR H2B, LLC",650 FRONT STREET / P.O. BOX 507,LOVINGSTON,VA,BAKER,9.0,10.03,HR,12.0,HR
8088,C-08046-36108,2008-03-17 11:34:41,2008-02-15 00:00:00,PARTIAL CERTIFIED,OR,2008-03-27 00:00:00,2008-12-01 00:00:00,MARION AG SERVICES INC,7746 ST. PAUL HIGHWAY NE,,ST. PAUL,OR,97137,USA WORKS...FOR YOU (MATTHEW T. TOURTELLOTT),500 OCEAN POND ROAD,LAKE PARK,GA,MATERIAL HANDLER,11.0,8.33,HR,8.33,HR
8089,A-08043-35969,2008-03-17 11:37:24,2008-02-12 00:00:00,CERTIFIED,NC,2008-04-15 00:00:00,2008-10-31 00:00:00,SAN VILLA  SHIP MANAGEMENT CO,2425 NW 32 AVE 2ND  FLOOR,SUITE #2,MIAMI,FL,33142,OSCAR LEVINE,"GREENBERG TRAURIG, P.A.",MIAMI,FL,COOK,10.0,6.31,HR,6.31,HR
8090,A-08051-36125,2008-03-17 11:43:23,2008-02-19 00:00:00,CERTIFIED,MA,2008-05-01 00:00:00,2008-11-15 00:00:00,AUDREY E. GRAY D/B/A MARLEY'S RESTAURANT,220 ROUND COVE ROAD,P.O. BOX 668,CHATHAM,MA,2633,,,,,COOK,8.0,10.75,HR,10.75,HR
8091,C-08045-36075,2008-03-17 11:44:29,2008-02-12 00:00:00,CERTIFIED,LA,2008-04-01 00:00:00,2008-12-31 00:00:00,"CAJUN SHELLFISH, LLC",P.O. BOX 67,,ST. BERNARD,LA,70085,THE LABOR COMPANY,ATTN: A. WRIGHT,AMHERST,VA,CANNERY WORKER,40.0,7.59,HR,7.59,HR
8092,A-08009-34022,2008-03-17 11:45:53,2008-01-04 00:00:00,CERTIFIED,PA,2008-04-01 00:00:00,2008-12-31 00:00:00,CABLELINKS INC.,600 S. WEST END BLVD.,,QUAKERTOWN,PA,18951,,,,,HORIZONTAL EARTH BORING MACHINE OPERATOR HELPER,12.0,7.15,HR,10.0,HR
8093,C-08056-36227,2008-03-17 11:46:42,2008-02-22 00:00:00,CERTIFIED,IL,2008-04-01 00:00:00,2008-12-15 00:00:00,BILL HORN ORNAMENTAL LANDSCAPING,4504 E. CRYSTAL LAKE AVE.,,CRYSTAL LAKE,IL,60014,FEDERATION OF EMPLOYERS AND WORKERS  OF AMERICA,2901 BUCKS BAYOU ROAD,BAY CITY,TX,"LABORER, LANDSCAPE",3.0,8.31,HR,8.31,HR
8094,C-08057-36242,2008-03-17 11:49:47,2008-02-22 00:00:00,CERTIFIED,NV,2008-03-15 00:00:00,2008-10-31 00:00:00,HUMBOLDT LAWN & LANDSCAPE,8355 RYAN  ROAD,,WINNEMUCCA,NV,89445,JOEL V. ANDERSON,"14901 E. HAMPDEN AVE., SUITE 260",AURORA,CO,"LABORER, LANDSCAPE",5.0,7.43,HR,8.0,HR
8095,C-08058-36303,2008-03-17 11:50:32,2008-02-26 00:00:00,PARTIAL CERTIFIED,TX,2008-04-01 00:00:00,2009-01-31 00:00:00,VAN DYKE'S CHESAPEAKE SEAFOOD,741 7TH STREET,,PORT ARTHUR,TX,77640,DENNY L. LYNES OR LORI L. WHITTEN,ACTION VISA ASSISTANCE,WYLIE,TX,CRAB MEAT PROCESSOR,35.0,6.12,HR,6.12,HR
8096,C-08058-36299,2008-03-17 11:56:31,2008-02-26 00:00:00,PARTIAL CERTIFIED,ID,2008-04-01 00:00:00,2009-01-31 00:00:00,SULLIVAN CONSTRUCTION LLC,PO BOX 2525,,HAILEY,ID,83333,FEDERATION OF EMPLOYERS AND WORKERS  OF AMERICA,2901 BUCKS BAYOU ROAD,BAY CITY,TX,"BRICKLAYER HELPER, FIREBRICK AND REFRACTORY TILE",25.0,10.18,HR,10.18,HR
8097,C-08064-36393,2008-03-17 11:58:28,2008-03-04 00:00:00,CERTIFIED,CA,2008-05-15 00:00:00,2008-10-31 00:00:00,FOUR SEASONS SANTA BARBARA EMPLOYMENT INC. DBA FOU,1260 CHANNEL DR.,,SANTA BARBARA,CA,93108,JOHN MCNAMARA,"THE MCNAMARA FIRM, L.P.",AUSTIN,TX,HOUSEKEEPER,25.0,9.7,HR,10.3,HR
8098,C-08064-36394,2008-03-17 11:59:25,2008-03-04 00:00:00,CERTIFIED,CA,2008-05-15 00:00:00,2008-10-31 00:00:00,FOUR SEASONS SANTA BARBARA EMPLOYMENT INC. DBA FOU,1260 CHANNEL DR.,,SANTA BARBARA,CA,93108,JOHN MCNAMARA,"THE MCNAMARA FIRM, L.P.",AUSTIN,TX,DINING ROOM ATTENDANT,10.0,8.32,HR,10.1,HR
8099,C-08056-36235,2008-03-17 12:03:25,2008-02-20 00:00:00,CERTIFIED,MT,2008-05-15 00:00:00,2008-10-15 00:00:00,"LABRADOR, INC (BEST WESTERN CROSSWINDS & DESERT IN",201 FIREHOLE  & 133 CANYON STREET,,WEST YELLOWSTONE,MT,59758,GLOBAL RESOURCES,ATTENTION: MICHAELENE ROWE,HEYBURN,ID,"CLEANER, HOUSEKEEPING",18.0,7.23,HR,7.5,HR
8100,C-08071-36467,2008-03-17 12:07:10,2008-03-10 00:00:00,CERTIFIED,CA,2008-04-01 00:00:00,2008-10-01 00:00:00,KOOLNVER ADVENTURE TOURS D/B/A WHITEWATER CONNECTI,P. O. BOX 270,,COLOMA,CA,95613,KAREN MCDANIEL,5505 GILMORE RD,POLLACK PINES,CA,"FOOD ASSEMBLER, KITCHEN",4.0,8.0,HR,8.0,HR
8101,C-08057-36246,2008-03-17 12:08:08,2008-02-22 00:00:00,CERTIFIED,UT,2008-05-01 00:00:00,2008-11-15 00:00:00,DEER VALLEY RESORT,PO BOX 889,,PARK CITY,UT,84060,ROD WILLIAMS,PO BOX 140,JOYCE,WA,RIDE OPERATOR,15.0,7.11,HR,9.05,HR
8102,C-08043-35948,2008-03-17 12:12:00,2008-02-08 00:00:00,CERTIFIED,NV,2008-03-15 00:00:00,2008-11-30 00:00:00,CREATIVE LANDSCAPING,P.O. BOX 978,7485 STRATUS STREET,WINNEMUCCA,NV,89445,JOEL V. ANDERSON,"14901 E. HAMPDEN AVE., STE 260",AURORA,CO,"LABORER, LANDSCAPE",4.0,8.5,HR,8.5,HR
8103,C-08064-36396,2008-03-17 12:17:26,2008-03-04 00:00:00,CERTIFIED,WA,2008-02-15 00:00:00,2008-12-31 00:00:00,"WEST COAST LANDSCAPE MAINTENANCE, LLC",13235 NE 20TH ST.,,BELLVUE,WA,98005,,,,,"LABORER, LANDSCAPE",5.0,9.86,HR,9.86,HR
8104,C-08070-36430,2008-03-17 12:19:16,2008-03-07 00:00:00,CERTIFIED,TX,2008-04-01 00:00:00,2008-11-30 00:00:00,"HBP PROPERTIES, LLC",1017 RANCH ROAD 620 SOUTH,,AUSTIN,TX,78734,JEFFREY A. LEHMANN,LEHMANN & ASSOCIATES,HOUSTON,TX,CONSTRUCTION WORKER I,8.0,8.48,HR,8.48,HR
8105,C-08060-36358,2008-03-17 12:21:09,2008-02-29 00:00:00,CERTIFIED,WY,2008-04-01 00:00:00,2008-10-31 00:00:00,UPTOWN INDUSTRIES,P.O. BOX 11265,,JACKSON,WY,83002,JOEL V. ANDERSON,"14901 E. HAMPDEN AVE., STE 260",AURORA,CO,JANITOR,2.0,7.65,HR,7.65,HR
8106,C-08066-36416,2008-03-17 12:28:02,2008-03-05 00:00:00,CERTIFIED,TX,2008-03-01 00:00:00,2008-12-31 00:00:00,"M.R. UTILITIES, LLC",13722 INDEAN WELLS,,DALLAS,TX,75253,BELINDA RODRIGUEZ,PRO SERVICES,SAN ANTONIO,TX,CONSTRUCTION WORKER I,10.0,7.9,HR,7.9,HR
8107,C-08064-36376,2008-03-17 12:34:18,2008-03-03 00:00:00,CERTIFIED,TX,2008-05-01 00:00:00,2009-03-01 00:00:00,"JOCE, INC.",3810 GATOR CT.,,BROWNSVILLE,TX,78521,RAUL GARCIA,2380 EVERGLADES RD.,BROWNSVILLE,TX,"DECKHAND, FISHING VESSEL",4.0,8.43,HR,11.07,HR
8108,C-08064-36372,2008-03-17 12:39:16,2008-03-03 00:00:00,PARTIAL CERTIFIED,MN,2008-04-01 00:00:00,2008-11-15 00:00:00,LABORMEX INC.,4071 LYBER AVE,,MIAMI,FL,33133,,,,,"LABORER, LANDSCAPE",40.0,9.3,HR,9.4,HR
8109,C-08046-36087,2008-03-17 12:44:52,2008-02-14 00:00:00,DENIED,LA,2008-05-31 00:00:00,2008-11-30 00:00:00,"BEE, INC.",2910 COMMON STREET,,LAKE CHARLES,LA,70601,,,,,FAST FOODS WORKER,0.0,6.1,HR,6.1,HR
8110,C-08070-36438,2008-03-17 12:46:17,2008-03-10 00:00:00,CERTIFIED,MO,2008-04-01 00:00:00,2008-11-30 00:00:00,"HORNY TOAD, INC D/B/A THE RESORT & YACHT CLUB AT T","3285  BAGNELL DAM BLVD.,",,LAKE OZARK,MO,65049,JOHN MCNAMARA,"THE MCNAMARA FIRM, LP",AUSTIN,TX,"CLEANER, HOUSEKEEPING",24.0,6.83,HR,8.0,HR
8111,C-08070-36442,2008-03-17 12:48:26,2008-03-10 00:00:00,CERTIFIED,MO,2008-04-01 00:00:00,2008-11-30 00:00:00,"HORNY TOAD, INC. DBA THE RESORT & YACHT CLUB AT TO",3285 BAGNELL DAM BLVD.,,LAKE OZARK,MO,65049,JOHN MCNAMARA,"THE MCNAMARA FIRM, LP",AUSTIN,TX,COOK,13.0,7.07,HR,8.0,HR
8112,C-08070-36439,2008-03-17 12:50:27,2008-03-10 00:00:00,CERTIFIED,MO,2008-04-01 00:00:00,2008-11-30 00:00:00,"HORNY TOAD, INC D/B/A THE RESORT & YACHT CLUB AT T","3285  BAGNELL DAM BLVD.,",,LAKE OZARK,MO,65049,JOHN MCNAMARA,"THE MCNAMARA FIRM, LP",AUSTIN,TX,"LABORER, LANDSCAPE",9.0,7.34,HR,8.0,HR
8113,C-08014-34641,2008-03-17 13:06:09,2008-01-09 00:00:00,DENIED,LA,2008-04-01 00:00:00,2009-01-31 00:00:00,"WATER WORKS INDUSTRIAL SERVICES, INC.",39529 BRADBURY LN.,,PRAIRIEVILLE,LA,70769,"VIRGINIA PICKERING, CPC",ACCENT PERSONNEL SERVICES INC,BATON ROUGE,LA,EQUIPMENT CLEANER,0.0,6.18,HR,10.0,HR
8114,C-08053-36189,2008-03-17 13:09:48,2008-02-20 00:00:00,DENIED,TX,2008-03-15 00:00:00,2008-12-31 00:00:00,LOWE PRECAST INC,24000 WOODWAY DRIVE,,WACO,TX,76712,"FABERBERG & NASSOUR, P.C.",508 WEST 14TH STREET,AUSTIN,TX,CONSTRUCTION WORKER I,0.0,7.26,HR,7.26,HR
8115,C-08045-36028,2008-03-17 13:33:55,2008-02-12 00:00:00,CERTIFIED,AZ,2008-04-01 00:00:00,2008-11-30 00:00:00,"MOUNTAIN VIEW LANDSCAPE, INC.",15410 W. BALANCING ROCK RD.,,SURPISE,AZ,85387,C. JAN THURGOOD,CORPORATE & EMPLOYEE SERVICES,TEMPE,AZ,"LABORER, LANDSCAPE",8.0,7.32,HR,7.5,HR
8116,C-08045-36029,2008-03-17 13:35:36,2008-02-12 00:00:00,PARTIAL CERTIFIED,AZ,2008-04-01 00:00:00,2008-10-31 00:00:00,"GREENLAND SYSTEMS, INC.",16012 S. SIGNAL BUTTE,,MESA,AZ,85212,C. JAN THURGOOD,CORPORATE & EMPLOYEE SERVICES,TEMPE,AZ,CONSTRUCTION WORKER I,10.0,8.91,HR,9.0,HR
8117,A-08065-36403,2008-03-17 13:36:27,2008-03-05 00:00:00,CERTIFIED,GA,2008-03-25 00:00:00,2008-12-01 00:00:00,"WATERFALL COUNTRY CLUB, LLC",1105 WATERFALL DRIVE,,CLAYTON,GA,30525,"JOHN MCNAMARA,","THE MCNAMARA FIRM, L.P.",AUSTIN,TX,DINING ROOM ATTENDANT,6.0,6.05,HR,9.0,HR
8118,C-08051-36128,2008-03-17 13:37:29,2008-02-19 00:00:00,CERTIFIED,ID,2008-05-01 00:00:00,2008-09-30 00:00:00,"CASCADE RECREATION COMPANY, INC. DBA CASCADE RAFT ",7050 HIGHWAY 55,,HORSESHOE BEND,ID,83629,,,,,GUIDE,4.0,9.79,HR,10.0,HR
8119,C-08058-36300,2008-03-17 13:38:54,2008-02-26 00:00:00,CERTIFIED,TX,2008-03-01 00:00:00,2008-12-31 00:00:00,RUSSEY L.L.C. DBA GREENLEAF LANDSCAPE CO.,907 WEST WASHINGTON ST.,,SHERMAN,TX,75092,"IAN BENOUIS, ATTY AT LAW",14000 LA PALMA RANCH RD.,MANCHACA,TX,"LABORER, LANDSCAPE",17.0,6.69,HR,6.69,HR
8120,C-08064-36381,2008-03-17 13:40:00,2008-03-03 00:00:00,PARTIAL CERTIFIED,TX,2008-05-01 00:00:00,2009-03-01 00:00:00,JULISSA II INC,3300 GATOR COURT,,BROWNSVILLE,TX,78521,RAUL GARCIA,GARCIA BOOKKEEPING,BROWNSVILLE,TX,"DECKHAND, FISHING VESSEL",10.0,8.43,HR,11.07,HR
8121,C-08051-36139,2008-03-17 13:41:11,2008-02-20 00:00:00,CERTIFIED,IL,2008-05-01 00:00:00,2008-11-30 00:00:00,GREEN ACRES COUNTRY CLUB,916 DUNDEE ROAD,,NORTHBROOK,IL,60062,"MATTHEW S. DUNN, ESQ.",KRAMER LEVIN NAFTALIS & FRANKEL LLP,NEW YORK,NY,"WAITER/WAITRESS, FORMAL",6.0,9.35,HR,9.35,HR
8122,C-08051-36140,2008-03-17 13:42:12,2008-02-20 00:00:00,CERTIFIED,IL,2008-05-01 00:00:00,2008-11-30 00:00:00,GREEN ACRES COUNTRY CLUB,916 DUNDEE ROAD,,NORTHBROOK,IL,60062,"MATTHEW S. DUNN, ESQ.",KRAMER LEVIN NAFTALIS & FRANKEL LLP,NEW YORK,NY,DINING ROOM ATTENDANT,2.0,6.9,HR,8.85,HR
8123,C-08064-36386,2008-03-17 13:43:20,2008-03-04 00:00:00,CERTIFIED,CO,2008-04-15 00:00:00,2008-09-15 00:00:00,"SILVERTREE HOTEL OF SNOWMASS, LP",100 ELBERT LAND,P.O.BOX 5009,SNOWMASS VILLAGE,CO,81615,,,,,HOTEL CLERK,10.0,9.11,HR,13.0,HR
8124,C-08064-36387,2008-03-17 13:44:32,2008-03-04 00:00:00,CERTIFIED,CO,2008-04-15 00:00:00,2008-09-15 00:00:00,"SILVERTREE HOTEL OF SNOWMASS, LP",100 ELBERT LAND,P.O.BOX 5009,SNOWMASS VILLAGE,CO,81615,,,,,"WAITER/WAITRESS, INFORMAL",10.0,6.09,HR,13.0,HR
8125,A-08043-35942,2008-03-17 13:45:00,2008-02-12 00:00:00,CERTIFIED,NJ,2008-04-01 00:00:00,2008-12-30 00:00:00,ALL MONMOUTH LANDSCAPING & DESIGN,2 HIGHBRIDGE ROAD,P.O. BOX 130,MANALAPAN,NJ,7726,,,,,"LABORER, LANDSCAPE",15.0,8.13,HR,8.5,HR
8126,C-08060-36359,2008-03-17 13:45:33,2008-02-29 00:00:00,CERTIFIED,WY,2008-05-15 00:00:00,2008-10-15 00:00:00,MS THOMAS INC DBA BUBBA'S BBQ,512 YELLOWSTONE AVE.,,CODY,WY,82414,,,,,KITCHEN HELPER,6.0,6.08,HR,7.0,HR
8127,A-08043-35960,2008-03-17 13:46:28,2008-02-12 00:00:00,CERTIFIED,NY,2008-04-15 00:00:00,2008-11-15 00:00:00,"GLENARBOR GOLF CLUB, INC.",234 BEDFORD CENTER RD.,,BEDFORD HILLS,NY,10507,PETER H. PETRINA,"PETRINA GROUP INTERNATIONAL, INC.",GARNERVILLE,NY,DINING ROOM ATTENDANT,9.0,6.97,HR,10.0,HR
8128,C-08060-36361,2008-03-17 13:46:39,2008-02-29 00:00:00,CERTIFIED,WY,2008-05-15 00:00:00,2008-10-15 00:00:00,MS THOMAS INC DBA BUBBA'S BBQ,512 YELLOWSTONE AVE.,,CODY,WY,82414,,,,,DINING ROOM ATTENDANT,2.0,6.25,HR,6.25,HR
8129,C-08063-36365,2008-03-17 13:47:32,2008-02-29 00:00:00,CERTIFIED,MO,2008-04-03 00:00:00,2008-12-15 00:00:00,"FREDERICK'S LANDSCAPE, INC.",301 S. CHUCRCH STREET,,WENTZVILLE,MO,63385,DAVID DONALDSON,USAMEX LTD CO,BALD KNOB,AR,"LABORER, LANDSCAPE",8.0,7.88,HR,7.88,HR
8130,C-08071-36477,2008-03-17 13:49:33,2008-03-10 00:00:00,CERTIFIED,MT,2008-03-31 00:00:00,2008-12-01 00:00:00,JESSEN MASONRY,200 FLOSS FLATS #4,,BELGRADE,MT,59714,AZTEC FOREIGN LABOR SOLUTION,300 BROADLEAF PLACE,LEXINGTON,KY,STONEMASON,30.0,12.23,HR,12.23,HR
8131,C-08032-35719,2008-03-17 14:05:23,2008-01-31 00:00:00,CERTIFIED,LA,2008-05-01 00:00:00,2009-03-01 00:00:00,OCEAN HARVEST WHOLESALE,605 WILFRED LANDRY,,DELCAMBRE,LA,70528,LAW OFFICE OF LAWRENCE B. FABACHER,ONE CANAL PLACE,NEW ORLEANS,LA,CANNERY WORKER,30.0,6.96,HR,6.96,HR
8132,A-08066-36414,2008-03-17 14:05:52,2008-03-05 00:00:00,CERTIFIED,NY,2008-04-01 00:00:00,2008-11-15 00:00:00,"BRE/ PRIME PROPERTIES, LLC  D/B/A THE SARATOGA HOT",534 BROADWAY,,SARATOGA SPRINGS,NY,12866,JAY C. RUBY,600 PEACHTREE STREET N.E.,ATLANTA,GA,"CLEANER, HOUSEKEEPING",13.0,7.61,HR,8.4,HR
8133,A-08060-36337,2008-03-17 14:13:27,2008-02-28 00:00:00,PARTIAL CERTIFIED,NC,2008-03-01 00:00:00,2008-12-31 00:00:00,"COATES GRADING & HAULING CO., INC.",1503 S. PLEASANT-COATS ROAD,,BENSON,NC,27504,TAMMY ALECIO,,CARY,NC,CONSTRUCTION WORKER I,25.0,8.36,HR,8.5,HR
8134,A-08057-36253,2008-03-17 14:15:08,2008-02-26 00:00:00,CERTIFIED,FL,2008-04-01 00:00:00,2009-01-05 00:00:00,"AMF MANAGEMENT, LLC",7816 MURCOTT CIRCLE,,ORLANDO,FL,32835,,,,,"CLEANER, HOUSEKEEPING",40.0,7.37,HR,8.5,HR
8135,A-08051-36131,2008-03-17 14:26:48,2008-02-19 00:00:00,CERTIFIED,MA,2008-04-01 00:00:00,2008-11-30 00:00:00,SEALOR CORP. D/B/A CHATHAM HIGHLANDER,946 MAIN STREET,,CHATHAM,MA,2633,MATHEW E. HEFNER,"RESOURCE STAFFING INTERNATIONAL, LTD.",KILLINGTON,VT,"CLEANER, HOUSEKEEPING",4.0,8.47,HR,8.47,HR
8136,C-08057-36252,2008-03-17 14:37:20,2008-02-21 00:00:00,CERTIFIED,OK,2008-03-15 00:00:00,2008-12-31 00:00:00,"EVERGREEN GARDEN CENTER, INC.",12007 NE 23RD,,CHOCTAW,OK,73066,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,2901 BUCKS BAYOU ROAD,BAY CITY,TX,"LABORER, LANDSCAPE",8.0,6.92,HR,6.92,HR
8137,A-08065-36399,2008-03-17 14:44:40,2008-03-05 00:00:00,CERTIFIED,KY,2008-03-01 00:00:00,2008-12-31 00:00:00,CHAMPION TRACE GOLF CLUB,20 AVENUE OF,,NICHOLSVILLE,KY,40356,"KT LABOR, INC.",TISH SOWARDS,LEXINGTON,KY,"LABORER, LANDSCAPE",11.0,7.94,HR,8.0,HR
8138,C-08043-35947,2008-03-17 15:21:54,2008-02-11 00:00:00,CERTIFIED,TX,2008-04-01 00:00:00,2008-11-14 00:00:00,NATIONAL RESORT MANAGEMENT CORP.-D/B/A THE CLIFFS,10100 N. CENTRAL EXPRESSWAY,,DALLAS,TX,75231,JASON MILLS,800 W. WEATHERFORD,FT. WORTH,TX,"CLEANER, HOUSEKEEPING",10.0,6.12,HR,8.0,HR
8139,A-08067-36423,2008-03-17 15:53:29,2008-03-07 00:00:00,PARTIAL CERTIFIED,KY,2008-03-01 00:00:00,2008-12-15 00:00:00,DEVINE DESIGN,1672 PERRYVILLE ROAD,,HARRODSBURG,KY,40330,KAREN SCHINDLER,AZTEC FOREIGN LABOR SOLUTION,LEXINGTON,KY,"LABORER, LANDSCAPE",20.0,7.72,HR,7.94,HR
8140,C-08056-36226,2008-03-17 16:16:49,2008-02-20 00:00:00,CERTIFIED,MT,2008-03-30 00:00:00,2008-09-30 00:00:00,BILLINGS HOTEL AND CONVENTION CENTER,1223 MULLOWNEY LANE,,BILLINGS,MT,59101,,,,,"CLEANER, HOUSEKEEPING",7.0,6.25,HR,6.5,HR
8141,C-08046-36089,2008-03-17 17:17:22,2008-02-14 00:00:00,DENIED,LA,2008-05-01 00:00:00,2008-12-15 00:00:00,"PAUL PIAZZA & SON, INC.",1552 ST. LOUIS STREET,,NEW ORLEANS,LA,70152,,,,,CANNERY WORKER,0.0,7.59,HR,7.59,HR
8142,A-08025-35472,2008-03-18 08:40:41,2008-01-23 00:00:00,CERTIFIED,CT,2008-03-15 00:00:00,2008-12-31 00:00:00,G & V LANDSCAPING LLC,104 DEAN STREET,,STAMFORD,CT,6902,LAURA N. JASINSKY,JASINSKY IMMIGRATION LAW LLC,STAMFORD,CT,"LABORER, LANDSCAPE",5.0,9.68,HR,9.78,HR
8143,A-08022-35252,2008-03-18 08:46:31,2008-01-16 00:00:00,CERTIFIED,MD,2008-03-01 00:00:00,2008-12-19 00:00:00,"RICHARD'S LAWN SERVICE, INC.",1701 NATURE'S WAY,,WOODBINE,MD,21797,,,,,"LABORER, LANDSCAPE",10.0,8.68,HR,8.68,HR
8144,C-08045-36017,2008-03-18 09:35:41,2008-02-11 00:00:00,CERTIFIED,TX,2008-05-01 00:00:00,2009-02-28 00:00:00,W & W DOCK CO.,P.O. BOX 540,,PALACIOS,TX,77465,HECTOR H. GUERRA,138 HIGHLAND DRIVE,BROWNSVILLE,TX,"DECKHAND, FISHING VESSEL",20.0,8.43,HR,8.5,HR
8145,C-08031-35690,2008-03-18 09:39:33,2008-01-30 00:00:00,CERTIFIED,OK,2008-03-25 00:00:00,2008-12-25 00:00:00,ERIC PITTS LAWN SERVICE,6515 E. 24TH STREET,,TULSA,OK,74129,,,,,"LABORER, LANDSCAPE",2.0,7.13,HR,8.0,HR
8146,C-08017-35078,2008-03-18 09:46:32,2008-01-17 00:00:00,CERTIFIED,TX,2008-03-01 00:00:00,2008-12-31 00:00:00,"F.C.O.R.P. CARRIERS, INC.",8680 SAN GABRIEL,,LAREDO,TX,78045,BELINDA RODRIGUEZ,PRO SERVICES,SAN ANTONIO,TX,TRACTOR TRAILER TRUCK DRIVER,50.0,11.14,HR,11.27,HR
8147,C-08071-36460,2008-03-18 10:09:06,2008-03-10 00:00:00,CERTIFIED,CA,2008-04-15 00:00:00,2008-10-15 00:00:00,AMERICAN WHITEWATER EXPEDITIONS,6019 NEW RIVER RD,,COLOMA,CA,95613,KAREN MCDANIEL,5505 GILMORE RD,POLLOCK PINES,CA,"FOOD ASSEMBLER, KITCHEN",4.0,8.0,HR,8.0,HR
8148,C-08071-36469,2008-03-18 10:37:51,2008-03-10 00:00:00,CERTIFIED,CA,2008-04-15 00:00:00,2008-10-15 00:00:00,WHITEWATER EXCITEMENT,P.O. BOX 5992,,AUBURN,CA,95604,KAREN MCDANIEL,5505 GILMORE RD,POLLOCK PINES,CA,"FOOD ASSEMBLER, KITCHEN",4.0,8.0,HR,8.0,HR
8149,C-08071-36461,2008-03-18 12:25:46,2008-03-10 00:00:00,CERTIFIED,CA,2008-05-01 00:00:00,2008-10-15 00:00:00,TRIBUTARY WHITEWATER TOURS,20480 WOODBURY DR,,GRASS VALLEY,CA,95949,KAREN MCDANIEL,5505 GILMORE RD,POLLACK PINES,CA,GUIDE,10.0,11.63,HR,11.63,HR
8150,C-08060-36356,2008-03-18 13:07:37,2008-02-29 00:00:00,CERTIFIED,AZ,2008-03-01 00:00:00,2008-11-30 00:00:00,"NATIONAL TURF, INC.",28248 N. TATUM BLVD. B-1,PMB #627,CAVE CREEK,AZ,85331,MATTHEW J. MARTINEZ,"FENNEMORE CRAIG, P.C.,",PHOENIX,AZ,"LABORER, LANDSCAPE",20.0,7.32,HR,8.0,HR
8151,C-08060-36357,2008-03-18 13:12:31,2008-02-29 00:00:00,CERTIFIED,WY,2008-04-01 00:00:00,2008-10-31 00:00:00,FOUR CORNERS MASONRY,P.O. BOX 11352,15023 HAYDEN DRIVE,JACKSON,WY,83002,JOEL V. ANDERSON,"14901 E. HAMPDEN AVE., STE 260",AURORA,CO,STONEMASON,6.0,10.59,HR,12.0,HR
8152,C-08071-36466,2008-03-18 13:18:31,2008-03-10 00:00:00,CERTIFIED,CA,2008-05-01 00:00:00,2008-10-01 00:00:00,MARIAH WILDERNESS EXPEDITIONS,7170 HWY 49,,LOTUS,CA,95651,KAREN MCDANIEL,5505 GILMORE RD,POLLACK PINES,CA,GUIDE,8.0,11.63,HR,11.63,HR
