,CASE_NUMBER,DECISION_DATE,NPC_SUBMITTED_DATE,CASE_STATUS,VISA_CLASS,ALIEN_WORK_STATE,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,SOC_CODE,SOC_NAME,JOB_TITLE,NBR_WORKERS_CERTIFIED,PREVIALING_WAGE,PW_UNIT_OF_PAY,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY
3551,H-400-13065-349170,2013-03-20 00:00:00,2013-03-06 00:00:00,Certified,H-2B,MI,2013-06-15 00:00:00,2013-11-15 00:00:00,Whitewood Shores Co.,1037 N. State Street,,Saint Ignace,MI,49781,TIMOTHY OLEARY,WASHINGTON,DC,37-2012,Maids and Housekeeping Cleaners,Housekeeper,4,8.16,Hour,8.16,Hour
3552,H-400-13052-546324,2013-03-21 00:00:00,2013-03-05 00:00:00,Certified,H-2B,VA,2013-04-01 00:00:00,2013-12-31 00:00:00,Urbanna Seafood Company,9 Seahawk Drive,P.O. Box 552,Urbanna,VA,23175,Elizabeth Whitley,Lovingston,VA,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",Crab Pickers/Processors,40,7.45,Hour,7.45,Hour
3553,H-400-13052-907789,2013-03-21 00:00:00,2013-03-02 00:00:00,Partial Certified,H-2B,CO,2013-04-01 00:00:00,2013-12-15 00:00:00,"ADCOCK CONCRETE, INC.","2458 INDUSTRIAL BLVD, SUITE1",,GRAND JUNCTION,CO,81505,,,,47-2061,Construction Laborers,Construction Laborer,21,13.81,Hour,13.81,Hour
3554,H-400-13053-862270,2013-03-21 00:00:00,2013-03-07 00:00:00,Certified,H-2B,CO,2013-04-01 00:00:00,2013-11-30 00:00:00,"TEG RESTAURANT GROUP, INC.",160 E. COLLEGE DR.,,DURANGO,CO,81301,MARIE LOWE,DENVER,CO,35-2014,"Cooks, Restaurant",Assistant Fusion Sushi Chef,1,12.5,Hour,12.5,Hour
3555,H-400-13057-704379,2013-03-21 00:00:00,2013-02-28 00:00:00,Certified,H-2B,MI,2013-04-01 00:00:00,2013-11-30 00:00:00,Fineline Landscape Construction and Maintenance Corp.,7934 Newark Road,,Imlay City,MI,48444,ROBERT BIRACH,DETROIT,MI,37-3011,Landscaping and Groundskeeping Workers,Landscaping and Groundskeeping Workers,5,15.540000000000001,Hour,15.540000000000001,Hour
3556,H-400-13059-060214,2013-03-21 00:00:00,2013-02-28 00:00:00,Certified,H-2B,WI,2013-06-01 00:00:00,2013-10-01 00:00:00,"G&G Concessions, LLC",S-3821 Fairfield Rd,,Baraboo,WI,53913,LESLI DOWNS,SAND SPRINGS,OK,35-3022,"Counter Attendants, Cafeteria, Food Concession,",Amusement & Recreation Attendant,8,8.16,Hour,8.16,Hour
3557,H-400-13060-085782,2013-03-21 00:00:00,2013-03-01 00:00:00,Partial Certified,H-2B,SC,2013-04-01 00:00:00,2013-11-30 00:00:00,Ocean West Motel,204 North Kings Hwy,,Myrtle Beach,SC,29577,,,,37-2012,Maids and Housekeeping Cleaners,Maids and Housekeeping Cleaners,16,8.1,Hour,8.1,Hour
3558,H-400-13060-035620,2013-03-21 00:00:00,2013-03-01 00:00:00,Partial Certified,H-2B,MA,2013-04-15 00:00:00,2013-10-15 00:00:00,SOJO CORP,38 NORTH WATER ST,,EDGARTOWN,MA,02539,,,,35-2021,Food Preparation Workers,Prep Cooks,3,13.91,Hour,13.91,Hour
3559,H-400-13063-455050,2013-03-21 00:00:00,2013-03-06 00:00:00,Certified,H-2B,OH,2013-05-13 00:00:00,2013-10-25 00:00:00,GERALD OTTERBACHER,8404 STONE RD.,,MEDINA,OH,44256-0000,JAMES JUDKINS,RIO HONDO,TX,39-3091,Amusement and Recreation Attendants,Amusement and Recreation Attendant,26,324.0,Week,324.0,Week
3560,H-400-13063-722623,2013-03-21 00:00:00,2013-03-07 00:00:00,Certified,H-2B,NH,2013-04-03 00:00:00,2013-10-15 00:00:00,"MARK FANELLI'S TRAVELING AMUSEMENT PARK, INC","223 NH, ROUTE 119","[MAIL: PO BOX 249, RINDGE, NH 03461]",RINDGE,NH,03461-0000,JAMES JUDKINS,RIO HONDO,TX,39-3091,Amusement and Recreation Attendants,Amusement and Recreation Attendants - Traveling Ca,18,328.0,Week,328.0,Week
3561,H-400-13064-339485,2013-03-21 00:00:00,2013-03-07 00:00:00,Certified,H-2B,OK,2013-04-15 00:00:00,2013-12-15 00:00:00,"GUTHRIE INDUSTRIAL COATING, INC.",5909 CHATEAU DR.,,STILLWATER,OK,74075,,,,47-3014,"Helpers--Painters, Paperhangers, Plasterers, and",HELPERS PAINTING AND SANDBLASTING,12,8.08,Hour,8.08,Hour
3562,H-400-13064-502921,2013-03-21 00:00:00,2013-03-07 00:00:00,Certified,H-2B,AK,2013-06-01 00:00:00,2013-09-10 00:00:00,"WESTWARD SEAFOODS, INC.",2101 FOURTH AVENUE,SUITE 1700,SEATTLE,WA,98121-2377,RICHARD RAWSON,SEATTLE,WA,51-3092,Food Batchmakers,Seafood Processing Technician (Salmon Roe),1,10.0,Hour,10.0,Hour
3563,H-400-13065-942884,2013-03-21 00:00:00,2013-03-06 00:00:00,Certified,H-2B,MA,2013-06-01 00:00:00,2013-10-16 00:00:00,CENTER STREET ACKQUISITION LLC,11 INDIA STREET,,NANTUCKET,MA,02554,JANE BISHOP,MASHPEE,MA,37-2012,Maids and Housekeeping Cleaners,HOUSEKEEPER,5,11.450000000000001,Hour,11.450000000000001,Hour
3564,H-400-13065-781643,2013-03-21 00:00:00,2013-03-07 00:00:00,Partial Certified,H-2B,VA,2013-04-01 00:00:00,2013-12-01 00:00:00,"KJLC Landscape Management, LLC",PO Box 984,,Mechanicsville,VA,23111,MICHELE CONTRERAS,PHILADELPHIA,PA,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborers,9,9.44,Hour,9.44,Hour
3565,H-400-13065-148137,2013-03-21 00:00:00,2013-03-07 00:00:00,Certified,H-2B,PA,2013-04-01 00:00:00,2013-12-15 00:00:00,"Accents of Nature Landscaping, Inc.",PO Box 4484,,Wilmngton,DE,19807,MICHELE CONTRERAS,PHILADELPHIA,PA,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,6,9.22,Hour,9.22,Hour
3566,H-400-13066-379346,2013-03-21 00:00:00,2013-03-07 00:00:00,Certified,H-2B,LA,2013-04-01 00:00:00,2013-11-30 00:00:00,"Total Lawn Management, LLC",268 William Road,,Crowley,LA,70526,ELAINE TRUJILLO,HENDERSON,NC,37-3011,Landscaping and Groundskeeping Workers,Landscape & Groundskeeping Worker,4,8.19,Hour,8.19,Hour
3567,H-400-13066-197066,2013-03-21 00:00:00,2013-03-07 00:00:00,Certified,H-2B,TN,2013-04-01 00:00:00,2013-09-30 00:00:00,"H. Wayne Klekamp, Inc.",905 16th Place,,Vero Beach,FL,32960,Scot Silzer,Orlando,FL,37-2012,Maids and Housekeeping Cleaners,Housekeeper,4,8.120000000000001,Hour,8.120000000000001,Hour
3568,H-400-13066-565040,2013-03-21 00:00:00,2013-03-07 00:00:00,Certified,H-2B,MA,2013-06-15 00:00:00,2013-10-16 00:00:00,CENTER STREET ACKQUISITION LLC,11 INDIA STREET,,NANTUCKET,MA,02554,JANE BISHOP,MASHPEE,MA,39-6011,Baggage Porters and Bellhops,BELLHOPS,2,10.47,Hour,10.47,Hour
3569,H-400-13066-873069,2013-03-21 00:00:00,2013-03-07 00:00:00,Certified,H-2B,MA,2013-06-01 00:00:00,2013-10-16 00:00:00,CENTER STREET ACKQUISITION LLC,11 INDIA STREET,,NANTUCKET,MA,02554,JANE BISHOP,MASHPEE,MA,43-4081,"Hotel, Motel, and Resort Desk Clerks",FRONT DESK CLERK,3,14.0,Hour,14.0,Hour
3570,H-400-13066-694482,2013-03-21 00:00:00,2013-03-07 00:00:00,Certified,H-2B,NC,2013-04-19 00:00:00,2013-12-01 00:00:00,"Wade Hampton Golf Club, Inc.",68 Golf Drive (Highway 107 South),P.O. Box 1920,Cashiers,NC,28717,Jay Ruby,Atlanta,GA,35-2014,"Cooks, Restaurant",Prep Cook,2,10.0,Hour,10.0,Hour
3571,H-400-13066-967535,2013-03-21 00:00:00,2013-03-07 00:00:00,Certified,H-2B,NC,2013-04-19 00:00:00,2013-12-01 00:00:00,"Wade Hampton Golf Club, Inc.",68 Golf Drive (Highway 107 South),P.O. Box 1920,Cashiers,NC,28717,Jay Ruby,Atlanta,GA,35-2014,"Cooks, Restaurant",Line Cook,6,12.0,Hour,12.0,Hour
3572,H-400-13066-609892,2013-03-21 00:00:00,2013-03-07 00:00:00,Certified,H-2B,NH,2013-04-01 00:00:00,2013-09-30 00:00:00,"H. Wayne Klekamp, Inc.",905 16th Place,,Vero Beach,FL,32960,Scot Silzer,Orlando,FL,37-2012,Maids and Housekeeping Cleaners,Housekeeper,8,8.22,Hour,8.22,Hour
3573,H-400-13066-154772,2013-03-21 00:00:00,2013-03-07 00:00:00,Certified,H-2B,NC,2013-04-19 00:00:00,2013-12-01 00:00:00,"Wade Hampton Golf Club, Inc.",68 Golf Drive (Highway 107 South),P.O. Box 1920,Cashiers,NC,28717,Jay Ruby,Atlanta,GA,35-3031,Waiters and Waitresses,Food Server,6,10.0,Hour,10.0,Hour
3574,H-400-13066-797647,2013-03-21 00:00:00,2013-03-07 00:00:00,Partial Certified,H-2B,NC,2013-04-19 00:00:00,2013-12-01 00:00:00,"Wade Hampton Golf Club, Inc.",68 Golf Drive (Highway 107 South),P.O. Box 1920,Cashiers,NC,28717,Jay Ruby,Atlanta,GA,39-3093,"Locker Room, Coatroom, and Dressing Room",Men's Locker Room Attendant,2,12.64,Hour,12.64,Hour
3575,H-400-13066-523945,2013-03-21 00:00:00,2013-03-07 00:00:00,Certified,H-2B,,2013-04-17 00:00:00,2013-11-03 00:00:00,BAQUE BROS CONCESSIONS,19848 CAMINO DE ROSA,"[MAIL: PO BOX 2417, RANCHO CUCAMONGA, CA 91729",WALNUT,CA,91789-0000,JAMES JUDKINS,RIO HONDO,TX,39-3091,Amusement and Recreation Attendants,Amusement and Recreation Attendants - Traveling Ca,8,8.55,Hour,8.55,Hour
3576,H-400-13066-382328,2013-03-21 00:00:00,2013-03-07 00:00:00,Certified,H-2B,NJ,2013-03-21 00:00:00,2013-12-01 00:00:00,"NEW JERSEY PREMIER SOCCER, LLC.",200 Sixth Street,,Ocean City,NJ,08226,GREGORY VARTANIAN,BOSTON,MA,27-2022,Coaches and Scouts,Assistant Academy Coach,20,23.2,Hour,23.2,Hour
3577,H-400-13073-278890,2013-04-03 00:00:00,2013-03-14 00:00:00,Certified,H-2B,NC,2013-04-03 00:00:00,2013-12-31 00:00:00,Capt Charlies Seafood Inc.,508 North Road St. - PO Box 169,,Columbia,NC,27925,,,,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",Seafood Processing,164,7.47,Hour,7.47,Hour
3578,H-400-13074-074790,2013-04-03 00:00:00,2013-03-15 00:00:00,Certified,H-2B,NC,2013-04-03 00:00:00,2013-12-31 00:00:00,"Quality Crab Co., Inc.",177 Knobbs Creek Drive,,Elizabeth City,NC,27909,,,,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",Crab Picker,48,7.47,Hour,7.47,Hour
3579,H-400-13046-956181,2013-04-04 00:00:00,2013-03-08 00:00:00,Partial Certified,H-2B,VA,2013-04-04 00:00:00,2013-12-31 00:00:00,"Bevans Oyster Company, Inc.",1090 Skipjack Road,,Kinsale,VA,22488,EVELYN WRIGHT,AMHERST,VA,53-7064,"Packers and Packagers, Hand",fish bait packers,88,7.79,Hour,7.79,Hour
3580,H-400-13072-271935,2013-04-04 00:00:00,2013-03-13 00:00:00,Partial Certified,H-2B,VA,2013-04-04 00:00:00,2013-12-31 00:00:00,"Lake Packing Co., Inc.",755 Lake Landing Drive,,Lottsburg,VA,22511,Elizabeth Whitley,Lovingston,VA,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",Seafood Processors,11,8.91,Hour,8.91,Hour
3581,H-400-13046-755134,2013-04-11 00:00:00,2013-03-12 00:00:00,Partial Certified,H-2B,NC,2013-04-17 00:00:00,2013-12-31 00:00:00,"Bay City Crab, Inc.","P. O. Box 640, Oriental, NC 28571",1131 Main Street Extension,Aurora,NC,27806,EVELYN WRIGHT,AMHERST,VA,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",crab meat pickers,50,7.54,Hour,7.54,Hour
3582,H-400-13065-793157,2013-04-11 00:00:00,2013-03-06 00:00:00,Partial Certified,H-2B,NC,2013-04-11 00:00:00,2013-12-15 00:00:00,Mattamuskeet Crab Co,24694 US Hwy 264,,Swan Quarter,NC,27885,,,,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",Seafood Processing/Crabs,77,7.47,Hour,7.47,Hour
3583,H-400-13063-199313,2013-04-24 00:00:00,2013-03-04 00:00:00,Withdrawn,H-2B,PA,2013-04-01 00:00:00,2013-12-01 00:00:00,Steve Klesaris Racing Stable,314 Belmont Court,,Lincoln University,PA,19352,JEREMY SCHROEDER,King of Prussia,PA,39-2021,Nonfarm Animal Caretakers,Stable Attendant,0,9.22,Hour,9.22,Hour
3584,H-400-13067-917415,2013-04-24 00:00:00,2013-03-08 00:00:00,Withdrawn,H-2B,SD,2013-04-15 00:00:00,2013-10-31 00:00:00,Walsan Inc.,PO Box 426       711 & 804 Glenn St.,,Wall,SD,57790,,,,37-2012,Maids and Housekeeping Cleaners,Housekeeper,0,8.0,Hour,8.0,Hour
3585,H-400-13072-778186,2013-04-24 00:00:00,2013-03-13 00:00:00,Withdrawn,H-2B,SC,2013-04-15 00:00:00,2014-01-30 00:00:00,"Southeast Woodland Services, Inc.",431 Caines Landing Road,,Conway,SC,29526,Christi Tabaretti,Vass,NC,37-3012,"Pesticide Handlers, Sprayers, and Applicators,",Sprayer/Brush Clearer/ Tree Planter,0,10.98,Hour,10.98,Hour
3586,H-400-13073-093238,2013-04-24 00:00:00,2013-03-14 00:00:00,Withdrawn,H-2B,VA,2013-04-01 00:00:00,2013-11-01 00:00:00,HIGH SIERRA POOLS INC,2704 COLUMBIA PIKE,,ARLINGTON,VA,22204,,,,37-2011,"Janitors and Cleaners, Except Maids and","Cleaner, Swimming Pools",0,10.21,Hour,10.21,Hour
3587,H-400-13065-611787,2013-04-26 00:00:00,2013-03-07 00:00:00,Withdrawn,H-2B,MA,2013-04-01 00:00:00,2013-09-30 00:00:00,"H. Wayne Klekamp, Inc.",905 16th Place,,Vero Beach,FL,32960,Scot Silzer,Orlando,FL,37-2012,Maids and Housekeeping Cleaners,Housekeeper,0,9.24,Hour,9.24,Hour
3588,H-400-13029-300359,2013-04-30 00:00:00,2013-02-28 00:00:00,Denied,H-2B,NJ,2013-04-01 00:00:00,2013-10-27 00:00:00,"UV SALES, INC",24 LINK DRIVE,,ROCKLEIGH,NJ,07647,,,,41-2031,Retail Salespersons,Sales Associate,0,9.0,Hour,9.0,Hour
3589,H-400-13043-581225,2013-04-30 00:00:00,2013-02-27 00:00:00,Denied,H-2B,TX,2013-06-01 00:00:00,2013-10-31 00:00:00,RUSH CREEK YACHT CLUB,320 RUSH CREEK DRIVE,,HEATH,TX,75032,,,,25-3999,"Teachers and Instructors, All Other*",Sailing Instructor,0,14.0,Hour,14.0,Hour
3590,H-400-13052-469501,2013-04-30 00:00:00,2013-03-12 00:00:00,Denied,H-2B,IL,2013-03-04 00:00:00,2013-08-30 00:00:00,ZAGREB II LLC,510 S. PERRYVILLE RD.,,ROCKFORD,IL,61108,,,,35-3011,Bartenders,BARTENDERS,0,10.0,Bi-Weekly,10.0,Bi-Weekly
3591,H-400-13060-918844,2013-04-30 00:00:00,2013-03-01 00:00:00,Denied,H-2B,IN,2013-03-01 00:00:00,2013-08-30 00:00:00,MAPLE GROVE DISTRIBUTING INC.,10998 EAST STATE RD 18,,GALVESTON,IN,46932,,,,53-7062,"Laborers and Freight, Stock, and Material Movers,",WAREHOUSE STOCKING,0,0.0,Hour,0.0,Hour
3592,H-400-13064-355577,2013-04-30 00:00:00,2013-03-05 00:00:00,Denied,H-2B,WI,2013-05-01 00:00:00,2013-09-30 00:00:00,Dells Store LLC,1550 Wisconsin Dells Parkway,,Wisconsin Dells,WI,53965,,,,11-2022,Sales Managers,Imaging Supervisor - Photo Manager,0,10.0,Hour,10.0,Hour
3593,H-400-13066-603389,2013-04-30 00:00:00,2013-03-07 00:00:00,Denied,H-2B,PR,2013-04-01 00:00:00,2015-03-28 00:00:00,MARIO C. MIRANDA MD,VISTA BELLA,N1 CALLE 5,BAYAMON,PR,00956,,,,31-9092,Medical Assistants,Medical Assistant,0,12.0,Hour,12.0,Hour
3594,H-400-13067-085822,2013-04-30 00:00:00,2013-03-08 00:00:00,Denied,H-2B,PA,2013-04-25 00:00:00,2013-10-22 00:00:00,RON'S CARBBIEAN CUSINE,RON'S CARIBBEAN CUISINE,5726 NORTH BROARD STREET,PHILADELPHIA,PA,19141,,,,35-3021,"Combined Food Preparation and Serving Workers,",food servers,0,8.75,Bi-Weekly,8.75,Bi-Weekly
3595,H-400-13070-571596,2013-04-30 00:00:00,2013-03-11 00:00:00,Denied,H-2B,SD,2013-04-01 00:00:00,2013-12-02 00:00:00,pro contracting inc.,po box 673,2220 w 23rd ave,mitchell,SD,57301,,,,47-2061,Construction Laborers,laborer,0,10.0,Hour,10.0,Hour
3596,H-400-13070-370039,2013-04-30 00:00:00,2013-03-11 00:00:00,Denied,H-2B,MS,2013-03-31 00:00:00,2014-03-30 00:00:00,Mandal's Inc,4002 Hewes Avenue,,Gulfport,MS,39507,Jeremy Anderson,Gulfport,MS,47-2211,Sheet Metal Workers,Sheetmetal Worker,0,12.0,Hour,12.0,Hour
3597,H-400-13070-678872,2013-04-30 00:00:00,2013-03-11 00:00:00,Denied,H-2B,VA,2013-07-17 00:00:00,2015-07-17 00:00:00,BHEBOT EROTIC FASHIONS,161 EAST LITTLE CREEK ROAD,161 east little creek road,NORFOLK,VA,23505,,,,41-9799,"Sales and Related Workers, All Other*",cashier inventory,0,7.25,Hour,7.25,Hour
3598,H-400-13072-967833,2013-04-30 00:00:00,2013-03-13 00:00:00,Denied,H-2B,,2013-03-25 00:00:00,2013-10-25 00:00:00,Bakery Dave's LLC,14245 Sinking Creek Rd.,,Bristol,VA,24202,,,,,,Bakers Aid,0,200.0,Month,200.0,Month
3599,H-400-13074-044093,2013-04-30 00:00:00,2013-03-15 00:00:00,Denied,H-2B,AL,2013-07-01 00:00:00,2014-07-01 00:00:00,PERRY HOME,3277 CR 69,,KILLEN,AL,35645,,,,39-9011,Childcare Workers,Nanny- Au Pair,0,10.0,Month,10.0,Month
3600,H-400-13094-416563,2013-04-30 00:00:00,2013-04-04 00:00:00,Partial Certified,H-2B,MS,2013-06-01 00:00:00,2014-03-15 00:00:00,"Forestall Company, Inc.","2539 John Hawkins Parkway, Ste 101179",,Birmingham,AL,35244,Stephen Ward,Coeur d'Alene,ID,45-4011,Forest and Conservation Workers,Forestry Worker (SCA),122,10.5,Hour,10.5,Hour
3601,H-400-13090-347663,2013-05-01 00:00:00,2013-03-31 00:00:00,Denied,H-2B,GA,2013-04-10 00:00:00,2016-03-25 00:00:00,MOLDOVA GEORGIA USA BUSINESS CENTER LLC,2915 IRWIN BRIDGE ROAD NW,,CONYERS,GA,30012,,,,11-1021,General and Operations Managers,security/transportation/permits manager,0,50000.0,Year,50000.0,Year
3602,H-400-13091-154081,2013-05-01 00:00:00,2013-04-01 00:00:00,Denied,H-2B,,2013-05-01 00:00:00,2015-05-01 00:00:00,"Treasure Coast Building Company, Inc",3146 Naylor Terrace,,Fort Pierce,FL,34982,,,,47-4011,Construction and Building Inspectors,Concrete Restoration Specialist,0,21.63,Hour,21.63,Hour
3603,H-400-13091-186202,2013-05-01 00:00:00,2013-04-01 00:00:00,Withdrawn,H-2B,HI,2013-08-01 00:00:00,2015-08-31 00:00:00,MARILYN C. JACOBE INSURANCE INC.,970 N. KALAHEO AVE #A110,,KAILUA,HI,96734,,,,43-9061,"Office Clerks, General",Secretary/Nanny,0,8.0,Hour,8.0,Hour
3604,H-400-13098-533857,2013-05-01 00:00:00,2013-04-08 00:00:00,Withdrawn,H-2B,TX,2013-04-21 00:00:00,2014-01-21 00:00:00,J.P.K Construction,814 SE Ave G,,Seminole,TX,79360,Iram Jafri,Windsor,,47-2061,Construction Laborers,Construction Worker,0,12.44,Hour,12.44,Hour
3605,H-400-13067-728450,2013-05-03 00:00:00,2013-03-08 00:00:00,Withdrawn,H-2B,TX,2013-03-18 00:00:00,2013-09-30 00:00:00,PlantBikes LLC,401 S Water Street,,Corpus Christi,TX,78401,WILLIAM HUMBLE III,CORPUS CHRISTI,TX,17-2199,"Engineers, All Other",Factory Manager,0,34.82,Hour,34.82,Hour
3606,H-400-13057-139519,2013-05-07 00:00:00,2013-03-18 00:00:00,Denied,H-2B,ID,2013-05-16 00:00:00,2014-03-15 00:00:00,SAWTELLE MOUNTAIN ADVENTURES,1355 E LINCOLN RD,,IDAHO FALLS,ID,83401,,,,37-2012,Maids and Housekeeping Cleaners,Housekeeper,0,7.5,Hour,7.5,Hour
3607,H-400-13072-346987,2013-05-07 00:00:00,2013-03-16 00:00:00,Denied,H-2B,WI,2013-05-01 00:00:00,2013-12-15 00:00:00,Christopher Mann,P.O. Box 555,,East Troy,WI,53120,ROBERT PERKINS,CULVER CITY,CA,37-1011,First-Line Supervisors of Housekeeping and,Household Manager,0,20.86,Hour,20.86,Hour
3608,H-400-13072-067658,2013-05-07 00:00:00,2013-03-13 00:00:00,Denied,H-2B,GA,2013-05-09 00:00:00,2014-05-09 00:00:00,LISA AMOS,221 TALL OAKS DR.,,ALTO,GA,30510,,,,21-1021,"Child, Family, and School Social Workers",Teacher/Family Support,0,8.0,Hour,8.0,Hour
3609,H-400-13074-556680,2013-05-07 00:00:00,2013-03-15 00:00:00,Denied,H-2B,LA,2013-04-01 00:00:00,2014-04-01 00:00:00,"VISION CITY DEVELOPMENT GROUP, LLC",447 THIRD STREET,SUITE 200,BATON ROUGE,LA,70802,,,,15-1133,"Software Developers, Systems Software",President & Chief Executive Office,0,0.0,Year,0.0,Year
3610,H-400-13074-501740,2013-05-07 00:00:00,2013-03-15 00:00:00,Denied,H-2B,NY,2013-05-15 00:00:00,2013-09-15 00:00:00,"Rachel's Sunshine Cleaning, LLC",899 Evergreen Walk,P.O Box 542,Ocean Beach,NY,11770,Ann Barcher,Poughkeepsie,NY,37-2012,Maids and Housekeeping Cleaners,Housekeeper/cleaner,0,10.0,Hour,10.0,Hour
3611,H-400-13077-825297,2013-05-07 00:00:00,2013-03-18 00:00:00,Denied,H-2B,,2013-05-01 00:00:00,2013-09-30 00:00:00,"ARQ, LLC","15707 Rockfield Blvd, Suite 115",,Irvine,CA,92618,William Cumming,Costa Mesa,CA,49-2021,"Radio, Cellular, and Tower Equipment Installers",RF Technician,0,6400.0,Month,6400.0,Month
3612,H-400-13077-346466,2013-05-07 00:00:00,2013-03-18 00:00:00,Denied,H-2B,CA,2013-08-01 00:00:00,2016-08-31 00:00:00,THAI TOWN CENTER,3700 SAN PABLO DAM ROAD,,"EL SOBRANTE,",CA,94803,,,,11-9141,"Property, Real Estate, and Community Association",BUILDING MANAGER/OFFICE MANAGER,0,1200.0,Bi-Weekly,1200.0,Bi-Weekly
3613,H-400-13078-914827,2013-05-07 00:00:00,2013-03-19 00:00:00,Denied,H-2B,,2013-05-01 00:00:00,2014-04-30 00:00:00,POWERSOUND MARKETING INC.,16748-9C E SMOKY HILL RD.,PMB 332,CENTENNIAL,CO,80015,,,,41-9011,Demonstrators and Product Promoters,Product Specialist,0,10.0,Hour,10.0,Hour
3614,H-400-13080-302638,2013-05-07 00:00:00,2013-03-21 00:00:00,Denied,H-2B,WV,2013-02-01 00:00:00,2013-11-30 00:00:00,"Latham Pool Products, Inc.",176 Viking Drive,,Jane Lew,WV,26378,MARVIC THOMPSON,BATON ROUGE,LA,51-9198,Helpers--Production Workers,Helpers Production Workers,0,9.94,Hour,9.94,Hour
3615,H-400-13084-841721,2013-05-07 00:00:00,2013-03-25 00:00:00,Denied,H-2B,CT,2013-06-01 00:00:00,2013-12-01 00:00:00,"RPTC, LLC",300 BOSTON POST ROAD,,ORANGE,CT,06477,,,,49-9071,"Maintenance and Repair Workers, General",Platform tennis court maintainer,0,15.0,Hour,15.0,Hour
3616,H-400-12352-217789,2013-05-09 00:00:00,2013-01-24 00:00:00,Certified,H-2B,FL,2013-05-09 00:00:00,2013-10-31 00:00:00,DESTIN FIRE CONTROL DISTRICT,848 AIRPORT ROAD,,DESTIN,FL,32541,KENDRA ELLIOTT,ENOLA,PA,33-9092,"Lifeguards, Ski Patrol, and Other Recreational",Lifeguard II,4,9.77,Hour,9.77,Hour
3617,H-400-12361-373171,2013-05-10 00:00:00,2013-01-23 00:00:00,Certified,H-2B,,2013-05-10 00:00:00,2013-11-30 00:00:00,"Green Tree Reforestation, LLC",1020 Alexander Extension Road,,Grandview,WA,98930,Patricia Khan,LACEY,WA,45-4011,Forest and Conservation Workers,Reforestation Worker,5,11.23,Hour,11.23,Hour
3618,H-400-13006-562878,2013-05-10 00:00:00,2013-03-06 00:00:00,Certified,H-2B,NJ,2013-05-10 00:00:00,2013-11-30 00:00:00,"SANCHEZ LANDSCAPING, LLC",39 LINCOLN AVE,,JAMSBURG,NJ,08831,,,,37-3011,Landscaping and Groundskeeping Workers,Landscaping Ground-keepers,5,12.450000000000001,Hour,12.450000000000001,Hour
3619,H-400-13022-881848,2013-05-10 00:00:00,2013-02-26 00:00:00,Denied,H-2B,OK,2013-04-01 00:00:00,2013-11-30 00:00:00,"K & G Industrial Services, LLC",26532 Railroad Avenue,,Loxley,AL,36551,JASON MILLS,FORT WORTH,TX,47-2021,Brickmasons and Blockmasons,Refractory Brick Mason,0,18.75,Hour,18.75,Hour
3620,H-400-13030-448733,2013-05-10 00:00:00,2013-02-26 00:00:00,Denied,H-2B,TX,2013-04-01 00:00:00,2013-11-30 00:00:00,"K & G Industrial Services, LLC",26532 Railroad Avenue,,Loxley,AL,36551,JASON MILLS,FORT WORTH,TX,47-2021,Brickmasons and Blockmasons,Refractory Brick Mason,0,18.75,Hour,18.75,Hour
3621,H-400-13044-212091,2013-05-10 00:00:00,2013-02-26 00:00:00,Certified,H-2B,TX,2013-05-10 00:00:00,2013-11-30 00:00:00,LOS VALLES PRODUCE INC.,3915 NOGALITOS,,SAN ANTONIO,TX,78211,FAYE KOLLY,SAN ANTONIO,TX,35-2021,Food Preparation Workers,Fruit Cutter,15,9.13,Hour,9.13,Hour
3622,H-400-13044-700141,2013-05-10 00:00:00,2013-02-25 00:00:00,Denied,H-2B,NE,2013-04-01 00:00:00,2013-11-15 00:00:00,"DOWNEY DRILLING, INC.",402 NORTH GRANT STREET,,LEXINGTON,NE,68850,BRENT WOLZEN,LINCOLN,NE,47-5021,"Earth Drillers, Except Oil and Gas",Drilling Assistant,0,10.0,Hour,10.0,Hour
3623,H-400-13049-682914,2013-05-10 00:00:00,2013-03-08 00:00:00,Denied,H-2B,FL,2013-04-01 00:00:00,2013-07-31 00:00:00,"GEIP, Inc.",5750 Major Boulevard,Suite 220,Orlando,FL,32819,PHILIP ZYNE,HEATHROW,FL,31-1012,"Nursing Aides, Orderlies, and Attendants*",Certified Nursing Assistant,0,10.02,Hour,10.02,Hour
