,CASE_NO,DECISION_DATE,NPC_SUBMITTED_DATE,CASE_STATUS,VISA_CLASS,ALIEN_WORK_STATE,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,DOT_OCCUPATIONAL_CODE,DOT_NAME,SOC_CODE,SOC_NAME,JOB_TITLE,NBR_WORKERS_REQUESTED,NBR_WORKERS_CERTIFIED,PREVAILING_WAGE,PW_UNIT_OF_PAY,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY
3990,C-11066-54332,2011-03-10,2011-03-07,CERTIFIED,H-2B,ID,2011-04-15,2011-11-15,CEDERA LANDSCAPE LLC,STATE HIGHWAY 31 MILE MARKER 96,P.O. BOX 181,SWAN VALLEY,ID,83449,WILLIAM VELIE,NORMAN,OK,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",3.0,3,,,,
3991,C-11038-53822,2011-04-01,2011-02-07,PARTIAL CERTIFIED,H-2B,ID,2011-04-01,2011-11-30,"5 STAR FORESTRY, LLC",6085 HIGHWAY 12,,KOOSKIA,ID,83539,"BRIAN A MANGINES / BRIAN A. MANGINES, P.A.",BOCA RATON,FL,452.687-018,Tree Planter,454011.0,Forest and Conservation Workers,TREE PLANTER,60.0,54,9.57,HR,9.57,HR
3992,C-10313-51628,2010-12-07,2010-11-09,DENIED,H-2B,MO,2010-10-01,2011-05-31,"5 STAR FORESTRY, LLC",6085 HIGHWAY 12,,KOOSKIA,ID,83539,BRIAN A. MANGINES,BOCA RATON,FL,452.687-018,Tree Planter,454011.0,Forest and Conservation Workers,TREE PLANTER,120.0,0,10.9,HR,10.9,HR
3993,C-11087-54594,2011-04-28,2011-03-28,DENIED,H-2B,ID,2011-05-01,2011-12-01,MICHAEL E. MARCH DBA MIKE'S STONE SUPPLY,11473 W. JENILYN CRT.,,BOISE,ID,83713,,,,771.684-010,Rock Splitter,519031.0,"Cutters and Trimmers, Hand",ROCK SPLITTER,4.0,0,12.55,HR,12.55,HR
3994,C-11024-53575,2011-03-07,2011-01-24,DENIED,H-2B,ID,2011-03-01,2011-09-30,SCOTT'S KINGDOME STONE,160 RIVER DR.,,CLARK FORK,ID,83811,,,,861.381-038,Stonemason,472022.0,Stonemasons,STONEMASON,6.0,0,9.23,HR,9.23,HR
3995,C-10301-51386,2010-11-03,2010-10-28,PARTIAL CERTIFIED,H-2B,MS,2010-12-06,2011-07-31,"ALPHA SERVICES, LLC",1141 N 3RD STREET,,POST FALLS,ID,83814,GINNY MUILENBURG,COEUR D'ALENE,ID,452.687-010,Forest Worker,454011.0,Forest and Conservation Workers,FOREST WORKER,300.0,291,11.14,HR,11.14,HR
3996,C-11081-54523,2011-03-29,2011-03-22,PARTIAL CERTIFIED,H-2B,ID,2011-04-26,2011-07-31,"ALPHA SERVICES, LLC",1141 N. 3RD STREET,"PO BOX 3369, COEUR D'ALENE, ID, 83816-3369",POST FALLS,ID,83814,GINNY MUILENBURG,COEUR D'ALENE,ID,452.687-010,Forest Worker,454011.0,Forest and Conservation Workers,FOREST WORKER,200.0,193,9.57,HR,9.57,HR
3997,C-11137-54915,2011-06-03,2011-05-17,PARTIAL CERTIFIED,H-2B,MN,2011-06-21,2011-12-15,"NORTERRA SERVICES, LLC",1137 N. 3RD ST.,SUITE B,COEUR D'ALENE,ID,83814,STEPHEN WARD,COEUR D'ALENE,ID,408.664-010,Tree Trimmer,373013.0,Tree Trimmers and Pruners,TREE TRIMMER,60.0,53,10.26,HR,10.26,HR
3998,C-11179-55123,2011-07-14,2011-06-28,PARTIAL CERTIFIED,H-2B,ID,2011-08-15,2011-12-15,"NORTERRA SERVICE, LLC",1137 N. 3RD ST. SUITE B,,COEUR D'ALENE,ID,83814,STEPHEN WARD,COEUR D'ALENE,ID,452.687-010,Forest Worker,454011.0,Forest and Conservation Workers,FOREST WORKER,70.0,66,9.57,HR,9.57,HR
3999,C-11199-55239,2011-07-27,2011-07-18,CERTIFIED,H-2B,GA,2011-08-15,2011-12-15,"NORTERRA SERVICE, LLC",1137 N. 3RD ST. SUITE B,,COEUR D'ALENE,ID,83814,STEPHEN WARD,COEUR D'ALENE,ID,452.687-010,Forest Worker,454011.0,Forest and Conservation Workers,FOREST WORKER,120.0,120,8.34,HR,8.34,HR
4000,C-11026-53638,2011-02-15,2011-01-26,CERTIFIED,H-2B,ID,2011-02-01,2011-11-30,PARADISE AMUSEMENTS,PO BOX 1149,,COEUR D'ALENE,ID,83816,JAMES KENDRICK JUDKINS,RIO HONDO,TX,349.664-010,Amusement Park Worker,393091.0,Amusement and Recreation Attendants,AMUSEMENT PARK WORKER,25.0,25,303.6,WK,303.6,WK
4001,C-11066-54336,2011-04-18,2011-03-07,PARTIAL CERTIFIED,H-2B,UT,2011-04-01,2011-12-31,"ECO GROUP, LLC",101 W. PRAIRIE SHOPPING CTR.,,HAYDEN,ID,83835,GINNY MUILENBURG,COEUR D'ALENE,ID,452.687-010,Forest Worker,454011.0,Forest and Conservation Workers,FOREST WORKER,118.0,106,12.94,HR,12.94,HR
4002,C-10272-51098,2010-10-15,2010-09-29,PARTIAL CERTIFIED,H-2B,ID,2011-01-04,2011-10-31,SYLVER TREES,1471 OLD HIGHWAY  2 LOOP,PO BOX 210,MOYIE SPRINGS,ID,83845,GINNY MUILENBURG,COEUR D'ALENE,ID,452.687-010,Forest Worker,454011.0,Forest and Conservation Workers,FOREST WORKER,60.0,55,10.55,HR,10.55,HR
4003,C-10277-51126,2010-10-14,2010-10-04,PARTIAL CERTIFIED,H-2B,AZ,2010-10-17,2011-06-30,C&R FORESTRY,780 N. CECIL SUITE 203,,POST FALLS,ID,83854,GINNY MUILENBURG,COEUR D'ALENE,ID,452.687-010,Forest Worker,454011.0,Forest and Conservation Workers,FOREST WORKER,45.0,31,9.57,HR,9.57,HR
4004,C-11053-54154,2011-03-31,2011-02-22,PARTIAL CERTIFIED,H-2B,UT,2011-04-14,2011-12-20,ALVAREZ ENVIRONMENTAL,780 N. CECIL RD. STE 203,,POST FALLS,ID,83854,STEPHEN WARD,COEUR D'ALENE,ID,452.687-010,Forest Worker,454011.0,Forest and Conservation Workers,FOREST WORKER,60.0,52,,,,
4005,C-11098-54678,2011-04-08,2011-04-07,PARTIAL CERTIFIED,H-2B,ID,2011-04-01,2011-10-28,"PROGRESSIVE FORESTRY SERVICES, INC.",1869 E SELTICE WAY #394,,POST FALLS,ID,83854,STEPHEN WARD,COEUR D'ALENE,ID,452.687-010,Forest Worker,454011.0,Forest and Conservation Workers,FOREST WORKER,60.0,53,9.58,HR,9.58,HR
4006,C-11019-53439,2011-03-16,2011-01-18,DENIED,H-2B,ID,2011-04-01,2011-10-28,"PROGRESSIVE FORESTRY SERVICES, INC.",1869 E SELTICE WAY #394,,POST FALLS,ID,83854,STEPHEN WARD,COEUR D'ALENE,ID,452.687-010,Forest Worker,454011.0,Forest and Conservation Workers,FOREST WORKER,60.0,0,9.08,HR,9.08,HR
4007,C-11021-53523,2011-02-08,2011-01-21,PARTIAL CERTIFIED,H-2B,UT,2011-04-01,2011-10-31,"MD PROPERTY SERVICES, INC","947 SOUTH 500 EAST, SUITE 210",,AMERICAN FORK,UT,84003,SPENCER P. CALL,SALT LAKE CITY,UT,408.684-010,Lawn-Service Worker,373011.0,Landscaping and Groundskeeping Workers,LAWN SERVICE WORKER,20.0,19,8.01,HR,8.01,HR
4008,C-11062-54307,2011-04-13,2011-03-03,DENIED,H-2B,UT,2011-05-01,2011-11-30,TRI CITY GOLF COURSE DBA FOX HOLLOW GOLF COURSE,1400 N 200 E,,AMERICAN FORK,UT,84003,,,,406.684-014,"Groundskeeper, Industrial-Commercial",373011.0,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",13.0,0,8.01,HR,8.01,HR
4009,C-11074-54447,2011-03-18,2011-03-15,PARTIAL CERTIFIED,H-2B,UT,2011-04-01,2011-11-01,STAR LANDSCAPE AND ENGINEERING DBA STAR LANDSCAPE,3088 S 600 WEST,,BOUNTIFUL,UT,84010,RITA ROMERO/ FEDERATION OF EMPLOYERS AND WORKERS O,BAY CITY,TX,406.684-014,"Groundskeeper, Industrial-Commercial",373011.0,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",15.0,9,8.97,HR,8.97,HR
4010,C-11069-54375,2011-03-15,2011-03-10,PARTIAL CERTIFIED,H-2B,UT,2011-05-01,2011-11-24,"ALL STATES LAWN & LANDSCAPE, INC.","P.O. BOX 1586, DRAPER, UT 84094",611 WEST 12300 SOUTH,DRAPER,UT,84020,EVELYN AMANDA WRIGHT,ROSELAND,VA,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",25.0,19,8.97,HR,8.97,HR
4011,C-10319-51744,2010-12-16,2010-11-15,DENIED,H-2B,UT,2011-03-01,2011-12-15,STAPP CONSTRUCTION,649 WEST 250 S,,FARMINGTON,UT,84025,JOEL GUERRERO,MIDVALE,UT,862.684-014,"Laborer, Construction or Leak Gang",519198.0,Helpers--Production Workers,"LABORER, CONSTRUCTION OR LEAK GANG",8.0,0,10.0,HR,10.0,HR
4012,C-10361-52782,2011-01-25,2010-12-27,DENIED,H-2B,UT,2011-03-01,2011-12-15,STAPP CONSTRUCTION DBA GREG STAPP,649 W 250 S,,FARMINGTON,UT,84025,,,,862.684-014,"Laborer, Construction or Leak Gang",519198.0,Helpers--Production Workers,"LABORER, CONSTRUCTION OR LEAK GANG",8.0,0,10.0,HR,10.0,HR
4013,C-11157-55005,2011-07-06,2011-06-06,DENIED,H-2B,UT,2011-08-01,2011-12-31,STAPP CONSTRUCTION INC.,649 W 250 S,,FARMINGTON,UT,84025,,,,869.664-014,Construction Worker I,473012.0,Helpers--Carpenters,CONSTRUCTION WORKER I,10.0,0,,HR,10.0,HR
4014,C-10356-52639,2010-12-29,2010-12-22,CERTIFIED,H-2B,UT,2011-04-01,2011-10-31,"BEAR LAKE LANDSCAPE, INC.",60 SOUTH 300 WEST,P.O. BOX 244,GARDEN CITY,UT,84028,ELIZABETH D. WHITLEY,LOVINGSTON,VA,406.684-014,"Groundskeeper, Industrial-Commercial",373011.0,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",20.0,20,8.41,HR,8.41,HR
4015,C-11039-53921,2011-03-24,2011-02-08,DENIED,H-2B,UT,2011-05-01,2011-12-15,STAPP CONSTRUCTION DBA GREG STAPP,649 W 250 S,,FARMINGTON,UT,84047,,,,869.664-014,Construction Worker I,473012.0,Helpers--Carpenters,CONSTRUCTION WORKER I,8.0,0,10.0,HR,10.0,HR
4016,C-11054-54193,2011-03-08,2011-02-23,PARTIAL CERTIFIED,H-2B,UT,2011-04-01,2011-10-31,"GOLDEN MAINTENANCE, LC",1853 W. 1000 S.,,OREM,UT,84058,"DEBORAH ANN SNOW/DAY SHELL & LILJENQUIST, LC",MURRAY,UT,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",40.0,40,8.01,HR,8.01,HR
4017,C-10316-51684,2010-11-17,2010-11-12,CERTIFIED,H-2B,UT,2010-11-19,2011-04-15,MONTAGE HOTELS & RESORTS DBA MONTAGE DEER VALLEY,9204 MARSAC AVE,,PARK CITY,UT,84060,JOHN MCNAMARA,AUSTIN,TX,323.687-014,"Cleaner, Housekeeping",372012.0,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",12.0,12,,HR,11.0,HR
4018,C-10316-51691,2010-11-17,2010-11-12,CERTIFIED,H-2B,UT,2010-11-19,2011-04-15,MONTAGE HOTELS & RESORTS DBA MONTAGE DEER VALLEY,9204 MARSAC AVE,,PARK CITY,UT,84060,JOHN MCNAMARA,AUSTIN,TX,335.677-010,Cooling-Room Attendant,393093.0,"Locker Room, Coatroom, and Dressing Room Attendants",COOLING ROOM ATTENDANT,7.0,7,,,,
4019,C-10316-51716,2010-11-17,2010-11-12,CERTIFIED,H-2B,UT,2010-11-19,2011-04-15,MONTAGE HOTELS & RESORTS DBA MONTAGE DEER VALLEY,9204 MARSAC AVE,,PARK CITY,UT,84060,JOHN MCNAMARA,AUSTIN,TX,311.677-018,Dining Room Attendant,359011.0,Dining Room and Cafeteria Attendants and Bartender Helpers,DINING ROOM ATTENDANT,11.0,11,7.99,HR,7.99,HR
4020,C-11060-54271,2011-03-07,2011-03-01,CERTIFIED,H-2B,UT,2011-04-15,2011-11-15,"PIVOTAL PROMONTORY DEVELOPMENT, LLC",8758 N. PROMONTORY RANCH ROAD,,PARK CITY,UT,84060,,,,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",30.0,30,,,,
4021,C-11223-55390,2011-08-18,2011-08-11,CERTIFIED,H-2B,UT,2011-11-01,2012-06-30,U.S. SKI & SNOWBOARD ASSOCIATION (U.S. SKI TEAM ),"PO BOX 100, 1 VICTORY LANE",,PARK CITY,UT,84060,DAVID E. LITTLEFIELD,SALT LAKE CITY,UT,153.117-010,Head Coach,272022.0,Coaches and Scouts,HEAD COACH,8.0,8,8.32,HR,15.97,HR
4022,C-10354-52466,2010-12-22,2010-12-20,CERTIFIED,H-2B,UT,2011-03-01,2011-11-30,"CITY OF FUN CARNIVAL, INC.",532 E. 1100 NORTH,,PLEASANT GROVE,UT,84062,JAMES KENDRICK JUDKINS,RIO HONDO,TX,349.664-010,Amusement Park Worker,393091.0,Amusement and Recreation Attendants,AMUSEMENT PARK WORKER,19.0,19,,,,
4023,C-11049-54125,2011-03-30,2011-02-18,DENIED,H-2B,UT,2011-04-01,2011-11-30,VALLEYCREST LANDSCAPE DEVELOPMENT (VCD UTAH,9133 S. MONROE (150 WEST) SUITE D,,SANDY,UT,84070,,,,406.684-014,"Groundskeeper, Industrial-Commercial",373011.0,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",20.0,0,8.97,HR,8.97,HR
4024,C-11018-53421,2011-01-24,2011-01-18,PARTIAL CERTIFIED,H-2B,UT,2011-04-01,2011-10-31,PEREZ LANDSCAPING INC.,5447 BALSA AVENUE.,,WEST JORDAN,UT,84081,,,,406.684-014,"Groundskeeper, Industrial-Commercial",373011.0,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",18.0,16,13.78,HR,13.78,HR
4025,C-10355-52554,2011-01-12,2010-12-21,DENIED,H-2B,UT,2011-03-01,2011-10-31,PEREZ LANDSCAPING INC.,5447 BALSA AVE,,WEST JORDAN,UT,84081,,,,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",18.0,0,13.78,HR,13.78,HR
4026,C-11117-54793,2011-05-09,2011-04-27,CERTIFIED,H-2B,UT,2011-05-15,2011-11-30,"M&M ASPHALT SERVICES, INC.",5464 WEST LEO PARK ROAD,,WEST JORDAN,UT,84081,JOEL VICTOR ANDERSON,AURORA,CO,853.663-010,Asphalt-Paving-Machine Operator,472071.0,"Paving, Surfacing, and Tamping Equipment Operators",ASPHALT PAVING MACHINE OPERATOR,4.0,4,13.5,HR,13.5,HR
4027,C-11024-53574,2011-02-10,2011-01-24,CERTIFIED,H-2B,UT,2011-04-01,2011-11-15,"ODYSSEY LANDSCAPE, INC.",1355 WEST 8120 SOUTH,,WEST JORDAN,UT,84088,SPENCER PRATT CALL,SALT LAKE CITY,UT,406.684-014,"Groundskeeper, Industrial-Commercial",373011.0,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",18.0,18,13.47,HR,13.47,HR
4028,C-11066-54347,2011-04-22,2011-03-07,DENIED,H-2B,UT,2011-04-01,2011-11-30,TURF SPRINKLER CO,2808 E MT JORDAN RD,,SANDY,UT,84092,,,,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",40.0,0,8.97,HR,8.97,HR
4029,C-11234-55441,2011-09-23,2011-08-22,DENIED,H-2B,UT,2011-11-01,2012-05-15,SNOWBIRD CORPORATION,STATE HWY 210,P.O. BOX 929000,SANDY,UT,84092,BARBARA V. MELENDEZ / KIRTON & MCCONKIE,SALT LAKE CITY,UT,317.687-010,Cook Helper,352021.0,Food Preparation Workers,COOK HELPER,12.0,0,7.25,HR,7.4,HR
4030,C-11234-55446,2011-09-23,2011-08-22,DENIED,H-2B,UT,2011-11-01,2012-05-15,SNOWBIRD CORPORATION,PO BOX 929000,STATE HWY 210,SANDY,UT,84092,"BARBARA V. MELENDEZ, KIRTON & MCCONKIE",SALT LAKE CITY,UT,341.367-010,Recreation-Facility Attendant,393091.0,Amusement and Recreation Attendants,RECREATION FACILITY ATTENDANT,10.0,0,7.69,HR,7.69,HR
4031,C-11234-55447,2011-09-23,2011-08-22,DENIED,H-2B,UT,2011-11-01,2012-04-30,SNOWBIRD CORPORATION,P.O. BOX 929000,STATE HWY 210,SANDY,UT,84092,BARBARA V. MELENDEZ,SALT LAKE CITY,UT,099.227-038,Teacher,253021.0,Self-Enrichment Education Teachers,TEACHER,10.0,0,10.0,HR,10.0,HR
4032,C-11234-55440,2011-09-23,2011-08-22,DENIED,H-2B,UT,2011-11-01,2012-05-15,SNOWBIRD CORPORATION,STATE HWY 210,PO BOX 929000,SANDY,UT,84092,BARBARA V. MELENDEZ,SALT LAKE CITY,UT,311.677-018,Dining Room Attendant,359011.0,Dining Room and Cafeteria Attendants and Bartender Helpers,DINING ROOM ATTENDANT,8.0,0,7.4,HR,7.4,HR
4033,C-11210-55322,2011-08-03,2011-07-29,PARTIAL CERTIFIED,H-2B,UT,2011-11-01,2012-04-20,ASC UTAH DBA THE CANYONS,4000 CANYONS RESORT DRIVE,,PARK CITY,UT,84098,,,,323.687-014,"Cleaner, Housekeeping",372012.0,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",60.0,59,7.79,HR,9.5,HR
4034,C-11243-55507,2011-09-07,2011-08-31,PARTIAL CERTIFIED,H-2B,UT,2011-11-15,2012-04-20,ASC UTAH DBA THE CANYONS,4000 CANYONS RESORT DRIVE,,PARK CITY,UT,84098,,,,350.677-030,Waiter/Waitress,353031.0,Waiters and Waitresses,WAITER/WAITRESS,50.0,49,9.0,HR,9.0,HR
4035,C-11202-55282,2011-08-10,2011-07-21,CERTIFIED,H-2B,UT,2011-10-23,2012-02-12,ASC UTAH DBA THE CANYONS,4000 CANYONS RESORT DRIVE,,PARK CITY,UT,84098,,,,969.685-010,Snowmaker,519199.0,"Production Workers, All Other",SNOWMAKER,15.0,15,,,,
4036,C-11264-55570,2011-09-27,2011-09-21,CERTIFIED,H-2B,UT,2011-12-12,2012-04-20,ASC UTAH DBA THE CANYONS,4000 CANYONS RESORT DRIVE,,PARK CITY,UT,84098,,,,153.227-018,"Instructor, Sports",399031.0,Fitness Trainers and Aerobics Instructors,"INSTRUCTOR, SPORTS",70.0,70,10.0,HR,10.0,HR
4037,C-11024-53563,2011-01-27,2011-01-24,PARTIAL CERTIFIED,H-2B,UT,2011-04-01,2011-11-30,GREAT WESTERN LANDSCAPE INC,3706 WEST 500 SOUTH,,SALT LAKE CITY,UT,84104,BRANDI COWAN,BAY CITY,TX,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",30.0,28,,,,
4038,C-10336-52114,2010-12-06,2010-12-02,CERTIFIED,H-2B,UT,2011-03-01,2011-10-31,"TERRAWORKS, INC",609 S. 4050 W.,,SALT LAKE CITY,UT,84104,"ELIZABETH D. WHITLEY / MAS LABOR H2B, LLC",LOVINGSTON,VA,406.684-014,"Groundskeeper, Industrial-Commercial",373011.0,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",12.0,12,8.97,HR,8.97,HR
4039,C-11012-53318,2011-01-19,2011-01-12,PARTIAL CERTIFIED,H-2B,UT,2011-04-01,2011-11-30,"TUCK LANDSCAPING, INC.",237 BERGER LANE,,MURRAY,UT,84107,ELIZABETH D. WHITLEY,LOVINGSTON,VA,406.684-014,"Groundskeeper, Industrial-Commercial",373011.0,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",50.0,44,8.97,HR,8.97,HR
4040,C-10363-52875,2011-01-12,2010-12-29,DENIED,H-2B,UT,2011-04-01,2011-12-01,"KAPPUS LANDSCAPE SPRINKLER, LLC",2695 S. 600 W.,,SALT LAKE CITY,UT,84115,JOEL VICTOR ANDERSON,AURORA,CO,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",7.0,0,8.97,HR,8.97,HR
4041,C-11031-53711,2011-02-04,2011-01-28,CERTIFIED,H-2B,UT,2011-04-01,2011-10-31,TRUCO ENTERPRISES INC DBA TRUGREEN LANDCARE OF UTA,2225 SOUTH 400 WEST,,SALT LAKE CITY,UT,84115,MARIA J. SAENZ,SALT LAKE CITY,UT,406.684-014,"Groundskeeper, Industrial-Commercial",373011.0,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",18.0,18,8.97,HR,8.97,HR
4042,C-11027-53670,2011-02-15,2011-01-27,CERTIFIED,H-2B,UT,2011-04-01,2011-12-01,"KAPPUS LANDSCAPE SPRINKLER, LLC.",2695 S 600 W.,,SALT LAKE CITY,UT,84115,JOEL VICTOR ANDERSON,AURORA,CO,406.684-014,"Groundskeeper, Industrial-Commercial",373011.0,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",7.0,7,8.97,HR,8.97,HR
4043,C-11039-53917,2011-03-04,2011-02-08,PARTIAL CERTIFIED,H-2B,CO,2011-04-01,2011-11-30,G. SHRUBBER LANDSCAPE & IRRIGATION LLC,P.O. BOX 521630,,SALT LAKE CITY,UT,84152,,,,406.684-014,"Groundskeeper, Industrial-Commercial",373011.0,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",25.0,19,8.99,HR,8.99,HR
4044,C-11027-53669,2011-02-03,2011-01-27,PARTIAL CERTIFIED,H-2B,UT,2011-04-01,2011-11-30,"DISTINCTIVE LANDSCAPE, INC.",1220 W. 1600. S.,,LEWISTON,UT,84320,ELIZABETH D. WHITLEY,LOVINGSTON,VA,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",10.0,9,,,,
4045,C-11111-54769,2011-05-04,2011-04-21,PARTIAL CERTIFIED,H-2B,UT,2011-05-13,2011-12-01,DOVE CREEK QUARRIES,PO BOX 729,,PARK VALLEY,UT,84329,KAREN E. SCHINDLER,LEXINGTON,KY,771.684-010,Rock Splitter,519031.0,"Cutters and Trimmers, Hand",ROCK SPLITTER,15.0,13,9.96,HR,9.96,HR
4046,C-10362-52829,2011-01-11,2010-12-28,CERTIFIED,H-2B,UT,2011-03-01,2011-11-30,ROMERO CONSTRUCTION INC.,1010 W. 7950 S.,,WILLARD,UT,84340,DANIEL MARK KOWALSKI,AUSTIN,TX,869.664-014,Construction Worker I,473012.0,Helpers--Carpenters,CONSTRUCTION WORKER I,8.0,8,12.1,HR,12.1,HR
4047,C-10298-51331,2010-11-16,2010-10-25,DENIED,H-2B,UT,2010-09-01,2011-09-01,MARINA GUERRA COLEMAN,4603 W 1650N,,PLAIN CITY,UT,84404,,,,301.677-010,Child Monitor,399011.0,Child Care Workers,CHILD MONITOR,1.0,0,8.0,YR,8.0,YR
4048,C-11024-53553,2011-01-27,2011-01-24,PARTIAL CERTIFIED,H-2B,UT,2011-04-15,2011-10-31,MOAB LODGING INC.,MILE 14 HIGHWAY 128,,MOAB,UT,84532,ROD F. WILLIAMS,PORT ANGELES,WA,323.687-014,"Cleaner, Housekeeping",372012.0,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",10.0,9,9.0,HR,9.0,HR
4049,C-11011-53269,2011-01-18,2011-01-11,CERTIFIED,H-2B,UT,2011-04-15,2011-10-31,SRR PARTNERS DBA SORREL RIVER RANCH,HC 64 BOX 4002,,MOAB,UT,84532,ROD F WILLIAMS,PORT ANGELES,WA,311.677-018,Dining Room Attendant,359011.0,Dining Room and Cafeteria Attendants and Bartender Helpers,DINING ROOM ATTENDANT,5.0,5,,HR,8.05,HR
4050,C-11011-53272,2011-01-18,2011-01-11,CERTIFIED,H-2B,UT,2011-04-15,2011-10-31,SRR PARTNERS DBA SORREL RIVER RANCH,HC 64 BOX 4002,,MOAB,UT,84532,"ROD F WILLIAMS/IMMIGRATION SERVICES OF AMERICA, IN",PORT ANGELES,WA,323.687-014,"Cleaner, Housekeeping",372012.0,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",15.0,15,8.05,HR,8.05,HR
4051,C-11070-54396,2011-03-24,2011-03-11,CERTIFIED,H-2B,UT,2011-04-01,2011-11-01,ARAMARK SPORTS - LAKE POWELL- NORTH LAKE,P.O. BOX 4055,,BULLFROG,UT,84533,JOHN MCNAMARA,AUSTIN,TX,319.484-010,"Food Assembler, Kitchen",352021.0,Food Preparation Workers,"FOOD ASSEMBLER, KITCHEN",15.0,15,7.88,HR,7.88,HR
4052,C-11031-53714,2011-02-07,2011-01-31,CERTIFIED,H-2B,UT,2011-05-01,2012-01-31,"SUNDANCE PARTNERS, LTD",NORTH FORK PROVO CANYON,RR-3 PO BOX A-1,SUNDANCE,UT,84604,,,,772.381-022,Glass Blower,519195.0,"Molders, Shapers, and Casters, Except Metal and Plastic",GLASS BLOWER,2.0,2,14.22,HR,14.22,HR
4053,C-11039-53919,2011-03-04,2011-02-08,PARTIAL CERTIFIED,H-2B,UT,2011-04-01,2011-11-01,"SOUTHWEST STONE, INC.",2421 W 350 N,,HURRICANE,UT,84737,SUE ANN BOWEN,WINDSOR,CO,771.684-010,Rock Splitter,519031.0,"Cutters and Trimmers, Hand",ROCK SPLITTER,20.0,19,11.89,HR,11.89,HR
4054,C-10350-52323,2011-01-19,2010-12-16,DENIED,H-2B,UT,2011-04-01,2011-11-01,"SOUTHWEST STONE, INC.",2421 W 350 N,,HURRICANE,UT,84737,"SUE ANN BOWEN/LABOR SOLUTIONS, INC.",WINDSOR,CO,939.667-014,Quarry Worker,475099.0,"Extraction Workers, All Other",QUARRY WORKER,15.0,0,11.89,HR,11.89,HR
4055,C-11056-54229,2011-03-03,2011-02-25,CERTIFIED,H-2B,UT,2011-03-15,2011-11-04,"RUBY'S INN, INC.",26 S. MAIN ST,,BRYCE CANYON CITY,UT,84764,JOHN MCNAMARA,AUSTIN,TX,323.687-014,"Cleaner, Housekeeping",372012.0,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",10.0,10,7.62,HR,7.62,HR
4056,C-11056-54217,2011-03-03,2011-02-25,CERTIFIED,H-2B,UT,2011-03-15,2011-11-04,"RUBY'S INN, INC.",26 S MAIN ST,,BRYCE CANYON CITY,UT,84764,JOHN MCNAMARA,AUSTIN,TX,318.687-010,Kitchen Helper,359021.0,Dishwashers,KITCHEN HELPER,22.0,22,7.28,HR,7.28,HR
