AGENT_ATTORNEY_ADDRESS1,AGENT_ATTORNEY_ADDRESS2,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_POSTAL_CODE,AGENT_ATTORNEY_STATE,AGENT_POC_EMPLOYER_REP_BY_AGENT,ALIEN_WORK_CITY,ALIEN_WORK_STATE,BASIC_NUMBER_OF_HOURS,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY,CASE_NO,CASE_RECEIVED_DATE,CASE_STATUS,STATUS_STANDARDIZED,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,DECISION_DATE,EDUCATION_LEVEL,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_COUNTRY,EMPLOYER_NAME,EMPLOYER_PHONE,EMPLOYER_PHONE_EXT,EMPLOYER_POSTAL_CODE,EMPLOYER_PROVINCE,EMPLOYER_REP_BY_AGENT,EMPLOYER_STATE,EMP_EXPERIENCE_REQD,EMP_EXP_NUM_MONTHS,FULL_TIME_POSITION,FY,HOURLY_WORK_SCHEDULE_AM,HOURLY_WORK_SCHEDULE_PM,JOB_END_DATE,JOB_IDNUMBER,JOB_START_DATE,JOB_TITLE,LAWFIRM_NAME,MAJOR,NAICS_CODE,NAME_REQD_TRAINING,NATURE_OF_TEMPORARY_NEED,NBR_WORKERS_CERTIFIED,NBR_WORKERS_REQUESTED,NUM_MONTHS_TRAINING,ORGANIZATION_FLAG,OTHER_EDU,OTHER_WORKSITE_LOCATION,OVERTIME_RATE_FROM,OVERTIME_RATE_TO,PRIMARY/SUB,PRIMARY_CROP,SECOND_DIPLOMA,SECOND_DIPLOMA_MAJOR,SOC_CODE,SOC_TITLE,SUPERVISE_HOW_MANY,SUPERVISE_OTHER_EMP,SWA_NAME,TRADE_NAME,TRAINING_REQ,VISA_CLASS,WORKSITE_CITY,WORKSITE_COUNTY,WORKSITE_POSTAL_CODE,WORKSITE_LOCATION_STATE
2901 BUCKS BAYOU ROAD,,BAY CITY,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,77414,TX,,DENVER,CO,,9.42,HR,C-08329-15660,11/24/08,Withdrawn,Withdrawn,,,2/6/09,,2761 E.4TH AVE,,DENVER,,WELBY GARDENS CO,,,80229,,,CO,,,,2009,,,8/15/09,,1/15/09,GENERAL LABORER,,,,,,,,,S,,,,,,,,,,,,,,,,,,,,
,20685 U.S. HWY 377,WHITESBORO,SPENCER J. GARTIN,76273,TX,,YUMA,CO,,10,HR,C-09015-17085,1/15/09,Certified - Full,DETERMINATION ISSUED - CERTIFICATION,3/1/09,12/31/09,2/10/09,,42135 CO RD. C,,YUMA,,NAU FARMS PARTNERSHIP,,,80759,,,CO,,,,2009,,,12/31/09,,3/1/09,FARM MACHINE OPERATOR,,,,,,2,,,S,,,,,,,,,,,,,,,,,,,,
572 STRAWBERRY ROAD,,BALD KNOB,"USAMEX LTD CO., DAVID DONALDSON, MANAGER",72010,AR,,PUEBLO,CO,,9.42,HR,C-09012-16781,1/12/09,Certified - Full,DETERMINATION ISSUED - CERTIFICATION,2/27/09,11/27/09,2/11/09,,928 30TH LANE,,PUEBLO,,"KENNY G'S QUALITY TREES, LLC",,,81006,,,CO,,,,2009,,,11/27/09,,2/27/09,HORTICULTURAL WORKER I,,,,,,2,,,S,,,,,,,,,,,,,,,,,,,,
,,,,,,,MEEKER,CO,,875,MTH,C-09016-17205,1/16/09,Certified - Full,DETERMINATION ISSUED - CERTIFICATION,3/10/09,12/31/09,2/11/09,,640 BARBARA LANE,FEDX:  C/O KANDY KROPINAK,CRAIG,,CRAWFORD RANCH,,,81620,,,CA,,,,2009,,,12/31/09,,3/10/09,"FARMWORKER, LIVESTOCK",,,,,,2,,,S,,,,,,,,,,,,,,,,,,,,
,,,,,,,HAMILTON,CO,,875,MTH,C-09005-16571,1/5/09,Certified - Full,DETERMINATION ISSUED - CERTIFICATION,3/15/09,12/15/09,2/13/09,,640 BARBARA LANE,,CRAIG,,DURHAM LIVESTOCK,,,81625,,,CO,,,,2009,,,12/15/09,,3/15/09,LIVESTOCK WORKER,,,,,,1,,,S,,,,,,,,,,,,,,,,,,,,
,,,,,,,GRAND JUCTION,CO,,875,BI,C-09022-17391,1/22/09,Certified - Full,DETERMINATION ISSUED - CERTIFICATION,3/15/09,12/15/09,2/13/09,,575 PRESERVE LANE,,GRAND JUCTION,,"FLYING TRIANGLE RANCH, LLC",,,81507,,,CO,,,,2009,,,12/15/09,,3/15/09,"FARMWORKERS, FARM AND RANCH ANIMALS",,,,,,1,,,S,,,,,,,,,,,,,,,,,,,,
,,,,,,,CRAIG,CO,,1600,MTH,C-09023-17408,1/23/09,Certified - Full,DETERMINATION ISSUED - CERTIFICATION,3/15/09,12/15/09,2/13/09,,C/O KANDY KROPINAK,640 BARBARA LANE,CRAIG,,HOG-EYE RANCH,,,81625,,,CO,,,,2009,,,12/15/09,,3/15/09,LIVESTOCK WORKER,,,,,,2,,,S,,,,,,,,,,,,,,,,,,,,
1175 OSAGE ST.,STE. 202,DENVER,DAVID NORMAN SIMMONS,80204,CO,,FORT MORGAN,CO,,8.64,HR,C-09029-17520,1/29/09,Certified - Full,DETERMINATION ISSUED - CERTIFICATION,3/15/09,11/30/09,2/13/09,,PO BOX 715,,FORT MORGAN,,"GRAFF'S TURF FARMS, INC.",,,80701,,,CO,,,,2009,,,11/30/09,,3/15/09,"FARMWORKERS AND LABORERS, CROP, NURSERY, AND GREEN",,,,,,5,,,S,,,,,,,,,,,,,,,,,,,,
406 WEST 400 SOUTH,,HEYBURN,SNAKE RIVER FARMERS' ASSOCIATION,83336,ID,,GRAND JUNCTION,CO,,9.42,HR,C-09014-17010,1/14/09,Certified - Full,DETERMINATION ISSUED - CERTIFICATION,3/15/09,9/15/09,2/13/09,,P.O. BOX  2738,,GRAND JUNCTION,,"DOUGLAS R. KING (ROY KING & SONS, LLC)",,,81502,,,CO,,,,2009,,,9/15/09,,3/15/09,"IRRIGATOR, SPRINKLER SYSTEM",,,,,,1,,,S,,,,,,,,,,,,,,,,,,,,
248 HOLSTON VILLAGE ROAD,,WAYNESVILLE,P.L.U.T.O.  - MANUEL FICK,28786,NC,,HUDSON,CO,,10,HR,C-09013-16851,1/13/09,Certified - Full,DETERMINATION ISSUED - CERTIFICATION,3/1/09,12/31/09,2/13/09,,34753 EAST 120TH,,HUDSON,,SIMONS FARM SERVICE,,,80642,,,CO,,,,2009,,,12/31/09,,3/1/09,"FARMWORKER, GRAIN I",,,,,,7,,,S,,,,,,,,,,,,,,,,,,,,
,,,,,,,CRAIG,CO,,750,MTH,C-09023-17407,1/23/09,Certified - Full,DETERMINATION ISSUED - CERTIFICATION,3/15/09,3/14/10,2/17/09,,"FEDX: C/O KANDY KROPINAK, 640 BARBARA LANE, CRAIG,",PO BOX 62,BAGGS,,MATT MYERS DBA 3 MIL IRON RANCH,,,82321,,,WY,,,,2009,,,3/14/10,,3/15/09,"FARMWORKERS, FARM AND RANCH ANIMALS",,,,,,2,,,S,,,,,,,,,,,,,,,,,,,,
8020 N. FEDERAL BLVD. #2,,WESTMINSTER,DEBRA GRIEGO,80031,CO,,ELBERT,CO,,9.42,HR,C-08318-15502,11/25/08,Certified - Partial,Certified - Partial,2/17/09,12/14/09,2/17/09,,C/O SAM'S FORM PREPARATION,8020 N FEDERAL BLVD. #2,WESTMINSTER,,ASOCIACION DE CHARROS LAS DELICIAS,,,80031,,,CO,,,,2009,,,12/14/09,,2/16/09,"FARM WORKER, LIVESTOCK",,,,,,4,,,S,,,,,,,,,,,,,,,,,,,,
406 WEST 400 SOUTH,,HEYBURN,SNAKE RIVER FARMERS' ASSOCIATION,83336,ID,,RIDGEWAY,CO,,9.42,HR,C-09014-16973,1/14/09,Certified - Full,DETERMINATION ISSUED - CERTIFICATION,3/15/09,11/1/09,2/19/09,,990 COUNTY RD,12A,RIDGEWAY,,DAN LEVERE (ENCHANTED MESA PROPERTIES),,,81432,,,CO,,,,2009,,,11/1/09,,3/15/09,"FARMWORKER, GENERAL I",,,,,,6,,,S,,,,,,,,,,,,,,,,,,,,
,,,,,,,SLATER,CO,,875,HR,C-09030-17565,1/30/09,Certified - Full,DETERMINATION ISSUED - CERTIFICATION,3/20/09,12/20/09,2/24/09,,74475 COUNTY ROAD 129,"FEDX;  C/O KANDY KROPINAK, 640 BARBARA LANE, CRAIG",SLATER,,GRADY ELY DBA ELY RANCH,,,81653,,,CO,,,,2009,,,12/20/09,,3/20/09,LIVESTOCK WORKER,,,,,,1,,,S,,,,,,,,,,,,,,,,,,,,
811 NORTH GLENN,,CASPER,MOUNTAIN PLAINS AGRICULTURAL SERVICE,82602,WY,,BAYFIELD,CO,,750,MTH,C-09014-16952,1/13/09,Certified - Full,DETERMINATION ISSUED - CERTIFICATION,3/1/09,2/28/10,2/25/09,,6855 CR 523,,BAYFIELD,,HOUSTON LASATER/RAMBLING EWE,,,81122,,,CO,,,,2009,,,2/28/10,,3/1/09,SHEEPHERDER,,,,,,2,,,S,,,,,,,,,,,,,,,,,,,,
572 STRAWBERRY ROAD,,BALD KNOB,"USAMEX LTD CO., DAVID DONALDSON , MANAGER",72010,AR,,FLORENCE,CO,,9.42,HR,C-08358-16309,12/23/08,Certified - Partial,Certified - Partial,3/1/09,11/15/09,2/25/09,,1834 CEDAR AVENUE,,CANYON CITY,,LIPPIS FARM,,,81212,,,CO,,,,2009,,,11/15/09,,3/1/09,FARMWORKER VEGETABLE II,,,,,,1,,,S,,,,,,,,,,,,,,,,,,,,
,,,,,,,CRAIG,CO,,875,BI,C-09012-16789,1/12/09,Certified - Full,DETERMINATION ISSUED - CERTIFICATION,4/1/09,12/1/09,2/26/09,,640 BARBARA LANE,"P.O BOX 823,  MEEKER , CO   81641",CRAIG,,WELDER RANCH,,,81625,,,CO,,,,2009,,,12/1/09,,4/1/09,LIVESTOCK WORKER,,,,,,2,,,S,,,,,,,,,,,,,,,,,,,,
USAMEX LTD CO.,572 STRAWBERRY RD.,BALD KNOB,DAVID NORMAN DONALDSON,72010,AR,,HOTCHKISS,CO,,7.59,HR,C-09036-17694,2/5/09,Certified - Full,DETERMINATION ISSUED - CERTIFICATION,4/1/09,10/31/09,2/27/09,,30753 L ROAD,,HOTCHKISS,,SILVER SPRUCE PARTNERS LLC,,,81419,,,CO,,,,2009,,,10/31/09,,4/1/09,FARM LABORER,,,,,,16,,,S,,,,,,,,,,,,,,,,,,,,
,,,,,,,MEEKER,CO,,8.96,HR,C-09037-17718,2/6/09,Certified - Full,DETERMINATION ISSUED - CERTIFICATION,4/1/09,12/1/09,2/27/09,,640 BARBARA LANE,,CRAIG,,UPPER COLORADO ENVIRONMENTAL PLANT CENTER,,,81625,,,CO,,,,2009,,,12/1/09,,4/1/09,NURSERY WORKERS,,,,,,4,,,S,,,,,,,,,,,,,,,,,,,,
,,,,,,,SILT,CO,,8.96,HR,C-09026-17453,1/26/09,Certified - Full,DETERMINATION ISSUED - CERTIFICATION,4/1/09,12/15/09,2/27/09,,PO BOX 248,,SILT,,ROY MCPHERSON DBA MCHPERSON FARMS,,,81652,,,CO,,,,2009,,,12/15/09,,4/1/09,IRRIGATOR,,,,,,2,,,S,,,,,,,,,,,,,,,,,,,,
,,,,,,,OLATHE,CO,,8.52,HR,C-09028-17500,1/28/09,Certified - Full,DETERMINATION ISSUED - CERTIFICATION,3/15/09,11/1/09,2/27/09,,59751 DAVID ROAD,P.O. BOX 521,OLATHE,,JOHN FREDRICK HAROLD JOHN HAROLD ENTERPRISES DBA T,,,81425,,,CO,,,,2009,,,11/1/09,,3/15/09,"FARMWORKER, LABORERS, CROPS",,,,,,14,,,S,,,,,,,,,,,,,,,,,,,,
811 NORTH GLENN,,CASPER,MOUNTAIN PLAINS AGRICULTURAL SERVICE,82601,WY,,CRAWFORD,CO,,875,BI,C-09013-16923,1/13/09,Certified - Full,DETERMINATION ISSUED - CERTIFICATION,3/1/09,11/30/09,2/27/09,,4200 B ROAD,,CRAWFORD,,RICHARD HANSEN//HANSEN CATTLE RANCH,,,81415,,,CO,,,,2009,,,11/30/09,,3/1/09,LIVESTOCK WORKER,,,,,,2,,,S,,,,,,,,,,,,,,,,,,,,
406 WEST 400 SOUTH,,HEYBURN,SNAKE RIVER FARMERS' ASSOCIATION,83336,ID,,CALHAN,CO,,9.42,HR,C-09014-17003,1/14/09,Certified - Full,DETERMINATION ISSUED - CERTIFICATION,4/1/09,11/30/09,3/2/09,,425 NE ELLICOTT RD,,CALHAN,,"DENISE KING (BIG VALLEY SOD FARMS, INC)",,,80808,,,CO,,,,2009,,,11/30/09,,4/1/09,HORTICULTURAL WORKER I,,,,,,4,,,S,,,,,,,,,,,,,,,,,,,,
811 NORTH GLENN ROAD,MAILING ADDRESS: P.O. BOX 3777,CASPER,ORALIA G MERCADO,82602,WY,,CRAIG,CO,,875,MTH,C-09042-17819,2/11/09,Certified - Full,DETERMINATION ISSUED - CERTIFICATION,4/1/09,11/30/09,3/2/09,,893 STOUT STREET,,CRAIG,,RAFTOPOULOS RANCHES/JOHN & STEVE RAFTOPOULOS,,,81625,,,CO,,,,2009,,,11/30/09,,4/1/09,"FARMWORKERS, FARM & RANCH ANIMALS",,,,,,8,,,S,,,,,,,,,,,,,,,,,,,,
,,,,,,,CRAIG,WY,,1600,MTH,C-09037-17711,2/6/09,Certified - Full,DETERMINATION ISSUED - CERTIFICATION,4/1/09,12/1/09,3/2/09,,C/O KANDY KROPINAK,640 BARBARA LANE,CRAIG,,PURPLE SAGE LLC DBA THE PURPLE SAGE RANCH,,,81625,,,CO,,,,2009,,,12/1/09,,4/1/09,"FARMWORKERS, FARM & RANCH ANIMALS",,,,,,1,,,S,,,,,,,,,,,,,,,,,,,,
,,,,,,,CARBON COUNTY,WY,,1600,MTH,C-09037-17713,2/6/09,Certified - Full,DETERMINATION ISSUED - CERTIFICATION,4/1/09,11/15/09,3/2/09,,C/O KANDY KROPINAK,640 BARBARA LANE,CRAIG,,C&C CATTLE LLC,,,81625,,,CO,,,,2009,,,11/15/09,,4/1/09,LIVESTOCK WORKER,,,,,,3,,,S,,,,,,,,,,,,,,,,,,,,
,,,,,,,MAYBELL,CT,,875,BI,C-09037-17719,2/6/09,Certified - Full,DETERMINATION ISSUED - CERTIFICATION,4/1/09,11/15/09,3/2/09,,P.O. BOX 205,"FED EX: C/O KANDY KROPINAK, 640 BARBARA LANE, CRAI",MAYBELL,,STEELE LIVESTOCK,,,81640,,,CO,,,,2009,,,11/15/09,,4/1/09,LIVESTOCK WORKER,,,,,,1,,,S,,,,,,,,,,,,,,,,,,,,
406 WEST 400 SOUTH,,HEYBURN,SNAKE RIVER FARMERS' ASSOCIATION,83336,ID,,ROGGEN,CO,,9.42,HR,C-09014-16985,1/14/09,Certified - Full,DETERMINATION ISSUED - CERTIFICATION,3/15/09,11/1/09,3/2/09,,818 N. MCKENZIE ST.,,FOLEY,,"GEORGE & ROGER WOERNER (WOERNER DEVELOPMENT, INC)",,,36536,,,AL,,,,2009,,,10/1/09,,3/15/09,HORTICULTURAL WORKER 1,,,,,,4,,,S,,,,,,,,,,,,,,,,,,,,
,,,,,,,CRAIG,CO,,750,MTH,C-09029-17519,1/29/09,Certified - Full,DETERMINATION ISSUED - CERTIFICATION,4/1/09,3/31/10,3/2/09,,"FEDX: C/O KANDY KROPINAK,",640 BARBARA LANE,CRAIG,,EGERIA LIVESTOCK,,,81625,,,CO,,,,2009,,,3/31/10,,4/1/09,SHEEPHERDER,,,,,,3,,,S,,,,,,,,,,,,,,,,,,,,
MOUNTAIN PLAINS AGRICULTURAL SERVICE,811 NORTH GLENN RD.,CASPER,ORALIA G. MERCADO,82602,WY,,COLLBRAN,CO,,750,MTH,C-09042-17842,2/11/09,Certified - Full,DETERMINATION ISSUED - CERTIFICATION,4/1/09,3/31/10,3/3/09,,12449 58 RD.,,COLLBRAN,,"YOUNG BROTHERS LLC. , CEIL AND HARRELL YOUNG",,,81624,,,CO,,,,2009,,,3/31/10,,4/1/09,SHEEPHERDER,,,,,,1,,,S,,,,,,,,,,,,,,,,,,,,
811 NORTH GLENN,,CASPER,MOUNTAIN PLAINS AGRICULTURAL SERVICE,82602,WY,,GREELEY,CO,,750,MTH,C-09014-16951,1/13/09,Certified - Full,DETERMINATION ISSUED - CERTIFICATION,3/3/09,2/28/10,3/3/09,,34469 WCR #25,,GREELEY,,JOHN BARTMANN/JOSH LIVESTOCK,,,80631,,,CO,,,,2009,,,2/28/10,,3/1/09,SHEEPHERDER,,,,,,2,,,S,,,,,,,,,,,,,,,,,,,,
809 38TH AVE NE,,BOWDON,NONA FLICK,58418,ND,,RAMAH,CO,,875,MTH,C-08350-16134,12/15/08,Certified - Partial,Certified - Partial,3/3/09,12/31/09,3/3/09,,1401 COLT CIRCLE,,CASTLE ROCK,,ERNESTO RAMIREZ,,,80109,,,CO,,,,2009,,,12/31/09,,3/1/09,"FARMWORKER, GENERAL I",,,,,,2,,,S,,,,,,,,,,,,,,,,,,,,
572 STRAWBERRY ROAD,,BALD KNOB,"USAMEX LTD CO.,/ DAVID DONALDSON",72010,AR,,PALISADE,CO,,9.42,HR,C-09013-16932,1/13/09,Certified - Full,DETERMINATION ISSUED - CERTIFICATION,4/1/09,9/10/09,3/4/09,,3654 F ROAD,,PALISADE,,MAX L. NOLAND FAMILY LTD PARTNERSHIP,,,81526,,,CO,,,,2009,,,9/10/09,,4/1/09,"HARVEST WORKER, FRUIT",,,,,,25,,,S,,,,,,,,,,,,,,,,,,,,
572 STRAWBERRY ROAD,,BALD KNOB,DAVID DONALDSON (USAMEX LTD CO.),72010,AR,,PALISADE,CO,,8.77,HR,C-09027-17457,1/27/09,Certified - Partial,Certified - Partial,4/1/09,9/15/09,3/5/09,,3938 G .20 ROAD,,PALISADE,,RANCHO DURAZNO LLC,,,81526,,,CO,,,,2009,,,9/15/09,,4/1/09,"FARMWORKERS AND LABORERS, CROP",,,,,,5,,,S,,,,,,,,,,,,,,,,,,,,
,,,,,,,RHOUTT COUNTY,CO,,850,BI,C-09048-17947,2/17/09,Withdrawn,Withdrawn,,,3/5/09,,FED EX: C/O KANDY KROPINAK,"640 BARBARA LANE,",CRAIG,,MCSWEENEY RANCH,,,81625,,,CO,,,,2009,,,11/15/09,,4/15/09,LIVESTOCK WORKER,,,,,,,,,S,,,,,,,,,,,,,,,,,,,,
811 NORTH GLENN RD,PO BOX 3777,CASPER,MOUNTAIN PLAINS AGRICULTURAL SERVICES/ORALIA G. ME,82602,WY,,SOMERSET,CO,,875,MTH,C-09042-17834,2/11/09,Certified - Full,DETERMINATION ISSUED - CERTIFICATION,4/1/09,11/30/09,3/5/09,,39462 JO CIRCLE,,ELIZABETH,,BELL RANCH CATTLE CO/KENNETH SLYZIUK,,,80107,,,CO,,,,2009,,,11/30/09,,4/1/09,OPEN RANGE LIVESTOCK WORKER,,,,,,2,,,S,,,,,,,,,,,,,,,,,,,,
PO BOX 80,301 N. 169 HWY.,GOWER,DENIS R. SUTTON,64454,MO,,MONTROSE,CO,,13.11,HR,C-09049-18018,2/18/09,Certified - Full,DETERMINATION ISSUED - CERTIFICATION,4/4/09,11/15/09,3/6/09,,776 ORCHARD RD.,,MONTROSE,,CARTER HONEY FARMS,,,81401,,,CO,,,,2009,,,11/15/09,,4/4/09,"FARMWORKERS, FARM & RANCH",,,,,,4,,,S,,,,,,,,,,,,,,,,,,,,
,,,,,,,CRAIG,CO,,1350,MTH,C-08359-16376,12/24/08,Certified - Full,DETERMINATION ISSUED - CERTIFICATION,2/10/09,2/9/10,3/9/09,,893 STOUT STREET,,CRAIG,,RAFTOPOULOS RANCHES,,,81625,,,CO,,,,2009,,,2/9/10,,2/10/09,SHEEP HERDER,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,CRAIG,CO,,1350,MTH,C-08359-16376,12/24/08,Certified - Full,DETERMINATION ISSUED - CERTIFICATION,2/10/09,2/9/10,3/9/09,,P.O. BOX 897,,CRAIG,,CROSS MOUNTAIN RANCH CORP.,,,81626,,,CO,,,,2009,,,2/9/10,,2/10/09,SHEEP HERDER,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,MONTROSE,CO,,1350,MTH,C-08359-16376,12/24/08,Certified - Full,DETERMINATION ISSUED - CERTIFICATION,2/10/09,2/9/10,3/9/09,,58751 LOESCH ROAD,,MONTROSE,,ERNIE ETCHART,,,81401,,,CO,,,,2009,,,2/9/10,,2/10/09,SHEEP HERDER,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,CRAIG,CO,,1350,MTH,C-08359-16376,12/24/08,Certified - Full,DETERMINATION ISSUED - CERTIFICATION,2/10/09,2/9/10,3/9/09,,916 PERSHING STREET,,CRAIG,,THE PINEY VALLEY RANCHES TRUST,,,81625,,,CO,,,,2009,,,2/9/10,,2/10/09,SHEEP HERDER,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,MONTROSE,CO,,1350,MTH,C-08359-16376,12/24/08,Certified - Full,DETERMINATION ISSUED - CERTIFICATION,2/10/09,2/9/10,3/9/09,,8498 6150 ROAD,,MONTROSE,,CALVIN L. INDA,,,81401,,,CO,,,,2009,,,2/9/10,,2/10/09,SHEEP HERDER,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,BYERS,CO,,1350,MTH,C-08359-16376,12/24/08,Certified - Full,DETERMINATION ISSUED - CERTIFICATION,2/10/09,2/9/10,3/9/09,,9230 RECTOR LEADER ROAD,,BYERS,,TOM THOMPSON,,,80103,,,CO,,,,2009,,,2/9/10,,2/10/09,SHEEP HERDER,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,MONTROSE,CO,,1350,MTH,C-08359-16376,12/24/08,Certified - Full,DETERMINATION ISSUED - CERTIFICATION,2/10/09,2/9/10,3/9/09,,64313 HOLLY ROAD,,MONTROSE,,NICOLAS LIVESTOCK LLLP,,,81401,,,CO,,,,2009,,,2/9/10,,2/10/09,SHEEP HERDER,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,BRIGHTON,CO,,7.77,HR,C-09021-17348,1/21/09,Certified - Full,DETERMINATION ISSUED - CERTIFICATION,3/9/09,11/15/09,3/9/09,,14110 BRIGHTON ROAD,,BRIGHTON,,PETROCCO FARMS,,,80601,,,CO,,,,2009,,,11/15/09,,3/7/09,"FARMWORKERS AND LABORERS, CROP",,,,,,300,,,S,,,,,,,,,,,,,,,,,,,,
INTERNATIONAL LABOR MANAGEMENT CORP.,234 CAMERON AVE P.O. BOX 630,VASS,SARAH E FARRELL,28394,NC,,BRIGHTON,CO,,7.77,HR,C-09044-17923,2/13/09,Certified - Full,DETERMINATION ISSUED - CERTIFICATION,3/30/09,12/12/09,3/9/09,,13210 SABLE BLVD,,BRIGHTON,,"COLORADO TURF, INC",,,80601,,,CO,,,,2009,,,12/12/09,,3/30/09,NURSERY WORKERS,,,,,,6,,,S,,,,,,,,,,,,,,,,,,,,
509 LOCUST STREET,,WINDSOR,SUE BOWEN,80550,CO,,WIGGINS,CO,,8,HR,C-09023-17404,2/6/09,Certified - Full,DETERMINATION ISSUED - CERTIFICATION,4/1/09,11/1/09,3/10/09,,P. O. BOX 303,,LARKSPUR,,THE SOD FARM,,,80118,,,CO,,,,2009,,,11/1/09,,4/1/09,"FARMWORKERS AND LABORERS, CROP, NURSERY, AND GREEN",,,,,,8,,,S,,,,,,,,,,,,,,,,,,,,
,,,,,,,RIO BLANCO COUNTY,CO,,875,BI,C-09020-17290,1/16/09,Certified - Full,DETERMINATION ISSUED - CERTIFICATION,4/1/09,1/1/10,3/10/09,,12888 RBC ROAD 8,,MEEKER,,PAUL JANKE RANCH,,,81641,,,CO,,,,2009,,,1/1/10,,4/1/09,LIVESTOCK WORKER,,,,,,1,,,S,,,,,,,,,,,,,,,,,,,,
1380 W. INDIANA AVE.,,SALT LAKE CITY,JAMES H. ALCALA,84104,UT,,NUCLA,CO,,9.42,HR,C-09056-18247,2/25/09,Certified - Full,DETERMINATION ISSUED - CERTIFICATION,4/15/09,12/30/09,3/12/09,,26547 2650 RD,,NUCLA,,EARTH TECH WEST LTD.,,,81424,,,CO,,,,2009,,,12/30/09,,4/15/09,FARMWORKER,,,,,,6,,,S,,,,,,,,,,,,,,,,,,,,
,,,,,,,MEEKER,CO,,750,MTH,C-09050-18075,2/19/09,Certified - Full,DETERMINATION ISSUED - CERTIFICATION,4/15/09,4/14/10,3/16/09,,C/O KANDY KROPINAK,640 BARBARA LANE,CRAIG,,LK RANCH,,,81625,,,CO,,,,2009,,,4/14/10,,4/15/09,"FARMWORKERS, FARM & RANCH ANIMALS",,,,,,1,,,S,,,,,,,,,,,,,,,,,,,,
MOUNTAIN PLAINS AGRICULTURAL SERVICE,811 NORTH GLENN RD.,CASPER,ORALIA G. MERCADO,82602,WY,,POWDERHORN,CO,,875,BI,C-09054-18191,2/23/09,Certified - Full,DETERMINATION ISSUED - CERTIFICATION,4/15/09,11/30/09,3/16/09,,263 EAST GORE CREEK DRIVE,,VAIL,,RIVERGATE RANCH/ DAVID GORSUCH,,,81657,,,CO,,,,2009,,,11/30/09,,4/15/09,"FARMWORKERS, FARM & RANCH ANIMALS",,,,,,2,,,S,,,,,,,,,,,,,,,,,,,,
,,,,,,,CRAIG,CO,,875,BI,C-09030-17559,1/30/09,Certified - Full,DETERMINATION ISSUED - CERTIFICATION,4/15/09,11/1/09,3/16/09,,640 BARBARA LANE,,CRAIG,,MATT BELTON DBA BELTON RANCH,,,81625,,,CO,,,,2009,,,11/1/09,,4/15/09,"FARMWORKERS, FARM & RANCH ANIMALS",,,,,,1,,,S,,,,,,,,,,,,,,,,,,,,
,,,,,,,WALDEN,CO,,875,BI,C-09051-18130,2/20/09,Certified - Full,DETERMINATION ISSUED - CERTIFICATION,4/15/09,2/15/10,3/17/09,,C/O KANDY KROPINAK,640 BARBARA LANE,CRAIG,,MORIAH RANCH LLC,,,81625,,,CO,,,,2009,,,2/15/10,,4/15/09,"FARMWORKERS, FARM & RANCH ANIMALS",,,,,,3,,,S,,,,,,,,,,,,,,,,,,,,
,,,,,,,CRAIG,CO,,875,MTH,C-09037-17739,2/6/09,Certified - Full,DETERMINATION ISSUED - CERTIFICATION,4/15/09,12/15/09,3/17/09,,C/O KANDY KROPINAK,640 BABARA LANE,CRAIG,,CYCLONE RANCH,,,81625,,,CO,,,,2009,,,12/15/09,,4/15/09,FARMWORKERS--FARM & RANCH ANIMALS,,,,,,3,,,S,,,,,,,,,,,,,,,,,,,,
FEDERATION OF EMPLOYER AND WORKERS AMERCIA,2901 BUCKS BAYOU RD.,BAY CITY,RITA ROMERO,77414,TX,,LONGMONT,CO,,9.9,HR,C-09048-17976,2/17/09,Withdrawn,Withdrawn,,,3/18/09,,270 INTERLOCKEN BLVD,,BROOMFIELD,,"VARGAS PROPERTY SERVICES, INC.",,,80021,,,CO,,,,2009,,,11/15/09,,4/4/09,NURSERY LABORER,,,,,,,,,S,,,,,,,,,,,,,,,,,,,,
,,,,,,,ECKERT,CO,,8.42,HR,C-09072-18679,3/13/09,Withdrawn,Withdrawn,,,3/19/09,,14131 HARTS BASIN ROAD,,ECKERT,,VOLK RANCH LLLP,,,81418,,,CO,,,,2009,,,12/31/09,,3/23/09,FARM WORKER,,,,,,,,,S,,,,,,,,,,,,,,,,,,,,
