AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_STATE,AGENT_POC_EMPLOYER_REP_BY_AGENT,AGENT_POC_EMP_REP_BY_AGENT,BASIC_NUMBER_OF_HOURS,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY,CASE_NUMBER,CASE_STATUS,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,DECISION_DATE,EDUCATION_LEVEL,EMPLOYEE_POSTAL_CODE,EMPLOYEE_WORKSITE_CITY,EMPLOYEE_WORKSITE_COUNTY,EMPLOYEE_WORK_STATE,EMPLOYER_ADDRESS_1,EMPLOYER_ADDRESS_2,EMPLOYER_CITY,EMPLOYER_COUNTRY,EMPLOYER_NAME,EMPLOYER_PHONE,EMPLOYER_PHONE_EXT,EMPLOYER_POSTAL_CODE,EMPLOYER_PROVINCE,EMPLOYER_STATE,EMP_EXPERIENCE_REQD,EMP_EXP_NUM_MONTHS,FEIN,FULL_TIME_POSITION,FY,HOURLY_WORK_SCHEDULE_AM,HOURLY_WORK_SCHEDULE_PM,JOB_END_DATE,JOB_IDNUMBER,JOB_START_DATE,JOB_TITLE,LAWFIRM_NAME,MAJOR,NAICS_CODE,NAME_REQUIRED_TRAINING,NATURE_OF_TEMPORARY_NEED,NBR_WORKERS_CERTIFIED,NBR_WORKERS_REQUESTED,NPC_SUBMITTED_DATE,NUMBER_OF_HOURS,NUM_MONTHS_TRAINING,OTHER_EDUCATION,OTHER_WORKSITE_LOCATION,OVERTIME_RATE_FROM,OVERTIME_RATE_TO,PAY_RANGE_UNIT,PREVAILING_WAGE,PW_UNIT_OF_PAY,SECOND_DIPLOMA,SECOND_DIPLOMA_MAJOR,SOC_CODE,SOC_TITLE,SUBMITTED_DATE,SUPERVISE_HOW_MANY,SUPERVISE_OTHER_EMP,SWA_NAME,TRADE_NAME_DBA,TRAINING_REQUIRED,VISA_TYPE,WORKSITE_ADDRESS_1,WORKSITE_ADDRESS_2,WORKSITE_CITY,WORKSITE_COUNTY,WORKSITE_POSTAL_CODE,WORKSITE_STATE,
WINDSOR,BRADLEY AHL,CO,Y,,40,$13.95 ,,H-400-16270-521090,Certification,4/1/17,12/31/17,1/25/17,None,,,,,811 WEST 149TH AVENUE,,BROOMFIELD,UNITED STATES OF AMERICA,MORNING MIST SPRINKLERS & LANDSCAPING,303-451-9630,,80023,,CO,N,,,Y,2017,7:00 AM,3:00 PM,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,561730,,Seasonal,6,6,,,,,Y,20.93,24,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/17,,N,,,N,H-2B,,,Broomfield,Adams,80023,CO,
WINDSOR,BRADLEY AHL,CO,Y,,40,$14.44 ,,H-400-16270-552258,Certification,4/1/17,10/31/17,1/31/17,None,,,,,5717 WEST 11TH AVENUE,,LAKEWOOD,UNITED STATES OF AMERICA,"MOUNTAIN HIGH TREE SERVICE, INC.",303-232-0666,,80214,,CO,N,,,Y,2017,7:00 AM,5:00 PM,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,561730,,Seasonal,4,4,,,,,Y,21.66,24,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/17,,N,,"MOUNTAIN HIGH TREE, LAWN & LANDSCAPE CO.",N,H-2B,,,Lakewood,Jefferson,80214,CO,
WINDSOR,BRADLEY AHL,CO,Y,,35,$14.59 ,,H-400-16270-617453,Certification,4/1/17,11/17/17,2/2/17,None,,,,,1770 ANTERO DRIVE,,LONGMONT,UNITED STATES OF AMERICA,GOLDEN EAGLE LAWN CARE,303-419-6656,,80504,,CO,N,,,Y,2017,7:00 AM,3:00 PM,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,561730,,Seasonal,2,2,,,,,Y,21.89,25.5,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/17,,N,,,N,H-2B,,,Longmont,Boulder,80504,CO,
WINDSOR,BRADLEY AHL,CO,Y,,35,$17.17 ,,H-400-16270-639647,Certification,4/1/17,11/30/17,2/6/17,None,,,,,520 EAST COSTILLA STREET,,COLORADO SPRINGS,UNITED STATES OF AMERICA,EVEN CONSTRUCTION INC.,719-442-2614,,80903,,CO,N,,,Y,2017,7:00 AM,3:30 PM,,,,Cement Masons and Concrete Finishers,"LABOR SOLUTIONS, INC.",,238110,,Seasonal,30,30,,,,,Y,25.76,28.5,Hour,,,N,,47-2051,Cement Masons and Concrete Finishers,1/1/17,,N,,,N,H-2B,,,Colorado Springs,El Paso,80903,CO,
NORTH PORT,JON CLARK,FL,Y,,38,$12.65 ,,H-400-16270-665333,Partial Certification Expired,12/15/16,5/15/17,11/10/16,High School/GED,,,,,"4736 W. Napoleon Avenue, Suite 201",,Metairie,UNITED STATES OF AMERICA,Regal Hospitality Solutions LLC,504-342-4300,,70001,,LA,N,,,Y,2017,8:00 AM,4:30 PM,,,,Housekeeper,EDUCATIONAL WORLD INC,,721110,,Peakload,93,95,,,,,Y,0,0,Hour,,,N,,37-2012,Maids and Housekeeping Cleaners,9/27/16,,N,,,N,H-2B,,,Breckenridge,Summit,80424,CO,
WINDSOR,BRADLEY AHL,CO,Y,,35,$14.59 ,,H-400-16270-681044,Certification,4/1/17,10/31/17,1/31/17,None,,,,,13431 SABLE BOULEVARD,,BRIGHTON,UNITED STATES OF AMERICA,"PINNACLE LANDSCAPE AND XERISCAPE, INC.",303-287-1010,,80601,na,CO,N,,,Y,2017,7:00 AM,4:00 PM,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,561730,,Seasonal,25,25,,,,,Y,21.89,25.5,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/17,,N,,,N,H-2B,,,Brighton,Adams,80601,CO,
WINDSOR,BRADLEY AHL,CO,Y,,40,$14.44 ,,H-400-16270-689504,Certification,4/1/17,11/24/17,2/14/17,None,,,,,"255 WEAVER PARK ROAD, UNIT 203",,LONGMONT,UNITED STATES OF AMERICA,"PANORAMA COORDINATED SERVICES, INC.",303-774-9449,,80501,,CO,N,,,Y,2017,7:00 AM,4:00 PM,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,561730,,Seasonal,34,34,,,,,Y,21.66,24,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/17,,N,,,N,H-2B,,,Longmont,Boulder,80501,CO,
COEUR D'ALENE,NICOLE WARD,ID,Y,,35,$13.00 ,,H-400-16270-723920,Certification Expired,12/10/16,3/28/17,10/28/16,None,,,,,795 County Road 45X,,Norwood,UNITED STATES OF AMERICA,Telluride Gardens & Maintenance,970-728-5065,,81423,,CO,N,,,Y,2017,6:00 AM,2:30 PM,,,,Snow Shoveler,LABOR CONSULTANTS INTERNATIONAL,,561730,,Seasonal,18,18,,,,,Y,19.5,28.5,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,9/26/16,,N,,DBA Telluride Snow Removal,N,H-2B,,,Telluride,San Miguel,81435,CO,
WINDSOR,BRADLEY AHL,CO,Y,,40,$13.95 ,,H-400-16270-724407,Certification,3/1/17,11/30/17,1/10/17,None,,,,,5160 WEST MAPLEWOOD AVENUE,,LITTLETON,UNITED STATES OF AMERICA,"PARKSIDE LANDSCAPING, INC. (M)",303-321-5886,,80123,,CO,N,,,Y,2017,7:00 AM,3:30 PM,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,561730,,Seasonal,50,50,,,,,Y,20.93,24,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,12/13/16,,N,,,N,H-2B,,,Denver,Arapahoe,80231,CO,
WINDSOR,BRADLEY AHL,CO,Y,,35,$13.95 ,,H-400-16270-784027,Certification,4/1/17,10/15/17,1/24/17,None,,,,,7047 PERRY PARK BOULEVARD,,LARKSPUR,UNITED STATES OF AMERICA,PERRY PARK COUNTRY CLUB,303-681-3305,112,80118,,CO,N,,,Y,2017,5:00 AM,2:00 PM,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,713910,,Seasonal,12,12,,,,,N,20.93,24,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/17,,N,,,N,H-2B,,,Larkspur,Douglas,80118,CO,
WINDSOR,BRADLEY AHL,CO,Y,,40,$14.59 ,,H-400-16270-795929,Certification,4/1/17,12/1/17,1/26/17,None,,,,,34 SOUTH FEDERAL BOULEVARD,,DENVER,UNITED STATES OF AMERICA,"JDR COMPANY, INC.",303-936-4260,,80219,,CO,N,,,Y,2017,8:00 AM,5:00 PM,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,561730,,Seasonal,10,10,,,,,Y,21.89,25.5,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/17,,N,,,N,H-2B,,,Denver,Denver,80219,CO,
BAY CITY,ROBIN SVEC,TX,Y,,40,$12.34 ,,H-400-16270-853237,Certification,4/1/17,11/15/17,2/2/17,None,,,,,1925 Aeroplaza Dr,,Colorado Springs,UNITED STATES OF AMERICA,All American Maintenance Inc.,719-637-0313,,80916,,CO,N,,,Y,2017,7:00 AM,4:00 PM,,,,Landscape Laborer,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,,561730,,Peakload,40,40,,,,,Y,18.51,,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/17,,N,,,N,H-2B,,,Colorado Springs,El Paso,80916,CO,
WINDSOR,BRADLEY AHL,CO,Y,,35,$16.05 ,,H-400-16270-855524,Certification,2/8/17,10/27/17,1/3/17,None,,,,,1018 RACINE STREET,,AURORA,UNITED STATES OF AMERICA,LINO'S TILE COMPANY,720-301-7385,,80011,,CO,N,,,Y,2017,7:00 AM,3:30 PM,,,,"Helpers--Brickmasons, Blockmasons, Stonemasons,","LABOR SOLUTIONS, INC.",,238340,,Seasonal,20,20,,,,,Y,24.08,27,Hour,,,N,,47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons,",11/25/16,,N,,,N,H-2B,,,Aurora,Arapahoe,80011,CO,
WINDSOR,BRADLEY AHL,CO,Y,,40,$21.18 ,,H-400-16270-866004,Certification,4/1/17,12/30/17,2/1/17,None,,,,,5490 WEST 13TH AVENUE,,LAKEWOOD,UNITED STATES OF AMERICA,"ELEVATED STRUCTURAL DECKS, INC. (RC)",303-274-1877,,80214,,CO,N,,,Y,2017,7:00 AM,5:00 PM,,,,Carpenters,"LABOR SOLUTIONS, INC.",,238190,,Seasonal,10,10,,,,,Y,31.77,34.5,Hour,,,N,,47-2031,Carpenters,1/1/17,,N,,,N,H-2B,,,Lakewood,Jefferson,80214,CO,
WINDSOR,BRADLEY AHL,CO,Y,,35,$13.95 ,,H-400-16270-882921,Certification,4/1/17,10/28/17,2/1/17,None,,,,,13300 RIVERDALE ROAD,,BRIGHTON,UNITED STATES OF AMERICA,"PROFESSIONAL RECREATION MANAGEMENT, INC.",720-523-7110,,80601,,CO,N,,,Y,2017,5:00 AM,1:30 PM,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,713910,,Seasonal,7,7,,,,,N,20.93,24,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/17,,N,,RIVERDALE GOLF COURSE,N,H-2B,,,Brighton,Adams,80602,CO,
WINDSOR,BRADLEY AHL,CO,Y,,35,$14.59 ,,H-400-16270-967496,Certification,4/1/17,11/18/17,1/30/17,None,,,,,1630 CALKINS AVENUE,,LONGMONT,UNITED STATES OF AMERICA,"GREEN GUYS, INC.",303-775-7412,,80501-7101,,CO,N,,,Y,2017,8:00 AM,3:00 PM,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,561730,,Seasonal,5,5,,,,,Y,21.89,25.5,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/17,,N,,,N,H-2B,,,Longmont,Boulder,80501-7101,CO,
NORTH PORT,JON CLARK,FL,Y,,38,$11.00 ,,H-400-16271-726848,Partial Certification Expired,12/15/16,5/15/17,11/10/16,High School/GED,,,,,"4736 W. Napoleon Avenue, Suite 201",,Metairie,UNITED STATES OF AMERICA,Regal Hospitality Solutions LLC,504-342-4300,,70001,,LA,N,,,Y,2017,8:00 AM,4:30 PM,,,,Housekeeper,EDUCATIONAL WORLD INC,,721110,,Peakload,49,50,,,,none,N,0,0,Hour,,,N,,37-2012,Maids and Housekeeping Cleaners,9/28/16,,N,,,N,H-2B,,,Mt. Crested Butte,Gunnison,81224,CO,
BAY CITY,JAMIE HARGRAVES,TX,Y,,40,$13.95 ,,H-400-16271-934868,Certification,4/1/17,10/31/17,2/15/17,None,,,,,6875 S. Sante Fe Dr.,,Littleton,UNITED STATES OF AMERICA,Designs By Sundown Inc,303-789-4400,,80120,,CO,N,,,Y,2017,7:00 AM,5:00 PM,,,,Landscape Laborer,FEWA,,561730,,Seasonal,40,40,,,,,Y,20.93,,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/17,,N,,,N,H-2B,,,Littleton,Arapahoe,80125,CO,
WINDSOR,BRADLEY AHL,CO,Y,,40,$14.59 ,,H-400-16272-046979,Certification,4/1/17,11/30/17,2/7/17,None,,,,,3756 IMPERIAL STREET,,FREDERICK,UNITED STATES OF AMERICA,"WESTERN STATES RECLAMATION, INC.",303-833-8820,8820,80516,,CO,N,,,Y,2017,7:00 AM,3:30 PM,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,561730,,Seasonal,65,65,,,,,Y,21.89,25.5,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/17,,N,,,N,H-2B,,,Frederick,Weld,80516,CO,
WINDSOR,BRADLEY AHL,CO,Y,,40,$14.44 ,,H-400-16272-071603,Certification,4/1/17,11/30/17,1/24/17,None,,,,,1640 SOUTH VALLEJO STREET,,DENVER,UNITED STATES OF AMERICA,VIC'S LANDSCAPING,720-422-3974,,80223,na,CO,N,,,Y,2017,8:00 AM,5:00 PM,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,561730,,Seasonal,20,20,,,,,Y,21.66,24,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/17,,N,,,N,H-2B,,,Denver,Denver,80223,CO,
WINDSOR,BRADLEY AHL,CO,Y,,35,$10.12 ,,H-400-16272-127660,Certification,4/1/17,11/16/17,1/31/17,None,,,,,1260 BIG THOMPSON AVENUE,,ESTES PARK,UNITED STATES OF AMERICA,"SILVER SADDLE OF ESTES, LLC",970-586-4476,,80517,,CO,N,,,Y,2017,8:00 AM,4:00 PM,,,,Maids and Housekeeping Cleaners,"LABOR SOLUTIONS, INC.",,721110,,Seasonal,10,10,,,,,N,15.18,18,Hour,,,N,,37-2012,Maids and Housekeeping Cleaners,1/1/17,,N,,BEST WESTERN PLUS SILVER SADDLE,N,H-2B,,,Estes Park,Larimer,80517,CO,
WINDSOR,BRADLEY AHL,CO,Y,,35,$14.44 ,,H-400-16272-370427,Certification,4/1/17,11/30/17,1/24/17,None,,,,,"5680 VALMONT ROAD, UNIT A",,BOULDER,UNITED STATES OF AMERICA,"TORII PROPERTY SERVICES, LLC",303-444-2826,,80301,,CO,N,,,Y,2017,7:00 AM,5:00 PM,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,561730,,Seasonal,10,10,,,,,Y,21.66,24,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/17,,N,,TORII LAWN AND SPRINKLER SPECIALISTS,N,H-2B,,,Boulder,Boulder,80301,CO,
WINDSOR,BRADLEY AHL,CO,Y,,40,$14.59 ,,H-400-16272-422601,Certification,4/1/17,11/30/17,1/24/17,None,,,,,8300 WEST 50TH AVENUE,na,ARVADA,UNITED STATES OF AMERICA,WEST BRANCHES LANDSCAPE CO.,720-216-7256,,80002,na,CO,N,,,Y,2017,7:00 AM,3:30 PM,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,561730,,Seasonal,5,5,,,,,Y,21.89,25.5,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/17,,N,,,N,H-2B,,,Arvada,Jefferson,80002,CO,
WINDSOR,BRADLEY AHL,CO,Y,,35,$14.44 ,,H-400-16272-478991,Certification,4/1/17,11/30/17,1/24/17,None,,,,,2900 WEST WESLEY AVENUE,,DENVER,UNITED STATES OF AMERICA,"RAINBOW LANDSCAPING, INC.",303-934-1877,,80219,,CO,N,,,Y,2017,8:00 AM,4:00 PM,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,561730,,Seasonal,40,40,,,,,Y,21.66,24,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/17,,N,,,N,H-2B,,,Denver,Denver,80219,CO,
WINDSOR,BRADLEY AHL,CO,Y,,35,$14.44 ,,H-400-16272-500133,Certification,4/1/17,11/3/17,1/24/17,None,,,,,16161 POPLAR STREET,,BRIGHTON,UNITED STATES OF AMERICA,"ROSALES LANDSCAPE, INC.",720-685-7463,,80602,,CO,N,,,Y,2017,8:00 AM,4:00 PM,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,561730,,Seasonal,6,6,,,,,Y,21.66,24,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/17,,N,,,N,H-2B,,,Brighton,Adams,80602,CO,
WINDSOR,BRADLEY AHL,CO,Y,,40,$13.95 ,,H-400-16272-521125,Certification,4/1/17,10/31/17,1/31/17,None,,,,,2301 WEST OXFORD AVENUE,,ENGLEWOOD,UNITED STATES OF AMERICA,"STEVE KOON LANDSCAPE AND DESIGN, INC.",303-761-5639,,80110,,CO,N,,,Y,2017,8:00 AM,4:30 PM,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,561730,,Seasonal,6,6,,,,,Y,20.93,24,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/17,,N,,,N,H-2B,,,Englewood,Arapahoe,80110,CO,
WINDSOR,BRADLEY AHL,CO,Y,,35,$13.95 ,,H-400-16272-527147,Certification,4/1/17,11/17/17,1/25/17,None,,,,,2480 NORTH POWERS BOULEVARD,,COLORADO SPRINGS,UNITED STATES OF AMERICA,"TIMBERLINE LANDSCAPING, INC.",719-499-1291,,80915,,CO,N,,,Y,2017,7:00 AM,4:00 PM,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,561730,,Seasonal,60,60,,,,,Y,20.93,24,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/17,,N,,,N,H-2B,,,Colorado Springs,El Paso,80915,CO,
BAY CITY,RITA ROMERO,TX,Y,,40,$13.95 ,,H-400-16272-556302,Certification,3/1/17,11/30/17,12/29/16,None,,,,,3355 S. Umatilla St.,,Englewood,UNITED STATES OF AMERICA,Keesen Landscape Management Inc,303-761-0444,,80110,,CO,N,,,Y,2017,6:30 AM,4:30 PM,,,,Landscape Laborer,Federation of Employers& Workers of America,,561730,,Peakload,180,180,,,,,Y,20.93,23.25,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,12/1/16,,N,,,N,H-2B,,,Englewood,Araphoe,80110,CO,
WINDSOR,BRADLEY AHL,CO,Y,,35,$15.41 ,,H-400-16272-784268,Certification,4/1/17,11/30/17,1/25/17,None,,,,,2337 EMERY STREET,,LONGMONT,UNITED STATES OF AMERICA,"T-BONE STONE, INC.",303-435-2495,,80501,,CO,N,,,Y,2017,7:30 AM,4:00 PM,,,,"Rock Splitters, Quarry","LABOR SOLUTIONS, INC.",,212311,,Seasonal,15,15,,,,,N,23.12,25.5,Hour,,,N,,47-5051,"Rock Splitters, Quarry",1/1/17,,N,,,N,H-2B,,,Lyons,Boulder,80540,CO,
WINDSOR,BRADLEY AHL,CO,Y,,35,$16.68 ,,H-400-16272-896732,Certification,4/13/17,12/15/17,4/13/17,None,,,,,8065 BRANDON DRIVE,,LITTLETON,UNITED STATES OF AMERICA,SPLIT RAIL FENCE & SUPPLY CO.,303-791-1997,,80125,,CO,N,,,Y,2017,7:00 AM,5:00 PM,,,,Fence Erectors,"LABOR SOLUTIONS, INC.",,238990,,Seasonal,30,30,,,,,Y,25.02,28.5,Hour,,,N,,47-4031,Fence Erectors,1/10/17,,N,,,N,H-2B,,,Littleton,Douglas,80125,CO,
WINDSOR,BRADLEY AHL,CO,Y,,35,$14.44 ,,H-400-16272-926561,Certification,4/1/17,10/10/17,2/1/17,None,,,,,"3160 SOUTH ZUNI STREET, SUITE 201",,ENGLEWOOD,UNITED STATES OF AMERICA,"WESTERN PROSCAPES, INC.",303-789-3934,,80110,,CO,N,,,Y,2017,7:00 AM,3:00 PM,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,561730,,Seasonal,45,45,,,,,Y,21.66,24,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/17,,N,,,N,H-2B,,,Englewood,Arapahoe,80110,CO,
BAY CITY,LINDA SEALS,TX,Y,,40,$14.59 ,,H-400-16273-334848,Certification,4/1/17,11/15/17,1/31/17,None,,,,,14800 E. Smith Rd.,,Aurora,UNITED STATES OF AMERICA,Green Valley Ranch Golf Club,303-371-9357,,80011,,CO,N,,,Y,2017,7:00 AM,3:30 PM,,,,Landscape Laborer,FEWA,,713910,,Seasonal,30,30,,,,,Y,21.89,22.5,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/17,,N,,,N,H-2B,,,Aurora,Arapahoe,80011,CO,
AUSTIN,ROBERT KERSHAW,TX,Y,,40,$13.54 ,,H-400-16273-613573,Certification,3/1/17,12/1/17,1/5/17,None,,,,,570 S. Commercial Dr.,,Grand Junction,UNITED STATES OF AMERICA,"Liqui Green, Inc.",970-256-1928,,81505,,CO,Y,1,,Y,2017,8:00 AM,4:30 PM,,,,Landscape Laborer,"THE KERSHAW LAW FIRM, PC",,561730,,Peakload,13,13,,,,,Y,20.31,21.27,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,12/1/16,,N,,,N,H-2B,,,Grand Junction,Mesa,81505,CO,
BAY CITY,BRANDI COWAN,TX,Y,,40,$14.44 ,,H-400-16273-645037,Certification,3/1/17,11/22/17,1/5/17,None,,,,,13159 N. US Hwy 85,,Littleton,UNITED STATES OF AMERICA,Green Valley Turf Company,303-798-6764,,80125,,CO,N,,,Y,2017,6:00 AM,6:00 PM,,,,Landscape Laborer,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,,561730,,Seasonal,19,19,,,,,Y,21.66,,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,12/1/16,,N,,,N,H-2B,,,Littleton,Douglas,80125,CO,
BAY CITY,LINDA SEALS,TX,Y,,40,$13.95 ,,H-400-16273-733220,Certification,4/1/17,11/15/17,2/2/17,None,,,,,9979 E. Woodmen Rd.,"Mailing: 14800 E. Smith Rd., Aurora, CO 80011",Peyton,UNITED STATES OF AMERICA,Green Valley Ranch Golf Club,719-886-5263,,80831,,CO,N,,,Y,2017,7:00 AM,3:30 PM,,,,Landscape Laborer,FEWA,,561730,,Seasonal,15,15,,,,,Y,20.93,22.5,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/17,,N,,,N,H-2B,,,Peyton,El Paso,80831,CO,
KINGSTON,SHEILA GRAY,OK,Y,,40,$21.50 ,,H-400-16276-807048,Certification,4/1/17,11/30/17,2/7/17,None,,,,,PO BOX 880253,350 RIVER ROAD,STEAMBOAT SPRINGS,UNITED STATES OF AMERICA,G.L. COOK CONCRETE INC,970-879-4673,,80488,,CO,Y,12,,Y,2017,7:00 AM,4:00 PM,,,,Concrete Form Setter/Laborer,"LABOR, MADE EASY",,212321,,Seasonal,4,4,,,,,Y,,,Hour,,,N,,47-2051,Cement Masons and Concrete Finishers,1/1/17,,N,,,N,H-2B,,,STEAMBOAT SPRINGS,ROUTT,80488,CO,
WINDSOR,BRADLEY AHL,CO,Y,,40,$14.44 ,,H-400-16277-184130,Certification,4/1/17,12/29/17,1/31/17,None,,,,,660 FRONT RANGE ROAD,,LITTLETON,UNITED STATES OF AMERICA,"KELLEY SPRINKLER AND LANDSCAPE, INC.",303-794-8345,,80120,na,CO,N,,,Y,2017,7:00 AM,4:30 PM,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,561730,,Seasonal,8,8,,,,,Y,21.66,24,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/17,,N,,,N,H-2B,,,Brighton,Adams,80601,CO,
WINDSOR,BRADLEY AHL,CO,Y,,40,$13.95 ,,H-400-16277-586938,Certification,4/1/17,10/31/17,2/3/17,None,,,,,6800 SOUTH DAWSON CIRCLE,,CENTENNIAL,UNITED STATES OF AMERICA,"COX PROFESSIONAL LANDSCAPE SERVICES, LLC",303-693-6878,,80112,,CO,N,,,Y,2017,7:00 AM,5:00 PM,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,561730,,Seasonal,15,15,,,,,Y,20.93,24,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/17,,N,,,N,H-2B,,,Centennial,Arapahoe,80112,CO,
WINDSOR,BRADLEY AHL,CO,Y,,35,$14.59 ,,H-400-16277-739154,Certification,4/1/17,11/30/17,1/31/17,None,,,,,16080 SMITH ROAD,,AURORA,UNITED STATES OF AMERICA,"ALL PHASE LANDSCAPE CONSTRUCTION, INC.",303-360-0606,305,80011,,CO,N,,,Y,2017,6:00 AM,4:30 PM,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,561730,,Seasonal,69,69,,,,,Y,21.89,25.5,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/17,,N,,,N,H-2B,,,Aurora,,Adams,CO,
WINDSOR,BRADLEY AHL,CO,Y,,40,$14.44 ,,H-400-16277-768981,Certification,4/1/17,12/15/17,2/1/17,None,,,,,2085 SOUTH GRAPEVINE ROAD,,IDLEDALE,UNITED STATES OF AMERICA,"LUXESCAPES, LLC",303-288-5893,,80453,,CO,N,,,Y,2017,7:30 AM,3:30 PM,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,561730,,Seasonal,3,3,,,,,Y,21.66,24,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/17,,N,,,N,H-2B,,,Idledale,Jefferson,80453,CO,
WINDSOR,BRADLEY AHL,CO,Y,,40,$12.34 ,,H-400-16277-808333,Certification,4/1/17,11/30/17,1/30/17,None,,,,,1880 WEISKOPF POINT,,COLORADO SPRINGS,UNITED STATES OF AMERICA,"FLYING HORSE COUNTRY CLUB, LLC",719-494-1222,,80921,,CO,N,,,Y,2017,5:00 AM,2:00 PM,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,713910,,Seasonal,18,18,,,,,N,18.51,21,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/17,,N,,THE CLUB AT FLYING HORSE,N,H-2B,,,Colorado Springs,El Paso,80921,CO,
WINDSOR,BRADLEY AHL,CO,Y,,35,$17.91 ,,H-400-16277-862075,Certification,4/1/17,11/30/17,2/1/17,None,,,,,2106 WHEELER AVENUE,,COLORADO SPRINGS,UNITED STATES OF AMERICA,MOTU ENTERPRISES,719-635-9920,,80904,,CO,N,,,Y,2017,6:30 AM,3:30 PM,,,,Cement Masons and Concrete Finishers,"LABOR SOLUTIONS, INC.",,238110,,Seasonal,6,6,,,,,Y,26.87,30,Hour,,,N,,47-2051,Cement Masons and Concrete Finishers,1/1/17,,N,,FLAT & FANCY,N,H-2B,,,Colorado Springs,El Paso,80904,CO,
