AGENT_ATTORNEY_ADDRESS,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_STATE,ALIEN_WORK_STATE,APPLICATION_TYPE,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY,CASE_NUMBER,CASE_STATUS,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,DECISION_DATE,DOT_NAME,DOT_OCCUPATIONAL_CODE,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_NAME,EMPLOYER_POSTAL_CODE,EMPLOYER_STATE,FY,JOB_TITLE,LAWFIRM_NAME,NBR_WORKERS_CERTIFIED,NBR_WORKERS_REQUESTED,NPC_SUBMITTED_DATE,PREVAILING_WAGE,PW_UNIT_OF_PAY,RECENT_DECISION_DATE,SOC_CODE,SOC_NAME,VISA_CLASS
,EAGLE,VERITY CLAIR EISENMAN / VISA WISE LLC,CO,CO,H-2B,,,C-10243-50943,PARTIAL CERTIFIED,10/1/10,4/1/11,9/10/10,,406.684-014,18126 EAST PEAKVIEW PLACE,,AURORA,"GL, INC.",80016,CO,2010,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",,10,12,8/31/10,,,,,,
,CENTENNIAL,ANN ALLOTT,CO,CO,H-2B,8.92,HR,C-09362-48194,PARTIAL CERTIFIED,4/1/10,11/30/10,1/11/10,,408.687-014,1250 S. CHAMBERS ROAD,,AURORA,"JBK LANDSCAPE, INC.",80017,CO,2010,"LABORER, LANDSCAPE",,35,45,12/24/09,8.92,HR,,,,
,WINDSOR,KATHERIN LEA AHL,CO,CO,H-2B,9.63,DAI,C-09349-47607,DENIED,4/1/10,11/30/10,1/27/10,,408.687-014,645 COMPTON STREET,,BROOMFIELD,"THE GREEN PLAN, INC",80020,CO,2010,"LABORER, LANDSCAPE",,0,210,12/15/09,9.63,DAI,,,,
,NEW YORK,CHAD C. BLOCKER,NY,CO,H-2B,9.3,HR,C-09268-46527,PARTIAL CERTIFIED,12/1/09,4/30/10,10/15/09,,321.137-010,390 INTERLOCKEN CRESCENT,,BROOMFIELD,THE VAIL CORPORATION,80021,CO,2010,HOUSEKEEPER,,42,45,9/25/09,9.3,HR,,,,
,NEW YORK,CHAD C. BLOCKER,NY,CO,H-2B,,,C-09271-46554,CERTIFIED,12/1/09,4/30/10,10/16/09,,321.137-010,390 INTERLOCKEN CRESCENT,,BROOMFIELD,"VAIL HOTEL MANAGEMENT CO., LLC",80021,CO,2010,HOUSEKEEPER,,24,24,9/28/09,,,,,,
,BAY CITY,RITA ROMERO/FEDERATION OF EMPLOYERS AND WORKERS OF,TX,CO,H-2B,,,C-10005-48504,PARTIAL CERTIFIED,3/1/10,11/1/10,1/11/10,,408.687-014,270 INTERLOCKEN BLVD.,,BROOMFIELD,VARGAS PROPERTY SERVICES INC,80021,CO,2010,"LABORER, LANDSCAPE",,45,50,1/5/10,,,,,,
,NEW YORK,CHAD C. BLOCKER,NY,WY,H-2B,7.56,HR,C-10060-49503,CERTIFIED,5/1/10,10/11/10,3/8/10,,318.687-010,390 INTERLOCKEN CRESCENT,P.O. BOX 250,BROOMFIELD,GRAND TETON LODGE COMPANY,80021,CO,2010,KITCHEN HELPER,,33,33,3/1/10,7.56,HR,,,,
,NEW YORK,CHAD C. BLOCKER,NY,WY,H-2B,7.56,HR,C-10060-49501,CERTIFIED,5/1/10,10/11/10,3/8/10,,361.684-014,390 INTERLOCKEN CRESCENT,,BLOOMFIELD,GRAND TETON LODGE COMPANY,80021,CO,2010,LAUNDRY WORKER I,,15,15,3/1/10,7.56,HR,,,,
,NEW YORK,CHAD C. BLOCKER,NY,WY,H-2B,7.7,HR,C-10060-49500,PARTIAL CERTIFIED,5/1/10,10/4/10,3/8/10,,311.472-010,390 INTERLOCKEN CRESCENT,P.O BOX 250,BROOMFIELD,GRAND TETON LODGE COMPANY,80021,CO,2010,FAST FOODS WORKER,,23,25,3/1/10,7.7,HR,,,,
,NEW YORK,CHAD C. BLOCKER,NY,WY,H-2B,8.12,HR,C-10060-49502,CERTIFIED,5/1/10,10/11/10,3/8/10,,321.137-010,390 INTERLOCKEN CRESCENT,,BROOMFIELD,GRAND TETON LODGE COMPANY,80021,CO,2010,HOUSEKEEPER,,88,88,3/1/10,8.12,HR,,,,
,NEW YORK,CHAD C. BLOCKER,NY,WY,H-2B,8.87,HR,C-10060-49504,PARTIAL CERTIFIED,5/1/10,10/4/10,3/8/10,,313.361-014,390 INTERLOCKEN CRESCENT,P.O. BOX 250,BROOMFIELD,GRAND TETON LODGE COMPANY,80021,CO,2010,COOK,,16,18,3/1/10,8.87,HR,,,,
,BAY CITY,RITA ROMERO,TX,CO,H-2B,9.8,HR,C-10245-50958,PARTIAL CERTIFIED,11/1/10,4/30/11,9/7/10,,955.687-014,270 INTERLOCKEN BLVD,,BROOMFIELD,MAGNUM SNOW REMOVAL INC,80021,CO,2010,SNOW SHOVELER,,26,30,9/2/10,9.8,HR,,,,
,NEW YORK,CHAD C. BLOCKER,NY,CO,H-2B,,,C-10258-51041,PARTIAL CERTIFIED,11/22/10,4/30/11,9/17/10,,323.687-014,390 INTERLOCKEN CRESCENT,,BROOMFIELD,VAIL CORPORATION,80021,CO,2010,"CLEANER, HOUSEKEEPING",,131,140,9/15/10,,,,,,
,NEW YORK,"CHAD C BLOCKER / FRAGOMEN, DEL REY, BERNSEN & LOEW",NY,CO,H-2B,,,C-10258-51040,PARTIAL CERTIFIED,11/15/10,4/30/11,9/17/10,,323.687-014,390 INTERLOCKEN CRESCENT,,BROOMFIELD,VAIL CORPORATION,80021,CO,2010,"CLEANER, HOUSEKEEPING",,23,27,9/15/10,,,,,,
,CENTENNIAL,ANN ALLOTT,CO,CO,H-2B,10.5,HR,C-10008-48599,PARTIAL CERTIFIED,4/1/10,10/30/10,1/22/10,,866.381-010,6270 EAST 50TH AVE,,COMMERCE CITY,"D & D ROOFING, INC.",80022,CO,2010,ROOFER,,8,15,1/8/10,10.5,HR,,,,
,DRAKE,KATHERIN L. AHL,CO,CO,H-2B,,,C-09349-47603,CERTIFIED,4/1/10,11/30/10,1/25/10,,408.687-014,10875 MAPLE RD.,,LAFAYETTE,"GREEN HILL LANDSCAPE, INC.",80026,CO,2010,"LABORER, LANDSCAPE",,6,6,12/15/09,,,,,,
,LOVINGSTON,"ELIZABETH D. WHITLEY / MAS LABOR H2B, LLC",VA,CO,H-2B,8.92,HR,C-09358-48104,PARTIAL CERTIFIED,4/1/10,11/30/10,12/29/09,,408.687-014,10260 WEST 44TH AVENUE,,WHEAT RIDGE,"ARROWHEAD LANDSCAPE SERVICES, INC.",80033,CO,2010,"LABORER, LANDSCAPE",,38,40,12/22/09,8.92,HR,,,,
,SANFORD,"JOE ANGEL NICHOLS - LAW OFFICES OF JOE A. NICHOLS,",FL,CO,H-2B,298.4,WK,C-09352-47714,CERTIFIED,3/1/10,12/12/10,12/30/09,,349.664-010,P.O. BOX 1000,,ELBERT,"RING & RING, INC.",80106,CO,2010,AMUSEMENT PARK WORKER,,25,25,12/15/09,298.4,WK,,,,
,WINDSOR,"KATHERINE L. AHL,  LABOR SOLUTIONS, INC",CO,CO,H-2B,10.76,HR,C-09350-47615,DENIED,4/1/10,12/15/10,1/21/10,,869.664-014,1700 NORTH PARK STREET,,CASTLE ROCK,"MW GOLDEN CONSTRUCTORS, INC",80109,CO,2010,CONSTRUCTION WORKER I,,0,2,12/15/09,10.76,HR,,,,
,BAY CITY,RITA ROMERO,TX,CO,H-2B,9.63,HR,C-09323-47292,PARTIAL CERTIFIED,3/1/10,11/30/10,11/24/09,,408.687-014,3355 S. UMATILLA ST.,,ENGLEWOOD,KEESEN ENTERPRISES INC,80110,CO,2010,"LABORER, LANDSCAPE",,194,200,11/19/09,9.63,HR,,,,
,WINDSOR,KATHERIN L. AHL,CO,CO,H-2B,,,C-09349-47604,CERTIFIED,4/1/10,12/18/10,1/22/10,,408.687-014,"3160 SOUTH ZUNI, #201",,ENGLEWOOD,"WESTERN PROSCAPES, INC",80110,CO,2010,"LABORER, LANDSCAPE",,70,70,12/15/09,,,,,,
,AURORA,TODD IRWIN,CO,CO,H-2B,8.92,HR,C-09363-48279,DENIED,4/1/10,11/30/10,2/2/10,,405.684-014,15440 E. FREMONT DR.,,CENTENNIAL,"COLORADO DESIGNSCAPES, INC.",80112,CO,2010,HORTICULTURAL WORKER I,,0,100,12/28/09,8.92,HR,,,,
,AURORA,TODD IRWIN,CO,CO,H-2B,,,C-10060-49516,PARTIAL CERTIFIED,4/1/10,11/30/10,3/2/10,,405.684-014,15440 E. FREMONT DR.,,CENTENNIAL,"COLORADO DESIGNSCAPES, INC.",80112,CO,2010,HORTICULTURAL WORKER I,,71,100,12/28/09,,,,,,
,AURORA,TODD IRWIN,CO,CO,H-2B,8.92,HR,C-10089-49780,PARTIAL CERTIFIED,4/1/10,11/30/10,4/12/10,,405.684-014,15400 EAST FREMONT DRIVE,,CENTENNIAL,"COLORADO GREEN GRASS, INC.",80112,CO,2010,HORTICULTURAL WORKER I,,37,45,3/30/10,8.92,HR,,,,
,AURORA,"JOEL VICTOR  ANDERSON / ANDERSON & ASSOCIATES, P.C",CO,CO,H-2B,9.19,HR,C-10245-50955,CERTIFIED,10/1/10,4/15/11,9/3/10,,406.684-014,3279 SOUTH OGDEN STREET,,ENGLEWOOD,"RELIANT WINTER SERVICE, LLC",80113,CO,2010,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",,22,22,9/2/10,9.19,HR,,,,
,WINDSOR,KATHERIN L. AHL,CO,CO,H-2B,8.92,HR,C-09350-47633,CERTIFIED,4/1/10,10/31/10,1/21/10,,408.687-014,7047 PERRY PARK BLVD.,,LARKSPUR,PERRY PARK COUNTRY CLUB,80118,CO,2010,"LABORER, LANDSCAPE",,14,14,12/15/09,8.92,HR,,,,
,BAY CITY,BRANDI COWAN,TX,CO,H-2B,8.92,HR,C-09327-47337,CERTIFIED,3/1/10,11/30/10,11/25/09,,406.684-014,7951 S. SANTA FE DRIVE,,LITTLETON,GREEN VALLEY TURF CO.,80120,CO,2010,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",,30,30,11/23/09,8.92,HR,,,,
,AURORA,"ANDERSON & ASSOCIATES, P.C.",CO,CO,H-2B,8.92,HR,C-09362-48183,CERTIFIED,4/1/10,11/30/10,1/7/10,,408.687-014,5160 WEST MAPLEWOOD AVENUE,,LITTLETON,"PARKSIDE LANDSCAPING, INC.",80123,CO,2010,"LABORER, LANDSCAPE",,27,27,12/24/09,8.92,HR,,,,
,BAY CITY,FEDERATION OF EMPLOYERS & WORKERS OF AMERICA/RITA,TX,CO,H-2B,8.92,HR,C-09310-47019,PARTIAL CERTIFIED,2/5/10,11/30/10,11/13/09,,408.687-014,9010 S. SANTA FE,,LITTLETON,ARAPAHOE HORTICULTURE LLC DBA ARAPAHOE LANDSCAPES,80125,CO,2010,"LABORER, LANDSCAPE",,11,20,11/6/09,8.92,HR,,,,
,BAY CITY,RITA ROMERO / FEWA,TX,CO,H-2B,8.92,HR,C-09323-47293,PARTIAL CERTIFIED,2/15/10,11/30/10,11/23/09,,408.687-014,13195 N. HIGHLAND CIRCLE,,LITTLETON,JIM'S PRIDE LANDSCAPING & MAINTENANCE INC. D/B/A J,80125,CO,2010,"LABORER, LANDSCAPE",,18,20,11/19/09,8.92,HR,,,,
,CENTENNIAL,ANN ALLOTT,CO,CO,H-2B,8.92,HR,C-10004-48434,PARTIAL CERTIFIED,4/1/10,9/30/10,1/13/10,,408.687-014,9742 TITAN PARK CIRCLE,,LITTLETON,"ACC LANDSCAPE SERVICES, LLC",80125,CO,2010,"LABORER, LANDSCAPE",,99,100,12/31/09,8.92,HR,,,,
,BAY CITY,BRANDI COWAN /FEDERATION OF EMPLOYERS AND WORKERS,TX,CO,H-2B,8.92,HR,C-10173-50333,CERTIFIED,10/1/10,4/30/11,6/25/10,,955.687-014,8416 S PARFET CT,,LITTLETON,FRONT RANGE SNOW & ICE LLC,80127,CO,2010,SNOW SHOVELER,,50,50,6/22/10,8.92,HR,,,,
,,,,CO,H-2B,,,C-09349-47596,CERTIFIED,4/1/10,11/30/10,12/21/09,,408.687-014,8888 MOTSENBOCKER ROAD,,PARKER,VALLEYCREST LANDSCAPE DEVELOPMENT (VCD DENVER),80134,CO,2010,"LABORER, LANDSCAPE",,25,25,12/15/09,,,,,,
,WINDSOR,KATHERIN L. AHL,CO,CO,H-2B,8.92,HR,C-09350-47611,CERTIFIED,4/1/10,11/30/10,1/21/10,,406.684-014,8000 PRESERVATION RD.,,PARKER,COLORADO GOLF CLUB,80134,CO,2010,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",,20,20,12/15/09,8.92,HR,,,,
,PARKER,BRIAN DALE CURRY,CO,CO,H-2B,9.9,HR,C-10081-49706,DENIED,4/1/10,11/1/10,4/27/10,,406.684-014,7522 S. PINERY DR,,PARKER,COLORADO HORSE PARK,80134,CO,2010,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",,0,12,3/22/10,9.9,HR,,,,
,BAY CITY,APRIL DAWN MCKINNEY,TX,CO,H-2B,8.92,HR,C-09310-47017,CERTIFIED,2/15/10,11/30/10,11/13/09,,408.687-014,7543 DANIELS PARK RD.,,SEDALIA,SANCTUARY INC.,80135,CO,2010,"LABORER, LANDSCAPE",,20,20,11/6/09,8.92,HR,,,,
,DENVER,DAVID N. SIMMONS,CO,CO,H-2B,8.92,HR,C-09356-47912,CERTIFIED,3/1/10,11/30/10,12/28/09,,408.687-014,PO BOX 5226,,ENGLEWOOD,"ALL SEASONS LANDSCAPING, INC.",80155,CO,2010,"LABORER, LANDSCAPE",,17,17,12/18/09,8.92,HR,,,,
,SAN DIEGO,"SHAWN  F. FRIESTAD/FRIESTAD LAW FIRM,APC",CA,CO,H-2B,8.57,HR,C-10026-49036,PARTIAL CERTIFIED,4/1/10,12/31/10,2/1/10,,410.674-010,3030 WALNUT STREET,,DENVER,SPRUNG CONSTRUCTION,80205,CO,2010,ANIMAL CARETAKER,,2,3,1/26/10,8.57,HR,,,,
,BAY CITY,BRANDI C. COWAN,TX,CO,H-2B,8.92,HR,C-09363-48287,PARTIAL CERTIFIED,3/1/10,11/30/10,1/4/10,,408.687-014,5253 E. 38TH AVENUE,,DENVER,LAWNTECH ENTERPRISES INC,80207,CO,2010,"LABORER, LANDSCAPE",,14,25,12/28/09,8.92,HR,,,,
,BAY CITY,RITA ROMERO,TX,CO,H-2B,8.92,HR,C-10040-49270,CERTIFIED,4/1/10,11/25/10,2/12/10,,408.687-014,6709 E. 38TH AVE,,DENVER,CLEAN CUT INC,80207,CO,2010,"LABORER, LANDSCAPE",,10,10,2/9/10,8.92,HR,,,,
,AURORA,JEFF JOSEPH,CO,CO,H-2B,,,C-10056-49486,CERTIFIED,4/1/10,9/30/10,3/2/10,,341.367-010,3299 LOWELL BLVD. #303,,DENVER,"AMBER WAVES ADVENTURES, LLS DBA AMERICAN ADVENTURE",80211,CO,2010,RECREATION FACILITY ATTENDANT,,3,3,2/25/10,,,,,,
,BAY CITY,BRANDI COWAN,TX,CO,H-2B,8.92,HR,C-09341-47516,CERTIFIED,3/1/10,11/30/10,12/17/09,,408.687-014,4190 GARFIELD ST. #1,,DENVER,CUT RATE LAWN SERVICE LLC,80216,CO,2010,"LABORER, LANDSCAPE",,20,20,12/7/09,8.92,HR,,,,
,BAY CITY,RITA ROMERO,TX,CO,H-2B,8.15,HR,C-10055-49463,CERTIFIED,3/1/10,11/20/10,2/26/10,,408.687-014,6300 N. BROADWAY,,DENVER,"PAULINO GARDENS, INC",80216,CO,2010,"LABORER, LANDSCAPE",,4,4,2/24/10,8.15,HR,,,,
,WINDSOR,KATHERIN LEA AHL,CO,CO,H-2B,8.92,HR,C-09350-47620,DENIED,4/1/10,11/30/10,1/21/10,,408.687-014,2900 WEST WESLEY AVENUE,,DENVER,RAINBOW LANDSCAPING INC.,80219,CO,2010,"LABORER, LANDSCAPE",,0,50,12/15/09,8.92,HR,,,,
,WINDSOR,KATHERIN LEA AHL,CO,CO,H-2B,8.92,HR,C-10053-49423,CERTIFIED,4/1/10,11/30/10,3/4/10,,408.687-014,2900 WEST WESLEY AVENUE,,DENVER,RAINBOW LANDSCAPING INC.,80219,CO,2010,"LABORER, LANDSCAPE",,50,50,2/22/10,8.92,HR,,,,
,BAY CITY,BRANDI  COWAN,TX,CO,H-2B,8.92,HR,C-09341-47526,CERTIFIED,3/1/10,11/30/10,12/9/09,,408.687-014,3333 S. WADSWORTH BLVD. #216,,LAKEWOOD,CREATIVEXTERIORS,80227,CO,2010,"LABORER, LANDSCAPE",,50,50,12/7/09,8.92,HR,,,,
,BAY CITY,BRANDI COWAN,TX,CO,H-2B,8.92,HR,C-09338-47495,PARTIAL CERTIFIED,3/1/10,10/31/10,12/8/09,,406.684-014,3431 EAST 86TH AVENUE,,THORNTON,URBAN FARMER INC.,80229,CO,2010,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",,248,250,12/4/09,8.92,HR,,,,
,GLEN ALLEN,FERNANDO E. SAENZ,VA,CO,H-2B,8.92,HR,C-09314-47080,PARTIAL CERTIFIED,2/1/10,12/1/10,11/23/09,,408.687-014,8585 E. WARREN AVE,,DENVER,"SWINGLE TREE, LAWN & CHRISTMAS DECOR",80231,CO,2010,"LABORER, LANDSCAPE",,20,25,11/10/09,8.92,HR,,,,
,WINDSOR,KATHERIN L. AHL,CO,CO,H-2B,8.92,HR,C-09349-47605,CERTIFIED,4/1/10,11/30/10,1/22/10,,408.687-014,2174 SOUTH VALENTIA STREET,,DENVER,"HORIZON LANDSCAPING, INC",80231,CO,2010,"LABORER, LANDSCAPE",,10,10,12/15/09,8.92,HR,,,,
,,,,CO,H-2B,8.92,HR,C-09321-47237,PARTIAL CERTIFIED,1/1/10,10/31/10,12/2/09,,408.687-014,12570 E. 39TH AVENUE,,DENVER,"COCAL LANDSCAPE SERVICES, INC",80239,CO,2010,"LABORER, LANDSCAPE",,92,100,11/17/09,8.92,HR,,,,
,BAY CITY,APRIL MCKINNEY,TX,CO,H-2B,8.92,HR,C-10028-49090,CERTIFIED,4/1/10,9/30/10,2/3/10,,408.687-014,2662 E. 131ST AVE,"MAILING: PO BOX 1506,  EASTLAKE, CO 80614",THORNTON,ROCKY MOUNTAIN HARDSCAPES LLP,80241,CO,2010,"LABORER, LANDSCAPE",,10,10,1/28/10,8.92,HR,,,,
,BAY CITY,BRANDI  COWAN/FEDERATION OF EMPLOYERS & WORKERS OF,TX,CO,H-2B,8.92,HR,C-10042-49317,CERTIFIED,4/1/10,10/31/10,2/16/10,,408.687-014,4900 HIMALAYA RD,,DENVER,GREEN VALLEY RANCH GOLF CLUB,80249,CO,2010,"LABORER, LANDSCAPE",,24,24,2/9/10,8.92,HR,,,,
,WINDSOR,KATHERIN L. AHL,CO,CO,H-2B,9.63,HR,C-09350-47629,DENIED,4/1/10,11/30/10,1/27/10,,408.687-014,5660 VALMONT ROAD,,BOULDER,TORII LAWN & SPRINKLER SPECIALISTS INC,80301,CO,2010,"LABORER, LANDSCAPE",,0,15,12/15/09,9.63,HR,,,,
,WINDSOR,KATHERIN L. AHL,CO,CO,H-2B,9.63,HR,C-10067-49582,CERTIFIED,4/1/10,11/30/10,3/26/10,,408.687-014,5660 VALMONT ROAD,,BOULDER,"TORII LAWN & SPRINKLER SPECIALISTS, INC.",80301,CO,2010,"LABORER, LANDSCAPE",,15,15,3/8/10,9.63,HR,,,,
,DENVER,KIMBERLEY A. CHANDLER,CO,CO,H-2B,18.44,HR,C-09324-47320,CERTIFIED,12/15/09,4/15/10,12/18/09,,600.280-022,"3980 BROADWAY, SUITE 103",,BOULDER,INTERNATIONAL SKI RENTAL SYSTEMS DBA SNOWELL NORTH,80304,CO,2010,MACHINIST,,5,5,11/20/09,18.44,HR,,,,
,LOVINGSTON,"ELIZABETH D. WHITLEY / MASLABOR H2B, LLC",VA,CO,H-2B,8.92,HR,C-09362-48153,PARTIAL CERTIFIED,4/1/10,11/30/10,12/30/09,,408.687-014,760 NILE STREET,,GOLDEN,"SUMMIT SERVICES, INC.",80401,CO,2010,"LABORER, LANDSCAPE",,23,25,12/23/09,8.92,HR,,,,
,WINDSOR,KATHERIN L. AHL,CO,CO,H-2B,,,C-09350-47624,CERTIFIED,4/1/10,11/30/10,1/26/10,,706.684-026,"1860 DENVER WEST DRIVE, #2023",,GOLDEN,CONTINENTAL HARDSCAPE SYSTEMS LLC,80401,CO,2010,"ASSEMBLER, TYPE BAR AND SEGMENT",,20,20,12/15/09,,,,,,
,WINTER PARK,AMANDA GERMAIN WITTE,CO,CO,H-2B,9.25,HR,C-10223-50818,CERTIFIED,11/1/10,4/30/11,8/17/10,,321.137-010,221 CORPORATE CIRCLE SUITE Q,,GOLDEN,"INTRAWEST HOSPITALITY MANAGEMENT, INC",80401,CO,2010,HOUSEKEEPER,,25,25,8/11/10,9.25,HR,,,,
,AUSTIN,JOHN MCNAMARA,TX,CO,H-2B,,,C-10223-50815,CERTIFIED,11/15/10,5/5/11,8/26/10,,313.361-014,186 ROBERTSON LANE,NORTHSTAR VILLAGE,BRECKENRIDGE,SKIWORLD INC.,80424,CO,2010,COOK,,12,12,8/11/10,,,,,,
,DENVER,CHRISTINA BAUER/ MOUNTAIN STATES EMPLOYERS COUNCIL,CO,CO,H-2B,,,C-10231-50868,PARTIAL CERTIFIED,11/15/10,5/15/11,8/31/10,,323.687-014,620 VILLAGE ROAD,,BRECKENRIDGE,BRIDGE HOSPITALITY LLC DBA BEAVER RUN AND BEAVER R,80424,CO,2010,"CLEANER, HOUSEKEEPING",,18,20,8/19/10,,,,,,
,DENVER,CHRISTINA BAUER,CO,CO,H-2B,,,C-10231-50870,CERTIFIED,11/15/10,5/15/11,8/31/10,,311.677-010,620 VILLAGE ROAD,P.O. BOX 2115,BRECKENRIDGE,BRIDGE HOSPITALITY LLC DBA BEAVER RUN AND BEAVER R,80424,CO,2010,CAFETERIA ATTENDANT,,5,5,8/19/10,,,,,,
,AUSTIN,JOHN MCNAMARA,TX,CO,H-2B,11.92,HR,C-10256-51027,CERTIFIED,11/1/10,5/7/11,9/16/10,,,160 EAST ADAMS AVE.,,BRECKENRIDGE,"CRYSTAL HOLIDAYS, INC.",80424,CO,2010,,,11,11,9/13/10,11.92,HR,,,,
,,,,CO,H-2B,14.29,HR,C-09294-46767,DENIED,10/1/09,5/31/10,11/25/09,,313.361-026,1262 BERGEN PARKWAY,#100,EVERGREEN,THE HIMALAYA LLC D/B/A CUISINE OF THE HIMALAYAS,80439,CO,2010,"COOK, SPECIALTY",,0,6,10/21/09,14.29,HR,,,,
,DENVER,RYAN A. ADAIR,CO,CO,H-2B,16.25,HR,C-10228-50842,PARTIAL CERTIFIED,11/15/10,5/1/11,8/31/10,,153.227-018,0050 BEELER PLACE,,COPPER MOUNTAIN,POWDR-COPPER MOUNTAIN LLC DBA COPPER MOUNTAIN RESO,80443,CO,2010,"INSTRUCTOR, SPORTS",,9,10,8/16/10,16.25,HR,,,,
,DENVER,RYAN ABRAHAM ADAIR,CO,CO,H-2B,,,C-10228-50843,CERTIFIED,10/20/10,5/1/11,9/1/10,,379.664-010,0050 BEELER PLACE,,COPPER MOUNTAIN,POWDR-COPPER MOUNTAIN LLC DBA COPPER MOUNTAIN RESO,80443,CO,2010,SKI PATROLLER,,4,4,8/16/10,,,,,,
,,,,CO,H-2B,12.23,HR,C-09351-47685,CERTIFIED,4/1/10,10/31/10,12/29/09,,353.367-010,PO BOX 3178,350 WHITEWATER RD,IDAHO SPRINGS,"CLEAR CREEK RAFTING, LLC",80452,CO,2010,GUIDE,,15,15,12/15/09,12.23,HR,,,,
,DENVER,JON BOWER ALBY,CO,CO,H-2B,10.75,HR,C-09355-47797,CERTIFIED,4/1/10,12/15/10,1/6/10,,408.687-014,4041 LAKOTA ROAD,,INDIAN HILLS,JAMES G. LEPRINO,80454,CO,2010,"LABORER, LANDSCAPE",,3,3,12/17/09,10.75,HR,,,,
,,,,CO,H-2B,11.85,HR,C-09267-46525,CERTIFIED,12/1/09,4/1/10,10/7/09,,350.677-030,2200 VILLAGE INN COURT,,STEAMBOAT SPRINGS,"STARWOOD STEAMBOAT, LLC, DBA SHERATON STEAMBOAT RE",80477,CO,2010,WAITER/WAITRESS,,13,13,9/24/09,11.85,HR,,,,
,,,,CO,H-2B,,,C-09281-46618,CERTIFIED,11/14/09,4/1/10,11/5/09,,321.137-010,2200 VILLAGE INN COURT,,STEAMBOAT SPRINGS,"STARWOOD STEAMBOAT, LLC DBA SHERATON STEAMBOAT RES",80477,CO,2010,HOUSEKEEPER,,29,29,10/8/09,,,,,,
,,,,CO,H-2B,10,HR,C-10258-51043,CERTIFIED,12/1/10,4/1/11,9/16/10,,321.137-010,2200 VILLAGE INN COURT,,STEAMBOAT SPRINGS,SHERATON STEAMBOAT RESORT VILLAS,80477,CO,2010,HOUSEKEEPER,,20,20,9/15/10,10,HR,,,,
,,,,CO,H-2B,,,C-10258-51042,CERTIFIED,12/1/10,4/1/11,9/16/10,,313.361-014,2200 VILLAGE INN COURT,,STEAMBOAT SPRINGS,SHERATON STEAMBOAT RESORT AND VILLAS,80477,CO,2010,COOK,,10,10,9/15/10,,,,,,
,,,,CO,H-2B,,,C-10258-51044,CERTIFIED,12/1/10,4/1/11,9/17/10,,311.477-030,2200 VILLAGE INN COURT,,STEAMBOAT SPRINGS,SHERATON STEAMBOAT RESORT AND VILLAS,80477,CO,2010,"WAITER/WAITRESS, INFORMAL",,15,15,9/15/10,,,,,,
,NEW YORK,"REBECCA SADEK / INTEREXCHANGE, INC.",NY,CO,H-2B,8.45,HR,C-09286-46638,CERTIFIED,11/1/09,4/30/10,10/30/09,,313.381-030,85 PARSENN ROAD,,WINTER PARK,INTRAWEST/WINTER PARK OPERATIONS CORP.,80482,CO,2010,"COOK, SCHOOL CAFETERIA",,25,25,10/13/09,8.45,HR,,,,
,,,,CO,H-2B,10.73,HR,C-10201-50569,PARTIAL CERTIFIED,11/1/10,4/30/11,8/6/10,,153.224-010,85 PARSENN ROAD,,WINTER PARK,INTRAWEST/WINTER PARK OPERATIONS CORP. D/B/A WINTE,80482,CO,2010,ATHLETIC TRAINER,,29,30,7/20/10,10.73,HR,,,,
,,,,CO,H-2B,,,C-10222-50811,CERTIFIED,11/1/10,4/30/11,8/23/10,,313.381-030,85 PERSENN RD,,WINTER PARK,INTRAWEST / WINTER PARK OPERATIONS CORPORATION DBA,80482,CO,2010,"COOK, SCHOOL CAFETERIA",,30,30,8/10/10,,,,,,
,,,,CO,H-2B,10,HR,C-09275-46578,PARTIAL CERTIFIED,11/16/09,4/9/10,10/19/09,,382.664-010,"2150 RESORT DRIVE, STE 100",,STEAMBOAT SPRINGS,"MOUNTAIN RESORTS, LLC",80487,CO,2010,JANITOR,,18,20,10/2/09,8.62,HR,,,,
,,,,CO,H-2B,10,HR,C-09289-46689,PARTIAL CERTIFIED,11/16/09,4/9/10,11/2/09,,321.137-010,"2150 RESROT DRIVE, SUITE 100",,STEAMBOAT SPRINGS,"MOUNTAIN RESORTS, LLC",80487,CO,2010,HOUSEKEEPER,,18,20,10/16/09,10,HR,,,,
,LOVINGSTON,"ELIZABETH D. WHITLEY/MASLABOR H2B, LLC",VA,CO,H-2B,11.21,HR,C-09362-48170,PARTIAL CERTIFIED,4/1/10,11/15/10,12/31/09,,408.687-014,1801 LINCOLN AVENUE,,STEAMBOAT SPRINGS,WINDEMERE RANCH INC. D/B/A WINDEMERE LANDSCAPE & G,80487,CO,2010,"LABORER, LANDSCAPE",,34,35,12/24/09,11.21,HR,,,,
