,FY,CASE_NUMBER,DECISION_DATE,VISA_CLASS,SUBMITTED_DATE,CASE_STATUS,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,TRADE_NAME_DBA,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,EMPLOYER_COUNTRY,EMPLOYER_PROVINCE,EMPLOYER_PHONE,EMPLOYER_PHONE_EXT,AGENT_POC_EMPLOYER_REP_BY_AGENT,LAWFIRM_NAME,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,JOB_TITLE,SOC_CODE,SOC_NAME,NAICS_CODE,NBR_WORKERS_REQUESTED,NBR_WORKERS_CERTIFIED,FULL_TIME_POSITION,NATURE_OF_TEMPORARY_NEED,BASIC_NUMBER_OF_HOURS,HOURLY_WORK_SCHEDULE_AM,HOURLY_WORK_SCHEDULE_PM,BASIC_RATE_OF_PAY,OVERTIME_RATE_FROM,OVERTIME_RATE_TO,PAY_RANGE_UNIT,SUPERVISE_OTHER_EMP,SUPERVISE_HOW_MANY,EDUCATION_LEVEL,OTHER_EDUCATION,MAJOR,SECOND_DIPLOMA,SECOND_DIPLOMA_MAJOR,TRAINING_REQUIRED,NUM_MONTHS_TRAINING,NAME_REQUIRED_TRAINING,EMP_EXPERIENCE_REQD,EMP_EXP_NUM_MONTHS,WORKSITE_CITY,WORKSITE_COUNTY,WORKSITE_STATE,WORKSITE_POSTAL_CODE,OTHER_WORKSITE_LOCATION,SWA_NAME,JOB_IDNUMBER,JOB_START_DATE,JOB_END_DATE
7848,2017,H-400-17171-406585,2017-08-07,H-2B,2017-07-13,Certification,2017-10-01,2018-05-15,"Collier's Reserve Country Club, Inc.",,11711 Collier's Reserve Drive,,Naples,FL,34110,UNITED STATES OF AMERICA,,239-597-7200,,Y,"PABIAN LAW, LLC",KEITH PABIAN,FRAMINGHAM,MA,Server,35-3031,Waiters and Waitresses,713910.0,5.0,5.0,Y,Peakload,35,09:00 AM,04:00 PM,$14.95,22.43,27.0,Hour,N,,None,,,N,,N,,,Y,3.0,Naples,Collier,FL,34110,N,,,,
7849,2017,H-400-17171-437029,2017-08-02,H-2B,2017-07-06,Partial Certification,2017-10-02,2018-07-02,Misho's Oyster Company,,1515 10th Street,,San Leon,TX,77539,UNITED STATES OF AMERICA,,281-339-1435,,Y,USA WORKS,N. Mullinax,VALDOSTA,GA,Deckhand,45-3011,Fishers and Related Fishing Workers,4244.0,110.0,109.0,Y,Peakload,35,05:30 AM,12:30 PM,$14.41,,,Hour,N,,None,None,None,N,,N,,,N,,San Leon,Galveston,TX,77539,Y,,,,
7850,2017,H-400-17171-493096,2017-08-29,H-2B,2017-08-03,Certification,2017-11-01,2018-05-01,"Ocean Reef Club, Inc.",,35 Ocean Reef Drive,Suite 200,Key Largo,FL,33037,UNITED STATES OF AMERICA,,305-367-5902,,Y,"PABIAN LAW, LLC",KEITH PABIAN,FRAMINGHAM,MA,Server,35-3031,Waiters and Waitresses,721110.0,25.0,25.0,Y,Peakload,35,10:00 AM,05:00 PM,$10.95,16.43,,Hour,N,,None,,,N,,N,,,Y,6.0,Key Largo,Monroe,FL,33037,N,,,,
7851,2017,H-400-17171-578190,2017-08-14,H-2B,2017-07-03,Certification,2017-10-01,2018-04-30,Gulf Coast Crawfishing Supply,,200 South Boudreaux Street,,Kaplan,LA,70548,UNITED STATES OF AMERICA,,337-643-8014,,Y,"ASHLEY FORET DEES, LLC",MICHAEL RICHARD,LAKE CHARLES,LA,"Assemblers and Fabricators, All Other",51-2099,"Assemblers and Fabricators, All Other",332618.0,13.0,13.0,Y,Seasonal,40,08:00 AM,04:00 PM,$15.19,22.79,,Hour,N,,None,,,N,,N,,,Y,1.0,Kaplan,Vermillion,LA,70548,N,,,,
7852,2017,H-400-17171-628375,2017-08-29,H-2B,2017-08-03,Certification,2017-11-01,2018-05-01,"Ocean Reef Club, Inc.",,35 Ocean Reef Drive,Suite 200,Key Largo,FL,33037,UNITED STATES OF AMERICA,,305-367-5902,,Y,"PABIAN LAW, LLC",KEITH PABIAN,FRAMINGHAM,MA,Line Cook,35-2014,"Cooks, Restaurant",721110.0,35.0,35.0,Y,Peakload,35,10:00 AM,05:00 PM,$12.84,19.26,,Hour,N,,None,,,N,,N,,,Y,12.0,Key Largo,Monroe,FL,33037,N,,,,
7853,2017,H-400-17171-659560,2017-07-27,H-2B,2017-07-04,Certification,2017-10-02,2018-07-02,Kaly Inc,,3830 Harmony Ln,,Bacliff,TX,77518,UNITED STATES OF AMERICA,,281-684-9619,,Y,USA WORKS,N. Mullinax,VALDOSTA,GA,Deckhand,45-3011,Fishers and Related Fishing Workers,1141.0,23.0,23.0,Y,Peakload,35,06:00 AM,01:00 PM,$14.41,,,Hour,N,,None,,,N,,N,,,N,,Bacliff,Galveston,TX,77518,Y,,,,
7854,2017,H-400-17171-689515,2017-08-09,H-2B,2017-07-05,Certification,2017-10-01,2018-06-30,"Palm Beach Equine Clinic, LLC",,13125 Southfields Rd.,,Wellington,FL,33414,UNITED STATES OF AMERICA,,561-793-1599,,Y,"MJA INTERNATIONAL LAW GROUP, APC",MARTIN ARBURUA,SOLANA BEACH,CA,Equine Veterinary Technician,29-2056,Veterinary Technologists and Technicians,541940.0,4.0,4.0,Y,Peakload,40,08:30 AM,05:30 PM,$15.38,23.07,,Hour,N,,Associate's,,Veterinary Technician,N,,N,,,Y,12.0,Wellington,Palm Beach,FL,33414,Y,,,,
7855,2017,H-400-17171-710282,2017-08-17,H-2B,2017-06-20,Certification,2017-09-15,2018-03-31,Midway Food Market,,5901 Highway Boulevard,,Katy,TX,77494,UNITED STATES OF AMERICA,,281-391-3101,,Y,"Fragomen, Del Rey, Bernsen & Loewy, LLP",Kelly Cobb,Houston,TX,Meat Processor,51-3023,Slaughterers and Meat Packers,311612.0,6.0,6.0,Y,Seasonal,40,08:00 AM,05:00 PM,$11.7,,,Hour,N,,None,,,N,,N,,,Y,6.0,Katy,Fort Bend,TX,77494,N,,,,
7856,2017,H-400-17171-831108,2017-08-29,H-2B,2017-08-03,Certification,2017-11-01,2018-05-01,"Ocean Reef Club, Inc.",,35 Ocean Reef Drive,Suite 200,Key Largo,FL,33037,UNITED STATES OF AMERICA,,305-367-5902,,Y,"PABIAN LAW, LLC",KEITH PABIAN,FRAMINGHAM,MA,Busser,35-9011,Dining Room and Cafeteria Attendants and Bartender,721110.0,10.0,10.0,Y,Peakload,35,10:00 AM,05:00 PM,$9.92,14.88,,Hour,N,,None,,,N,,N,,,Y,3.0,Key Largo,Monroe,FL,33037,N,,,,
7857,2017,H-400-17171-959805,2017-09-06,H-2B,2017-08-03,Certification,2017-11-01,2018-05-31,"Napieralski Forestry Enterprise, Inc",,3748 Peach Orchard Rd.,,Street,MD,21154,UNITED STATES OF AMERICA,,410-452-8442,,Y,LABOR CONSULTANTS INTERNATIONAL,MONICA THODE,COEUR D' ALENE,ID,Forestry Worker,45-4011,Forest and Conservation Workers,115310.0,25.0,25.0,Y,Seasonal,35,08:00 AM,04:30 PM,$13.66,20.49,35.6,Hour,N,,None,,,N,,N,,,Y,3.0,Street,Harford,MD,21154,Y,,,,
7858,2017,H-400-17171-985009,2017-08-09,H-2B,2017-07-03,Certification,2017-10-01,2018-05-30,OLD SALEM FARM SOUTH LLC,,4700 STABLES WAY,,WELLINGTON,FL,33414,UNITED STATES OF AMERICA,,914-669-5610,,Y,WHITEMAN OSTERMAN & HANNA LLP,LEONARD D'ARRIGO,ALBANY,NY,Show Horse Groom,39-2021,Nonfarm Animal Caretakers,711219.0,4.0,4.0,Y,Seasonal,40,07:00 AM,06:30 PM,$12.48,18.72,,Hour,N,,None,NONE,None,N,,N,,,Y,3.0,WELLINGTON,PALM BEACH,FL,33414,Y,,,,
7859,2017,H-400-17172-267255,2017-08-31,H-2B,2017-07-03,Certification,2017-10-01,2019-03-01,"Gaines Framing, Inc.",,4411 Edgerton Drive,,Bellevue,NE,68123,UNITED STATES OF AMERICA,,402-345-8917,,Y,"BROWN IMMIGRATION LAW P.C., L.L.O.",DAVID BROWN,LINCOLN,NE,Construction Worker,47-3012,Helpers--Carpenters,23813.0,15.0,15.0,Y,One-Time Occurrence,40,07:00 AM,03:30 PM,$13.,19.5,27.0,Hour,N,,None,,,N,,N,,,N,,Bellevue,Sarpy,NE,68123,Y,,,,
7860,2017,H-400-17172-368682,2017-09-27,H-2B,2017-07-07,Withdrawn,2017-10-01,2018-06-01,"TUM LOGISTICS CARRIER DIVISION, INC.",,1206 BELTWAY PARKWAY,,LAREDO,TX,78045,UNITED STATES OF AMERICA,,956-728-9100,,Y,VISA SOLUTIONS,JOSE GOMEZ-URQUIZA,SPRING,TX,Truck Driver,53-3032,Heavy and Tractor-Trailer Truck Drivers,484110.0,75.0,,Y,Peakload,40,08:00 AM,04:00 PM,$17.78,0.0,0.0,Hour,N,,None,,,N,,N,,,Y,12.0,Laredo,Webb,TX,78045,Y,,,,
7861,2017,H-400-17172-677075,2017-08-22,H-2B,2017-07-03,Certification,2017-10-01,2018-05-30,"WELLINGTON TRAINING STABLES, INC.",,12689 WHITBY STREET,,WELLINGTON,FL,33414,UNITED STATES OF AMERICA,,914-232-2122,,Y,WHITEMAN OSTERMAN & HANNA LLP,LEONARD D'ARRIGO,ALBANY,NY,Show Horse Groom,39-2021,Nonfarm Animal Caretakers,711219.0,28.0,28.0,Y,Seasonal,40,07:00 AM,05:30 PM,$12.48,18.72,,Hour,N,,None,,,N,,N,,,Y,3.0,WELLINGTON,PALM BEACH,FL,33414,Y,,,,
7862,2017,H-400-17172-738615,2017-08-09,H-2B,2017-07-03,Certification,2017-10-01,2018-05-30,"TRADE WINDS FARM SE, LLC",,4290 Filer Cove Road,,Big Torch Key,FL,33042,UNITED STATES OF AMERICA,,518-348-1762,,Y,WHITEMAN OSTERMAN & HANNA LLP,LEONARD D'ARRIGO,ALBANY,NY,Show Horse Groom,39-2021,Nonfarm Animal Caretakers,711219.0,2.0,2.0,Y,Seasonal,40,07:00 AM,05:30 PM,$12.48,18.72,,Hour,N,,None,,,N,,N,,,Y,3.0,Wellington,Palm Beach,FL,33414,Y,,,,
7863,2017,H-400-17173-075014,2017-09-06,H-2B,2017-07-03,Certification,2017-10-01,2019-03-01,"B.D. NIENHUESER FRAMING, INC.",,10821 N 137TH STREET,,WAVERLY,NE,68462,UNITED STATES OF AMERICA,,402-890-2596,,Y,"BROWN IMMIGRATION LAW P.C., L.L.O.",DAVID BROWN,LINCOLN,NE,Construction Worker,47-3012,Helpers--Carpenters,238130.0,6.0,6.0,Y,One-Time Occurrence,40,07:00 AM,03:30 PM,$13.,19.5,27.0,Hour,N,,None,,,N,,N,,,N,,Waverly,Lancaster,NE,68462,Y,,,,
7864,2017,H-400-17173-143287,2017-07-26,H-2B,2017-06-22,Denied,2017-09-11,2020-09-11,IRONWORKS SPEED & KUSTOM LLC,,2762 UNICORN RD.,,BAKERSFIELD,CA,93308,UNITED STATES OF AMERICA,,661-399-8999,,N,,,,,Fabricator,51-2041,Structural Metal Fabricators and Fitters,811111.0,1.0,,Y,One-Time Occurrence,40,05:30 AM,04:15 PM,$16.68,25.02,52.5,Hour,N,,None,,,N,,N,,,Y,24.0,Bakersfield,Kern,CA,93308,N,,,,
7865,2017,H-400-17173-354877,2017-08-10,H-2B,2017-07-17,Denied,2017-10-01,2018-03-31,Fiesta Jalisco Numero Dos LLC,Fiesta Jaliso,Fiesta Jalisco Numero Dos LLC,224 S. Main Street,Breckenridge,CO,80424,UNITED STATES OF AMERICA,,970-547-3836,,Y,"LAW OFFICE OF CHRIS POOLEY, ESQ.",CHRISTOPHER POOLEY,AVON,CO,Cook,35-2015,"Cooks, Short Order",7221.0,5.0,,Y,Peakload,35,08:00 AM,03:00 PM,$14.,21.0,,Hour,N,,None,,,N,,N,,,N,,Breeckenridge,Summit,CO,80424,N,,,,
7866,2017,H-400-17173-399835,2017-08-25,H-2B,2017-07-28,Denied,2017-10-15,2018-07-15,Doster Masonry,,9524 Hadway Drive,,Indianapolis,IN,46256,UNITED STATES OF AMERICA,,317-845-8877,,Y,GOLDEN OPPORTUNITIES INT. LLC,HELEEN VAN TONDER,MC GREGOR,IA,Masonry Helpers,47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons,",238140.0,25.0,,Y,Peakload,40,08:00 AM,05:00 PM,$14.62,21.93,,Hour,N,,None,,,N,,N,,,Y,12.0,Carmel,Hamilton,IN,46032,Y,,,,
7867,2017,H-400-17173-579039,2017-07-21,H-2B,2017-06-22,Denied,2017-08-02,2018-02-23,ZITTING CONSTRUCTION & DEVELOPMENT,,256 W. 100 S.,P.O. BOX 178,HURRICANE,UT,84737,UNITED STATES OF AMERICA,,435-635-4068,,N,,,,,Carpenters,47-2031,Carpenters,2361.0,24.0,,Y,Peakload,40,08:00 AM,04:00 PM,$18.38,27.57,,Hour,N,,None,,,N,,N,,,N,,SALT LAKE CITY,SALT LAKE,UT,84101,Y,,,,
7868,2017,H-400-17174-533246,2017-08-04,H-2B,2017-07-05,Certification,2017-10-01,2018-06-30,"Amigo Forestry Service, Inc.",,1021 Hilltop Drive,PO Box 10295,Russellville,AR,72802,UNITED STATES OF AMERICA,,479-567-5289,,Y,"AGWORKS H2, LLC",PATRICIA HALL,LAKE PARK,GA,Tree Planters,45-4011,Forest and Conservation Workers,115310.0,104.0,104.0,Y,Seasonal,40,08:00 AM,05:00 PM,$9.14,13.71,39.12,Hour,N,,None,,,N,,N,,,N,,Grenada,Grenada,MS,38901,Y,,,,
7869,2017,H-400-17176-451395,2017-09-06,H-2B,2017-08-07,Certification,2017-11-01,2018-04-30,Group 970,Blue Moose Pizza,"63 Avondale Lane, Suite C1 (physical)","PO Box 5549, Avon, CO 81620 (mailing)",Avon,CO,81620,UNITED STATES OF AMERICA,,970-949-1284,,Y,Novak Law Office,Amy Novak,Vail,CO,Food Preparation Worker,35-2021,Food Preparation Workers,722110.0,8.0,8.0,Y,Peakload,35,09:00 AM,04:00 PM,$12.84,19.26,19.26,Hour,N,,None,,,N,,N,,,Y,6.0,Vail,Eagle,CO,81657,Y,,,,
7870,2017,H-400-17177-018989,2017-08-03,H-2B,2017-06-26,Denied,2017-07-31,2020-07-31,LMK INVESTMENTS LLC,,36 FORSYTHIA LN,,BEAR,DE,19701,UNITED STATES OF AMERICA,,302-559-3356,,N,,,,,Transportation Consultant,53-3041,Taxi Drivers and Chauffeurs,561330.0,5.0,,Y,One-Time Occurrence,40,08:00 AM,05:00 PM,$16.08,24.12,,Hour,N,,Associate's,,English and Mathematics,N,,Y,2.0,2 months of training,Y,12.0,Bear,NEW CASTLE,DE,19701,Y,,,,
7871,2017,H-400-17177-063031,2017-07-13,H-2B,2017-07-03,Withdrawn,2017-10-01,2017-12-31,"RA Leasing, LLC",,1391 Hwy 376,,Lake Park,GA,31636,UNITED STATES OF AMERICA,,229-539-2537,,Y,LABOR CONSULTANTS INTERNATIONAL,MONICA THODE,COEUR D' ALENE,ID,Production Workers,51-9198,Helpers--Production Workers,11511.0,75.0,,Y,Seasonal,35,07:00 AM,07:00 PM,$10.14,15.21,,Hour,N,,None,,,N,,N,,,Y,3.0,Quitman,Brooks,GA,31643,N,,,,
7872,2017,H-400-17177-345828,2017-08-09,H-2B,2017-06-27,Certification,2017-09-14,2017-12-15,GARCIA FOREST SERVICE LLC,,PO BOX 789,262 Gaston Mclean Road,ROCKINGHAM,NC,28380,UNITED STATES OF AMERICA,,910-997-5011,,N,,,,,Forestry Worker,45-4011,Forest and Conservation Workers,115310.0,60.0,60.0,Y,Seasonal,35,08:00 AM,03:00 PM,$14.36,21.54,,Hour,N,,None,,,N,,N,,,Y,3.0,Columbia Falls,Washington,ME,04623,N,,,,
7873,2017,H-400-17177-441152,2017-07-27,H-2B,2017-07-03,Partial Certification,2017-10-01,2018-06-30,"Starwood Hotels & Resorts Worldwide, Inc. for HST Kierland LLC",The Westin Kierland Resort & Spa,6902 East Greenway Parkway,,Scottsdale,AZ,85254,UNITED STATES OF AMERICA,,480-624-1400,,Y,PRACTICAL EMPLOYEE SOLUTIONS,VERONICA BIRKENSTOCK,FRISCO,TX,Housekeeper,37-2012,Maids and Housekeeping Cleaners,721110.0,20.0,19.0,Y,Peakload,35,08:00 AM,04:30 PM,$10.33,15.5,15.5,Hour,N,,None,,,N,,N,,,Y,1.0,Scottsdale,Maricopa,AZ,85254,N,,,,
7874,2017,H-400-17177-468808,2017-08-09,H-2B,2017-07-05,Certification,2017-10-02,2018-05-19,TRINET SOI,Fiddlesticks Country Club,15391 Canongate Drive,,Fort Myers,FL,33912,UNITED STATES OF AMERICA,,239-768-1111,,Y,PRACTICAL EMPLOYEE SOLUTIONS,Veronica Birkenstock,FRISCO,TX,Server,35-3031,Waiters and Waitresses,713910.0,8.0,8.0,Y,Peakload,35,07:00 AM,03:00 PM,$11.63,17.45,17.45,Hour,N,,None,,,N,,N,,,Y,6.0,Fort Myers,LEE,FL,33912,N,,,,
7875,2017,H-400-17177-498798,2017-09-18,H-2B,2017-08-24,Certification,2017-11-20,2018-04-08,Vail Partners,Hotel Talisa,1300 Westhaven Drive,,Vail,CO,81657,UNITED STATES OF AMERICA,,970-476-7111,,Y,Novak Law Office,Amy Novak,Vail,CO,Stewards (Dishwashers),35-9021,Dishwashers,531110.0,5.0,5.0,Y,Peakload,35,07:00 AM,03:00 PM,$10.86,16.29,16.29,Hour,N,,None,,,N,,N,,,N,,Vail,Eagle,CO,81657,N,,,,
7876,2017,H-400-17177-621770,2017-09-06,H-2B,2017-08-07,Certification,2017-11-01,2018-04-30,Group 970,Blue Moose Pizza,"63 Avondale Lane, Suite C1 (physical)","PO Box 5549, Avon, CO 81620 (mailing)",Avon,CO,81620,UNITED STATES OF AMERICA,,970-949-1284,,Y,Novak Law Office,Amy Novak,Vail,CO,Dining Room Attendant,35-9011,Dining Room and Cafeteria Attendants and Bartender,722110.0,6.0,6.0,Y,Peakload,35,09:00 AM,04:00 PM,$10.4,15.6,15.6,Hour,N,,None,,,N,,N,,,N,,Vail,Eagle,CO,81657,Y,,,,
7877,2017,H-400-17177-796025,2017-07-27,H-2B,2017-06-26,Denied,2017-07-31,2020-07-31,LMK INVESTMENTS LLC,,36 FORSYTHIA LN,,BEAR,DE,19701,UNITED STATES OF AMERICA,,302-559-3356,,N,,,,,Healthcare Consultant,31-1011,Home Health Aides,561330.0,5.0,,Y,One-Time Occurrence,40,08:00 AM,05:00 PM,$14.43,21.65,23.15,Hour,N,,Associate's,,English and Mathematics,N,,Y,2.0,6 to 8 weeks certified nurse assistant,Y,12.0,Bear,NEW CASTLE,DE,19701,Y,,,,
7878,2017,H-400-17177-859053,2017-08-15,H-2B,2017-07-07,Certification,2017-10-01,2018-06-30,"The Breakers Palm Beach, Inc.",The Breakers,1 South County Road,,Palm Beach,FL,33480,UNITED STATES OF AMERICA,,561-655-6611,,Y,"FRAGOMEN DEL REY BERNSEN & LOEWY, LLP",JENNIFER ESTRELLA,CORAL GABLES,FL,Ladies Spa Attendant,39-3093,"Locker Room, Coatroom, and Dressing Room",721110.0,6.0,6.0,Y,Peakload,35,07:30 AM,03:00 PM,$14.13,21.2,,Hour,N,,None,,,N,,N,,,Y,1.0,Palm Beach,Palm Beach,FL,33480,N,,,,
7879,2017,H-400-17178-109224,2017-08-01,H-2B,2017-07-05,Certification,2017-10-02,2018-06-15,"DK Ace, LTD",Ace Custom Tailors,"701 S. Lamar Blvd, Suite C",,Austin,TX,78704,UNITED STATES OF AMERICA,,512-416-1234,207.0,Y,"The Fowler Law Firm, PC",Susan Littleton,Austin,TX,"Tailors, Dressmakers, and Custom Sewers",51-6052,"Tailors, Dressmakers, and Custom Sewers",811490.0,10.0,10.0,Y,Peakload,40,08:00 AM,05:00 PM,$13.07,19.61,,Hour,N,,None,,,N,,N,,,Y,3.0,Austin,Travis,TX,78704,Y,,,,
7880,2017,H-400-17178-479041,2017-08-03,H-2B,2017-06-27,Partial Certification,2017-09-10,2017-12-15,Genuine Builders Inc.,,301 South Hwy 81,,Arlington,SD,57212,UNITED STATES OF AMERICA,,605-983-4716,,Y,THE BERNARD FIRM P.L.C.,AARON BERNARD,AMES,IA,Construction Laborer,47-2061,Construction Laborers,238110.0,50.0,47.0,Y,Seasonal,40,07:00 AM,06:00 PM,$23.55,35.33,,Hour,N,,None,,,N,,N,,,N,,Savage,Scott,MN,55378,N,,,,
7881,2017,H-400-17178-584021,2017-08-04,H-2B,2017-07-05,Certification,2017-10-02,2018-07-31,"Express Forestry Service, LLC",,203 Express Lane,,Leslie,AR,72645,UNITED STATES OF AMERICA,,501-745-8484,,Y,"AGWORKS H2, LLC",PATRICIA HALL,LAKE PARK,GA,Tree Planters,45-4011,Forest and Conservation Workers,115310.0,89.0,89.0,Y,Seasonal,35,07:30 AM,03:30 PM,$11.01,16.52,34.38,Hour,N,,None,,,N,,N,,,N,,Leslie,Searcy,AR,72645,Y,,,,
7882,2017,H-400-17178-733434,2017-09-18,H-2B,2017-08-14,Certification,2017-11-10,2018-04-04,STEIN ERIKSEN LODGE MANAGMENT CORP.,,7700 STEIN WAY,P.O. BOX 3177,PARK CITY,UT,84060,UNITED STATES OF AMERICA,,435-649-3700,,N,,,,,Front Desk/PBX Agent,43-4081,"Hotel, Motel, and Resort Desk Clerks",721110.0,5.0,5.0,Y,Peakload,35,07:00 AM,11:00 PM,$13.55,20.33,,Hour,N,,None,,,N,,N,,,N,,Park City,Summit,UT,84060,N,,,,
7883,2017,H-400-17178-748157,2017-08-15,H-2B,2017-06-27,Partial Certification,2017-09-11,2017-12-31,ETHERIDGE ROOFING INC,,1211 TARBORO STREET SW,,WILSON,NC,27893,UNITED STATES OF AMERICA,,252-291-5200,,Y,BILINGUAL HUMAN RESOURCE CONSULTANTS,TAMMY ALECIO,CARY,NC,HELPERS ROOFERS,47-3016,Helpers--Roofers,23611.0,20.0,18.0,Y,Peakload,40,07:30 AM,04:00 PM,$11.93,17.9,17.9,Hour,N,,None,na,na,N,,N,,,N,,WILSON,WILSON,NC,27893,Y,,,,
7884,2017,H-400-17178-769896,2017-08-15,H-2B,2017-07-03,Certification,2017-10-01,2018-04-15,Lutsen Mountains Corporation,,467 Ski Hill Road,,Lutsen,MN,55612,UNITED STATES OF AMERICA,,218-406-1320,,Y,"FREDRIKSON & BYRON, P.A.",LOAN HUYNH,MINNEAPOLIS,MN,Temporary Resort Worker II,37-2012,Maids and Housekeeping Cleaners,72111.0,12.0,12.0,Y,Seasonal,35,08:00 AM,05:00 PM,$9.83,,,Hour,N,,None,None,None,N,,N,,,N,,Lutsen,Cook,MN,55612,Y,,,,
7885,2017,H-400-17178-810471,2017-08-09,H-2B,2017-07-03,Certification,2017-10-01,2018-06-04,"Bonums Oyster Company, Inc.",,1336 Bonums Road,P.O. Box 117,Hague,VA,22469,UNITED STATES OF AMERICA,,804-472-4850,,Y,"FISHERBROYLES, LLP",KEVIN LASHUS,AUSTIN,TX,Oyster Shucker,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",311712.0,95.0,95.0,Y,Seasonal,35,03:00 AM,11:30 AM,$10.66,15.99,,Hour,N,,None,,,N,,N,,,N,,Kinsale,Westmoreland,VA,22488,Y,,,,
7886,2017,H-400-17178-825674,2017-08-03,H-2B,2017-06-27,Certification,2017-09-10,2017-12-15,Genuine Builders Inc.,,301 South Hwy 81,,Arlington,SD,57212,UNITED STATES OF AMERICA,,605-983-4716,,Y,THE BERNARD FIRM P.L.C.,AARON BERNARD,AMES,IA,Concrete Finisher,47-2051,Cement Masons and Concrete Finishers,238110.0,20.0,20.0,Y,Seasonal,40,07:00 AM,06:00 PM,$23.69,35.54,,Hour,N,,None,,,N,,N,,,N,,Savage,Scott,MN,55378,N,,,,
7887,2017,H-400-17179-066089,2017-07-25,H-2B,2017-06-28,Denied,2017-07-04,2017-08-30,COMPUTER ELECTRIC INC.,,660 MILLER DRIVE,,MIAMI SPRINGS,FL,33166,UNITED STATES OF AMERICA,,305-889-0018,,N,,,,,ELECTRICAN FIELD ASSISTANT,47-3013,Helpers--Electricians,238210.0,1.0,,Y,Seasonal,40,08:00 AM,04:30 PM,$15.,22.0,,Hour,N,,High School/GED,Canadian High school equivalent,EQUIVALENT OF USA HIGH SCHOOL DIPLOMA IN CANADA FOR INSTANCE.,N,,N,,,N,,Miami Springs,Miami Dade,FL,33166,Y,,,,
7888,2017,H-400-17179-154903,2017-07-28,H-2B,2017-07-03,Certification,2017-10-01,2017-12-10,"Alpha Consolidated Contracting Services, LLC",,2910 Kerry Forest Pkwy,Suite D4-292,Tallahassee,FL,32309,UNITED STATES OF AMERICA,,850-425-1353,,Y,LABOR CONSULTANTS,ASHLEY WRIGHT,COEUR D'ALENE,ID,Nursery Worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",111421.0,36.0,36.0,Y,Seasonal,35,07:00 AM,05:00 PM,$12.34,18.51,,Hour,N,,None,,,N,,N,,,Y,1.0,Ham Lake,Anoka,MN,55304,N,,,,
7889,2017,H-400-17179-235685,2017-08-15,H-2B,2017-07-17,Certification,2017-10-01,2018-06-30,"Rubio Vegetation Management, Inc",,109 Royal Ave,,Albemarle,NC,28001,UNITED STATES OF AMERICA,,704-305-5672,,Y,LABOR CONSULTANTS INTERNATIONAL,ZACHARY COOPER,COEUR D' ALENE,ID,Forestry Worker,45-4011,Forest and Conservation Workers,115310.0,33.0,33.0,Y,Seasonal,35,08:00 AM,05:00 PM,$9.19,13.79,29.64,Hour,N,,None,,,N,,N,,,Y,3.0,Albemarle,Stanly,NC,28001,Y,,,,
7890,2017,H-400-17179-289402,2017-07-03,H-2B,2017-07-03,Withdrawn,2017-10-01,2018-06-30,CRW Resources LLC,,2247 West Dakota Ave,,Hayden,ID,83835,UNITED STATES OF AMERICA,,208-762-0434,,Y,LABOR CONSULTANTS INTERNATIONAL,ALEX WARD,COEUR D'ALENE,ID,Forestry Worker,45-4011,Forest and Conservation Workers,115310.0,132.0,,Y,Seasonal,35,07:00 AM,03:00 PM,$12.04,18.06,32.88,Hour,N,,None,,,N,,N,,,Y,3.0,Marshall,Fauquier,VA,20115,Y,,,,
7891,2017,H-400-17179-408890,2017-08-24,H-2B,2017-06-28,Denied,2017-08-01,2018-08-01,GRANDLUX ENTERPRISES LLC,,7931 SPRING VILLAGE DR,,SPRING,TX,77389,UNITED STATES OF AMERICA,,281-677-8356,,N,,,,,Manicurists and Pedicurists,39-5092,Manicurists and Pedicurists,812113.0,5.0,,Y,Peakload,8,10:00 AM,06:00 PM,$10.9,16.0,,Hour,N,,None,,,N,,Y,1.0,Safety and sanitation,N,,Houston,Harris,TX,77389,N,,,,
7892,2017,H-400-17179-685532,2017-08-04,H-2B,2017-06-29,Partial Certification,2017-09-12,2017-12-15,R. E. M. Construction Inc.,,3780 Old Norcross Rd,,Duluth,GA,30096,UNITED STATES OF AMERICA,,678-392-1048,,Y,"THE KERSHAW LAW FIRM, PC",ROBERT KERSHAW,AUSTIN,TX,Laborer,47-2061,Construction Laborers,2361.0,12.0,10.0,Y,Peakload,40,08:00 AM,05:00 PM,$14.99,22.49,,Hour,N,,None,,,N,,N,,,N,,Houston,Harris,TX,77027,Y,,,,
