,FY,CASE_NUMBER,DECISION_DATE,VISA_CLASS,SUBMITTED_DATE,CASE_STATUS,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,EMPLOYER_COUNTRY,EMPLOYER_PROVINCE,EMPLOYER_PHONE,EMPLOYER_PHONE_EXT,LAWFIRM_NAME,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,JOB_TITLE,SOC_CODE,SOC_TITLE,NAIC_CODE,NBR_WORKERS_REQUESTED,NBR_WORKERS_CERTIFIED,FULL_TIME_POSITION,NATURE_OF_TEMPORARY_NEED,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY,OVERTIME_RATE_FROM,OVERTIME_RATE_TO,SUPERVISE_OTHER_EMP,SUPERVISE_HOW_MANY,EDUCATION_LEVEL,OTHER_EDUCATION,MAJOR,SECOND_DIPLOMA,SECOND_DIPLOMA_MAJOR,TRAINING_REQUIRED,NUM_MONTHS_TRAINING,NAME_REQUIRED_TRAINING,EMP_EXPERIENCE_REQD,EMP_EXP_NUM_MONTHS,WORKSITE_CITY,WORKSITE_STATE,WORKSITE_POSTAL_CODE,OTHER_WORKSITE_LOCATION,SWA_NAME,JOB_IDNUMBER,JOB_START_DATE,JOB_END_DATE
5128,2016,H-400-16022-788250,2016-03-29,H-2B,2016-01-22,Withdrawn,2016-04-06 00:00:00,2016-12-15,Roof Systems by Diversified Roofing Corp.,14703 Jersey Shore Road.,,Houston,TX,77047,UNITED STATES OF AMERICA,,713-434-7663,,FOREMEN LLC,IRIS JUAREZ,PHOENIX,AZ,Helper of roofer,47-3016,Helpers--Roofers,321214.0,40.0,,Y,Peakload,$13.34,Hour,,,N,,None,,,N,,N,,,Y,3.0,Houston,TX,77047,Y,,,,
5129,2016,H-400-16022-797065,2016-04-26,H-2B,2016-02-02,Certification Expired,2016-05-01 00:00:00,2016-09-30,"SCONSET CAFE, LLC",8 MAIN STREET,PO BOX 437,SIASCONSET,MA,02564,UNITED STATES OF AMERICA,,508-257-4008,,"ANTIOCH ASSOCIATES USA II, INC.",MARK CARCHIDI,YARMOUTH PORT,MA,FOOD PREPARATION WORKERS,35-2021,Food Preparation Workers,722110.0,6.0,6.0,Y,Seasonal,$10.97,Hour,16.46,19.5,N,,None,,,N,,N,,,N,,SIASCONSET,MA,02564,N,,,,
5130,2016,H-400-16022-799017,2016-04-07,H-2B,2016-01-22,Partial Certification,2016-04-15 00:00:00,2017-01-20,"Port Enterprises, Ltd",1955 Saratoga,,Corpus Christi,TX,78417,UNITED STATES OF AMERICA,,361-289-2944,,"THE FOWLER LAW FIRM, PC",DANIEL KOWALSKI,AUSTIN,TX,Laborer/Helper,47-3016,Helpers--Roofers,238160.0,45.0,44.0,Y,Peakload,$9.42,Hour,14.13,,N,,None,,,N,,N,,,N,,,TX,,Y,,,,
5131,2016,H-400-16022-800295,2016-04-26,H-2B,2016-01-22,Certification,2016-04-26 00:00:00,2016-12-01,"Bland Landscaping Company, Inc",P O Box 727 (mailing),1200 Perry Road (physical),Apex,NC,27502,UNITED STATES OF AMERICA,,919-387-0010,,"The Labor Company, LLC",Evelyn Wright,Amherst,VA,Landscaping Laborers,37-3011,Landscaping and Groundskeeping Workers,561730.0,12.0,12.0,Y,Seasonal,$11.64,Hour,17.46,17.46,N,,None,,,N,,N,,,Y,3.0,Apex,NC,27502,Y,,,,
5132,2016,H-400-16022-810880,2016-04-20,H-2B,2016-01-22,Certification,2016-04-20 00:00:00,2016-11-26,"Cosme Castillo, Inc.","P. O. Box 651 Elgin, IL 60121 (mailing)",9N578 Muirhead Road (physical),Elgin,IL,60124,UNITED STATES OF AMERICA,,847-742-8849,,"The Labor Company, LLC",Evelyn Wright,Amherst,VA,Landscaping Laborers,37-3011,Landscaping and Groundskeeping Workers,561730.0,11.0,11.0,Y,Seasonal,$13.49,Hour,20.24,20.24,N,,None,,,N,,N,,,N,,Elgin,IL,60439,Y,,,,
5133,2016,H-400-16022-822184,2016-05-26,H-2B,2016-01-22,Certification,2016-05-26 00:00:00,2016-11-30,Stingaree Operating LLC,1295 N Stingaree Rd,,Crystal Beach,TX,77650,UNITED STATES OF AMERICA,,409-684-2731,,,,,,Food Preparation Workers,35-3021,"Combined Food Preparation and Serving Workers,",722511.0,4.0,4.0,Y,Peakload,$9.79,Hour,14.68,,N,,None,,,N,,N,,,Y,3.0,Crystal Beach,TX,77650,N,"WF SOLUTIONS TEXAS CITY 3549 Palmer Hwy, Texas City, TX 77590-6513 phone:",2885190,2016-01-04,2016-02-03
5134,2016,H-400-16022-827125,2016-03-24,H-2B,2016-01-22,Certification,2016-04-16 00:00:00,2016-10-10,"EVANS MIDLAND EMPIRE SHOWS, INC",901 S. MAIN,"[MAIL: 3611 NE STATE ROUTE 92,SMITHVILLE, MO 64089]",PLATTSBURG,MO,64477-0000,UNITED STATES OF AMERICA,,816-810-9788,,"JKJ WORKFORCE AGENCY, INC",JAMES JUDKINS,HARLINGEN,TX,Amusement and Recreation Attendants - Traveling Ca,39-3091,Amusement and Recreation Attendants,713990.0,20.0,20.0,Y,Seasonal,$345.6,Week,,,N,,None,,,N,,N,,,N,,Plattsburg,MO,64477,Y,,,,
5135,2016,H-400-16022-845843,2016-04-11,H-2B,2016-01-22,Certification,2016-04-11 00:00:00,2016-11-10,Vargas Lawn Service,1105 Vargas Road,,Austin,TX,78741,UNITED STATES OF AMERICA,,512-762-2508,,"Morales & O'Connor, PLLC",Myron Morales,Austin,TX,Landscape Laborer,37-3011,Landscaping and Groundskeeping Workers,561730.0,5.0,5.0,Y,Seasonal,$11.84,Hour,17.76,,N,,None,,,N,,N,,,N,,Austin,TX,78741,Y,Texas Workforce Commission,,,
5136,2016,H-400-16022-854033,2016-04-13,H-2B,2016-02-11,Certification,2016-05-01 00:00:00,2016-10-31,"FOUR MERMAIDS ENTERPRISES, INC.",5 BEACH ROAD,,EAST ORLEANS,MA,02643,UNITED STATES OF AMERICA,,508-255-0212,,"ANTIOCH ASSOCIATES USA II, INC.",MARK CARCHIDI,YARMOUTH PORT,MA,FOOD PREPARATION WORKERS,35-2021,Food Preparation Workers,722110.0,6.0,6.0,Y,Peakload,$11.19,Hour,16.79,,N,,None,,,N,,N,,,N,,EAST ORLEANS,MA,02643,N,,,,
5137,2016,H-400-16022-895111,2016-05-04,H-2B,2016-02-17,Denied,2016-04-01 00:00:00,2017-04-01,"GPA Acquisitions Company, INC",8740 West 50th street,,La Grange,CA,60525,UNITED STATES OF AMERICA,,773-650-9345,,"CESARIO, P.A.",LOUANNI RIBEIRO CESARIO,MIAMI,FL,Printing Press Operator,51-5112,Printing Press Operators,322221.0,1.0,,Y,Intermittent or Other Temporary Need,$27.44,Hour,,,N,,High School/GED,,requires only technical knowledge on how to operate the machinery.,N,,N,,,Y,12.0,Cerritos,CA,90703,N,,,,
5138,2016,H-400-16022-910988,2016-01-22,H-2B,2016-01-22,Withdrawn,2016-04-15 00:00:00,2016-11-01,"SACO NO.1, LLC",48 INDUSTRIAL PARK ROAD,,SACO,ME,04072,UNITED STATES OF AMERICA,,207-282-7222,,"Global Employment Services, Inc.",Robert Laltoo,North Bay Village,FL,Housekeeper,51-6011,Laundry and Dry-Cleaning Workers,721110.0,8.0,,Y,Peakload,$10.35,Hour,,,N,,None,,,N,,N,,,Y,1.0,Saco,ME,04072,N,,,,
5139,2016,H-400-16022-919537,2016-04-08,H-2B,2016-01-22,Certification,2016-04-10 00:00:00,2016-11-18,"Earth, Turf & Wood, Inc.",196 N. Reamstown Road,,Denver,PA,17517,UNITED STATES OF AMERICA,,717-721-3530,,"The Labor Company, LLC",Evelyn Wright,Amherst,VA,landscape laborer,37-3011,Landscaping and Groundskeeping Workers,561730.0,3.0,3.0,Y,Seasonal,$13.67,Hour,20.51,20.51,N,,None,,,N,,N,,,N,,Denver,PA,17517,Y,,,,
5140,2016,H-400-16022-946920,2016-04-08,H-2B,2016-01-22,Certification,2016-04-08 00:00:00,2016-11-06,"ALLMINE, L.L.C",723 109TH ST.,,ARLINGTON,TX,76011-7603,UNITED STATES OF AMERICA,,817-640-0122,,"THE PONCE LAW OFFICE, P.C.",EUGENIA PONCE,DALLAS,TX,Landscape Workers,37-3011,Landscaping and Groundskeeping Workers,561730.0,20.0,20.0,Y,Seasonal,$11.91,Hour,17.86,0.0,N,,None,,,N,,N,,,N,,Arlington,TX,76011,Y,,,,
5141,2016,H-400-16022-949410,2016-04-25,H-2B,2016-01-22,Certification,2016-04-25 00:00:00,2016-11-01,"H. Wayne Klekamp, Inc.",905 16th Place,,Vero Beach,FL,32960,UNITED STATES OF AMERICA,,603-968-9000,311.0,SILZERLAW CHARTERED,SCOT SILZER,ORLANDO,FL,Housekeeper,37-2012,Maids and Housekeeping Cleaners,721211.0,13.0,13.0,Y,Seasonal,$11.65,Hour,,,N,,None,,,N,,N,,,N,,New Hampton,NH,03256,N,,,,
5142,2016,H-400-16022-963429,2016-04-01,H-2B,2016-01-22,Partial Certification,2016-04-15 00:00:00,2016-12-15,"JCCS, Inc.",4920 N. Hwy 317,,Belton,TX,76513,UNITED STATES OF AMERICA,,254-933-9900,,"THE FOWLER LAW FIRM, PC",DANIEL KOWALSKI,AUSTIN,TX,Concrete Chippers,47-2061,Construction Laborers,811310.0,20.0,19.0,Y,Peakload,$13.24,Hour,19.86,,N,,None,,,N,,N,,,N,,Belton,TX,76513,Y,,,,
5143,2016,H-400-16022-974688,2016-05-13,H-2B,2016-01-22,Certification,2016-05-13 00:00:00,2016-12-16,"Ideal Landscaping, Inc.",131 Tradition Trail,,Holly Springs,NC,27540,UNITED STATES OF AMERICA,,919-567-3325,,"The Labor Company, LLC",Evelyn Wright,Amherst,VA,Landscaping Laborers,37-3011,Landscaping and Groundskeeping Workers,561730.0,17.0,17.0,Y,Peakload,$11.64,Hour,17.46,17.46,N,,None,,,N,,N,,,N,,Holly Springs,NC,27540,Y,,,,
5144,2016,H-400-16023-151576,2016-04-04,H-2B,2016-01-23,Partial Certification,2016-04-22 00:00:00,2016-11-15,DOMINIC VIVONA COMPANY,2907 TV RD,"[MAIL: 24 FEDERAL RD.,MONROE TOWNSHIP, NJ 08831]",FLORENCE,SC,29501-0000,UNITED STATES OF AMERICA,,732-446-7144,,"JKJ WORKFORCE AGENCY, INC",JAMES JUDKINS,HARLINGEN,TX,Amusement and Recreation Attendants - Traveling Ca,39-3091,Amusement and Recreation Attendants,713990.0,7.0,6.0,Y,Seasonal,$8.66,Hour,,,N,,None,,,N,,N,,,N,,Florence,SC,29501,Y,,,,
5145,2016,H-400-16023-155298,2016-03-31,H-2B,2016-01-23,Certification,2016-04-07 00:00:00,2016-12-07,"MARSPEC, INC.",P.O. BOX 638,235 COMMERCIAL STREET,PROVINCETOWN,MA,02657,UNITED STATES OF AMERICA,,508-487-1411,,PEAK SEASON WORKFORCE,JOSEPH BISHOP,MASHPEE,MA,STOCK CLERKS,43-5081,Stock Clerks and Order Fillers,424310.0,11.0,11.0,Y,Peakload,$11.34,Hour,17.01,,N,,None,,,N,,N,,,Y,3.0,PROVINCETOWN,MA,02657,N,,,,
5146,2016,H-400-16023-195119,2016-04-06,H-2B,2016-01-23,Certification,2016-04-07 00:00:00,2016-12-08,"THE BROTHERHOOD OF THIEVES RESTAURANT MANAGEMENT GROUP, INC.",P.O. BOX 388,23 BROAD STREET,NANTUCKET,MA,02554,UNITED STATES OF AMERICA,,508-228-6444,,PEAK SEASON WORKFORCE,JOSEPH BISHOP,MASHPEE,MA,COOKS,35-2014,"Cooks, Restaurant",722110.0,4.0,4.0,Y,Peakload,$15.24,Hour,22.86,,N,,None,,,N,,N,,,Y,3.0,NANTUCKET,MA,02554,N,,,,
5147,2016,H-400-16023-496014,2016-04-01,H-2B,2016-01-23,Certification,2016-04-22 00:00:00,2016-11-15,"VIVONA FAMILY ENTERTAINMENT COMPANY, INC",2907 TV RD,"[MAIL: 24 FEDERAL RD.,MONROE TOWNSHIP, NJ 08831]",FLORENCE,SC,29501-0000,UNITED STATES OF AMERICA,,732-446-7144,,"JKJ WORKFORCE AGENCY, INC",JAMES JUDKINS,HARLINGEN,TX,Amusement and Recreation Attendants - Traveling Ca,39-3091,Amusement and Recreation Attendants,713990.0,40.0,40.0,Y,Seasonal,$8.66,Hour,,,N,,None,,,N,,N,,,N,,Florence,SC,29501,Y,,,,
5148,2016,H-400-16023-613569,2016-05-03,H-2B,2016-01-24,Certification,2016-05-03 00:00:00,2016-11-30,BRAZILIAN UNITED SOCCER ACADEMY,209 SHIPPING CREEK DRIVE,,STEVENSVILLE,MD,21666,UNITED STATES OF AMERICA,,410-409-9479,,,,,,Director of Coaching,27-2022,Coaches and Scouts,711211.0,1.0,1.0,Y,Seasonal,$20.31,Hour,,,Y,3.0,Bachelor's,,Physical Education,N,,N,,,Y,48.0,Stevensville,MD,21666,Y,,,,
5149,2016,H-400-16024-267757,2016-05-02,H-2B,2016-01-24,Certification,2016-05-02 00:00:00,2016-12-15,17 BROAD STREET LLC,17 BROAD STREET,"C/O  551 5TH AVE #413 NEW YORK, NY",NANTUCKET,MA,02554,UNITED STATES OF AMERICA,,212-299-8700,,MMG ASSOCIATES NANTUCKET,MAYDENE THOMPSON,S Yarmouth,MA,HOUSEKEEPERS,37-2012,Maids and Housekeeping Cleaners,721191.0,9.0,9.0,Y,Seasonal,$13.6,Hour,0.0,0.0,N,,None,,,N,,N,,,N,,nantucket,MA,02554,N,,,,
5150,2016,H-400-16024-746696,2016-05-24,H-2B,2016-02-03,Certification,2016-05-24 00:00:00,2016-11-11,Ruiz Ceramic and tiles,826 S Willomet,,Dallas,TX,75208,UNITED STATES OF AMERICA,,469-682-5137,,"H2 EXPRESS, INC",STEVEN MCKAY,HUDSON,NY,Floor Tile Installer,47-2044,Tile and Marble Setters,238340.0,8.0,8.0,Y,Seasonal,$15.58,Hour,23.37,23.37,N,,None,,,N,,N,,,Y,2.0,Dallas,TX,75208,Y,,,,
5151,2016,H-400-16024-798008,2016-04-28,H-2B,2016-01-24,Denied,2016-04-15 00:00:00,2016-12-20,NOE TEJADA LLC,307 PRIMROSE LANE,,QUINCY,FL,32351,UNITED STATES OF AMERICA,,850-251-8905,,U.S. AMERICANS INC,JOHN GISMONDI,WESTBURY,NY,CONSTRUCTION LABORER,47-2061,Construction Laborers,332212.0,3.0,,Y,Peakload,$12.3,Hour,18.45,18.45,N,,None,,NONE,N,,N,,,Y,1.0,QUINCY,FL,32351,Y,,,,
5152,2016,H-400-16024-838841,2016-04-12,H-2B,2016-01-24,Denied,2016-04-01 00:00:00,2016-12-15,MATTHEW PALKA LANDSCAPE,160 HUMMOCK POND ROAD,PO BOX 3661,NANTUCKET,MA,02554,UNITED STATES OF AMERICA,,508-221-6021,,MMG ASSOCIATES NANTUCKET,MAYDENE THOMPSON,S Yarmouth,MA,LANDSCAPERS,37-3011,Landscaping and Groundskeeping Workers,44422.0,6.0,,Y,Peakload,$20.73,Hour,0.0,0.0,N,,None,,,N,,N,,,N,,NANTUCKET,MA,02554,N,,,,
5153,2016,H-400-16024-839464,2016-03-30,H-2B,2016-01-24,Certification,2016-04-22 00:00:00,2016-11-15,MELTON'S CONCESSIONS-MELVIN MELTON,3875 S. VERNON RD,"[MAIL: 24 FEDERAL RD.,MONROE TOWNSHIP, NJ 08831]",MILLTON,IN,47145-0000,UNITED STATES OF AMERICA,,812-736-3042,,"JKJ WORKFORCE AGENCY, INC",JAMES JUDKINS,HARLINGEN,TX,Amusement and Recreation Attendants - Traveling Ca,39-3091,Amusement and Recreation Attendants,713990.0,13.0,13.0,Y,Seasonal,$8.66,Hour,,,N,,None,,,N,,N,,,N,,Florence,SC,29501,Y,,,,
5154,2016,H-400-16025-018055,2016-05-23,H-2B,2016-01-26,Withdrawn,2016-04-23 00:00:00,2016-06-15,Williams Forestry & Associates,377 Sunset Dr. SE,,Calhoun,GA,30701,UNITED STATES OF AMERICA,,706-629-0353,,Labor Consultants International,Kelley Hammeren,Coeur d' Alene,ID,Forestry Worker - Tree Planter,45-4011,Forest and Conservation Workers,115310.0,60.0,,Y,Seasonal,$16.29,Hour,24.44,32.69,N,,None,,,N,,N,,,Y,3.0,Millville,PA,17846,Y,,,,
5155,2016,H-400-16025-033739,2016-05-10,H-2B,2016-02-12,Certification,2016-05-10 00:00:00,2016-11-01,Shaner SPE Associates LP,49 Americas Cup Ave,,Newport,RI,02840,UNITED STATES OF AMERICA,,401-847-9000,,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,ROBIN SVEC,BAY CITY,TX,Housekeeper,37-2012,Maids and Housekeeping Cleaners,721110.0,10.0,10.0,Y,Peakload,$12.18,Hour,,,N,,None,,,N,,N,,,N,,Newport,RI,02840,N,,,,
5156,2016,H-400-16025-199579,2016-04-21,H-2B,2016-01-27,Denied,2016-04-15 00:00:00,2016-09-01,"Alan Smith Pools, Inc.",227 W. Carlton Avenue,,Orange,CA,92867,UNITED STATES OF AMERICA,,714-628-9494,,CORPORATE AND EMPLOYEE SERVICES,CHARLES THURGOOD,PHOENIX,AZ,Construction laborer,47-2061,Construction Laborers,238990.0,12.0,,Y,Peakload,$18.33,Hour,27.5,27.5,N,,None,,None,N,,N,,,Y,3.0,Orange,CA,92867,Y,,,,
5157,2016,H-400-16025-202686,2016-04-06,H-2B,2016-01-26,Certification,2016-04-15 00:00:00,2016-11-01,STEVEN SIMON & EDWARD MORGAN,161 QUEEN ANNE ROAD,,HARWICH,MA,02645,UNITED STATES OF AMERICA,,508-432-9200,,"ANTIOCH ASSOCIATES USA II, INC.",MARK CARCHIDI,YARMOUTH PORT,MA,POOL MAINTENANCE WORKERS,37-2011,"Janitors and Cleaners, Except Maids and",811411.0,12.0,12.0,Y,Peakload,$15.8,Hour,23.7,,N,,None,,,N,,N,,,N,,HARWICH,MA,02645,Y,,,,
5158,2016,H-400-16025-319291,2016-05-31,H-2B,2016-01-26,Certification,2016-05-31 00:00:00,2016-11-30,Roadrunner Drywall Corp.,1832 E Deer Valley Rd,,Phoenix,AZ,85024,UNITED STATES OF AMERICA,,480-346-8207,,FOREMEN LLC,IRIS JUAREZ,PHOENIX,AZ,Drywall installer,47-2081,Drywall and Ceiling Tile Installers,238310.0,50.0,50.0,Y,Peakload,$17.64,Hour,,,N,,None,,,N,,N,,,Y,3.0,Phoenix,AZ,85024,Y,,,,
5159,2016,H-400-16025-339904,2016-04-04,H-2B,2016-01-26,Partial Certification,2016-04-18 00:00:00,2016-11-12,"Southeast Woodland Services, Inc.",431 Caines Landing Road,,Conway,SC,29526,UNITED STATES OF AMERICA,,843-395-6071,,LABOR CONSULTANTS INTERNATIONAL,STEPHEN WARD,COEUR D'ALENE,ID,Brush Clearer for Utility Rights of Way,37-3011,Landscaping and Groundskeeping Workers,561730.0,175.0,174.0,Y,Seasonal,$9.21,Hour,13.82,26.25,N,,None,,,N,,N,,,N,,Greenwood,SC,29649,Y,,,,
5160,2016,H-400-16025-406450,2016-03-29,H-2B,2016-01-26,Certification,2016-04-10 00:00:00,2016-10-28,"WOODS HOLE INN, LLC",28 WATER STREET,PO BOX 4,WOODS HOLE,MA,02543,UNITED STATES OF AMERICA,,508-495-0248,,PEAK SEASON WORKFORCE,JOSEPH BISHOP,MASHPEE,MA,SHORT ORDER COOKS/HOUSEKEEPERS,35-2015,"Cooks, Short Order",722110.0,14.0,14.0,Y,Peakload,$14.36,Hour,21.54,,N,,None,,,N,,N,,,Y,3.0,WOODS HOLE,MA,02543,Y,,,,
5161,2016,H-400-16025-420508,2016-04-27,H-2B,2016-01-29,Certification,2016-04-27 00:00:00,2016-12-31,BADLANDS COMPANY INC,440 THIRD STREET,,MEDORA,ND,58801,UNITED STATES OF AMERICA,,701-623-4404,,"NORTHWEST PLACEMENT USA, LLC",JOHN-CARL ROGGE,BILLINGS,MT,FOOD SERVICE WORKERS,35-3021,"Combined Food Preparation and Serving Workers,",722110.0,3.0,3.0,Y,Peakload,$10.55,Hour,15.82,,N,,High School/GED,,,N,,N,,,Y,3.0,MEDORA,ND,58645,N,,,,
5162,2016,H-400-16025-499474,2016-04-27,H-2B,2016-01-27,Certification,2016-04-27 00:00:00,2016-11-30,"Program One, Inc.",960 Rand Road,Suite 113C,Des Plaines,IL,60016,UNITED STATES OF AMERICA,,847-298-5953,,LABOR CONSULTANTS INTERNATIONAL,KELLEY HAMMEREN,COEUR D ALENE,ID,Janitors and Cleaners,37-2011,"Janitors and Cleaners, Except Maids and",561720.0,7.0,7.0,Y,Seasonal,$13.87,Hour,20.81,,N,,None,,,N,,N,,,N,,Des Plaines,IL,60016,Y,,,,
5163,2016,H-400-16025-508999,2016-08-02,H-2B,2016-03-22,Denied,2016-04-15 00:00:00,2017-01-15,Chippewa Retreat Spa LLC,13029 Deer Park Road,,Manitowish Waters,WI,54545,UNITED STATES OF AMERICA,,715-904-0020,,THOMPSON RYAN LAW PL,PATRICK THOMPSON,ORLANDO,FL,Waiters and Waitresses,35-3031,Waiters and Waitresses,7225.0,26.0,,Y,Seasonal,$9.61,Hour,14.42,,N,,None,,,N,,N,,,N,,Manitowish Waters,WI,54545,N,,,,
5164,2016,H-400-16025-548341,2016-04-26,H-2B,2016-02-03,Certification,2016-04-26 00:00:00,2016-11-30,Wade Hampton Golf Club Inc.,68 Golf Drive,P.O. Box 1920,Cashiers,NC,28717,UNITED STATES OF AMERICA,,828-743-5048,,"OGLETREE, DEAKINS, NASH, SMOAK AND STEWART, P.C.",JAY RUBY,ATLANTA,GA,Food Server,35-3031,Waiters and Waitresses,713910.0,13.0,13.0,Y,Seasonal,$10.,Hour,15.0,,N,,None,,,N,,N,,,Y,3.0,Cashiers,NC,28717,N,,,,
5165,2016,H-400-16025-550952,2016-04-25,H-2B,2016-01-26,Certification,2016-04-25 00:00:00,2016-11-21,SUAREZ LAWN CARE,2408 NOTTINGHAM BLVD.,,FT. WORTH,TX,76112,UNITED STATES OF AMERICA,,817-706-4875,,ACTION VISA ASSISTANCE,LORI WHITTEN,WYLIE,TX,LANDSCAPE LABORER,37-3011,Landscaping and Groundskeeping Workers,561730.0,4.0,4.0,Y,Peakload,$11.63,Hour,17.45,,N,,None,,,N,,N,,,N,,FT. WORTH,TX,76112,Y,,,,
5166,2016,H-400-16025-666610,2016-04-20,H-2B,2016-01-25,Certification,2016-04-20 00:00:00,2016-12-23,Praedavita Corporation,1516 Overland Stage Road,,Dripping Springs,TX,78620,UNITED STATES OF AMERICA,,512-264-1366,,ABRIDGE LABOR SOLUTIONS,TERRI WRIGHT,AUSTIN,TX,Construction Laborer,47-2061,Construction Laborers,2361.0,12.0,12.0,Y,Seasonal,$12.39,Hour,18.58,,N,,None,,,N,,N,,,N,,Dripping Springs,TX,78620,Y,,,,
5167,2016,H-400-16025-730443,2016-04-25,H-2B,2016-01-25,Denied,2016-02-08 00:00:00,2017-01-06,BYTELOGICS INC,304 EAST 6TH STREET,,NEW YORK,NY,10003,UNITED STATES OF AMERICA,,646-515-6388,,,,,,Producer,27-2012,Producers and Directors,541511.0,1.0,,Y,One-Time Occurrence,$56.,Hour,0.0,0.0,N,,Master's,,Film Arts,N,,Y,6.0,Film and video production,Y,6.0,New York,NY,10003,N,,,,
5168,2016,H-400-16025-769771,2016-05-11,H-2B,2016-01-26,Certification,2016-05-11 00:00:00,2016-12-15,"DOOLEY PYNE LANDSCAPE COMPANY, INC.",PO BOX 571,,EXTON,PA,19341,UNITED STATES OF AMERICA,,610-524-5296,,MATURANO AND ASSOCIATES,SHARON ALEXANDER,KENNETT SQUARE,PA,Landscape Laborer/Groundkeeper,37-3011,Landscaping and Groundskeeping Workers,561730.0,30.0,30.0,Y,Seasonal,$15.11,Hour,,,N,,None,,,N,,N,,,N,,EXTON,PA,19341,Y,,,,
5169,2016,H-400-16025-814588,2016-05-05,H-2B,2016-02-03,Certification,2016-05-05 00:00:00,2017-05-05,"Greek Orthodox Metropolis of Atlanta Diakonia Center, Inc.",2480 Clairmont Rd NE,,Atlanta,GA,30329,UNITED STATES OF AMERICA,,404-634-9345,,LABOR CONSULTANTS INTERNATIONAL,KELLEY HAMMEREN,COEUR D ALENE,ID,Cement Mason,47-2051,Cement Masons and Concrete Finishers,238140.0,14.0,14.0,Y,One-Time Occurrence,$15.1,Hour,22.65,,N,,None,,,N,,N,,,Y,6.0,Salem,SC,29676,N,,,,
5170,2016,H-400-16025-884237,2016-04-27,H-2B,2016-01-25,Certification,2016-04-27 00:00:00,2016-10-31,"Los Amigos, Inc.",109 S. Sixth Street,,Kremmling,CO,80459,UNITED STATES OF AMERICA,,970-724-9243,,CORPORATE & EMPLOYEE SERVICES,CHARLES THURGOOD,PHOENIX,AZ,Food preparation workers,35-2021,Food Preparation Workers,721110.0,5.0,5.0,Y,Peakload,$12.69,Hour,19.04,19.04,N,,None,,None,N,,N,,,Y,3.0,Kremmling,CO,80459,N,,,,
5171,2016,H-400-16025-914088,2016-04-13,H-2B,2016-01-25,Certification,2016-04-20 00:00:00,2016-10-31,CUTTY SARK MOTEL,PO BOX 135,58 LONG BEACH AVENUE,YORK BEACH,ME,03910,UNITED STATES OF AMERICA,,207-363-5131,,U.S. AMERICANS INC,JOHN GISMONDI,WESTBURY,NY,HOUSEKEEPING,37-2012,Maids and Housekeeping Cleaners,721110.0,4.0,4.0,Y,Seasonal,$10.,Hour,15.0,15.0,N,,None,,,N,,N,,,Y,1.0,YORK BEACH,ME,03910,N,,,,
5172,2016,H-400-16025-963870,2016-04-25,H-2B,2016-01-30,Certification,2016-04-25 00:00:00,2016-11-30,"Lindsay Landscaping and Lawncare, Inc.",225 South 200 West,,Wellsville,UT,84339,UNITED STATES OF AMERICA,,435-881-3123,,"Courtney Cooper Law, LLC",COURTNEY COOPER,Salt Lake City,UT,Sodlayer,37-3011,Landscaping and Groundskeeping Workers,56173.0,5.0,5.0,Y,Peakload,$10.93,Hour,,,N,,None,,,N,,N,,,N,,Wellsville,UT,84339,Y,,,,
5173,2016,H-400-16026-014507,2016-04-20,H-2B,2016-01-28,Certification,2016-04-20 00:00:00,2016-12-11,Metropolitan Turf Management Inc.,69055 Slating Lane,,Bruce Township,MI,48065,UNITED STATES OF AMERICA,,586-531-9486,,FRONTERA VISA SOLUTIONS INC.,SARAH WYNGAARD,GREEN BAY,WI,Landscaping Workers,37-3011,Landscaping and Groundskeeping Workers,561730.0,10.0,10.0,Y,Peakload,$13.06,Hour,,,N,,None,,None,N,,N,,,Y,2.0,Bruce Township,MI,48065,Y,,,,
5174,2016,H-400-16026-023647,2016-04-19,H-2B,2016-01-26,Certification,2016-04-19 00:00:00,2016-12-01,PSN Landscaping Co.,"9637 Liberty Road, Suite R",,Randallstown,MD,21133,UNITED STATES OF AMERICA,,410-833-2479,,"FRAGOMEN, DEL REY, BERNSEN AND LOEWY, LLP",Brent Rees,Addison,TX,Landscape Laborer,37-3011,Landscaping and Groundskeeping Workers,561730.0,15.0,15.0,Y,Peakload,$13.69,Hour,20.54,,N,,None,,,N,,N,,,N,,Randallstown,MD,21133,Y,,,,
